sample_SRR6798308	sample_SRR6798310	sample_SRR6798312	sample_SRR6798314	sample_SRR6798316	sample_SRR6798318
ENSBTAG00000012939	60.457526	44.36588	43.70871	45.01375	45.989	35.981986
ENSBTAG00000012940	32.204997	32.240768	38.43257	21.400388	33.93416	22.49943
ENSBTAG00000012941	15.7434	15.4072	14.3789	16.3957	17.2539	31.7223
ENSBTAG00000012943	0.579479	0.867478	1.02683	0.810636	0.838788	0.554436
ENSBTAG00000012944	4.4213	4.21938	6.12988	7.10486	5.27619	4.52831
ENSBTAG00000012945	0.373815	0.276741	0.584388	0.327235	0.2372212	0.208692
ENSBTAG00000012946	19.85273	16.07961	14.40661	14.63654	17.04678	19.09682
ENSBTAG00000012949	0	0	0	0	0	0
ENSBTAG00000012953	12.03215	13.03718	13.83631	11.56541	13.14236	8.18947
ENSBTAG00000012954	3.27785	1.66721	2.85229	2.51697	3.42078	1.48109
ENSBTAG00000012955	3.41376	4.43555	3.51442	2.3231	3.26115	4.01297
ENSBTAG00000012956	0	0	0	0	0	0
ENSBTAG00000012957	145.1599	133.7042	119.9038	115.2427	139.4869	148.1266
ENSBTAG00000012961	86.7311	82.7127	90.3574	74.2515	85.56412	81.0154
ENSBTAG00000012962	90.7608	113.952	99.7856	79.6785	96.6699	76.3076
ENSBTAG00000012963	0.181139	0.161566	0.0766361	0.036471	0.0952691	0.199436
ENSBTAG00000012966	10.0767	8.38065	9.462	6.53396	7.76003	9.15981
ENSBTAG00000012968	77.327171	68.866	63.34489	68.886	77.3558	78.47627
ENSBTAG00000012969	0.713361	0.867812	0.512313	0.461685	0.697098	0.515016
ENSBTAG00000012970	8.458825	8.302843	10.23296	15.53906	10.388784	10.642217
ENSBTAG00000012971	0.0602036	0	0	0	0	0
ENSBTAG00000012972	9.80852	7.6185141	10.5847471	7.8389128	8.9472013	7.94289
ENSBTAG00000012973	0.0967593	0.321454	0.371004	0.0519082	0.843474	0.095234
ENSBTAG00000012975	161.03	165.521	159.904	140.78	153.524	153.368
ENSBTAG00000012976	74.133546	152.266088	87.203036	52.785617	91.188155	129.13698
ENSBTAG00000012977	12.5619	18.8749	17.5485	15.1198	15.731834	9.649751
ENSBTAG00000012979	4.17559	5.20815	7.24227	4.532942	9.85178	19.38679
ENSBTAG00000012980	26.951828	23.389922	23.673931	20.156977	23.921917	25.05088
ENSBTAG00000012981	16.3003	19.7832	18.7491	15.5962	21.8585	22.9274
ENSBTAG00000012982	15.207	15.2734	13.5894	16.5887	18.1801	21.1187
ENSBTAG00000012984	0.337988	0.174457	0.292802	0.587755	0.194076	0.11305
ENSBTAG00000012985	3.1180561	2.17773	3.73076	5.153536	3.43376	3.8298029
ENSBTAG00000012987	8.45746	11.62577	13.19675	11.56772	11.13136	6.81551
ENSBTAG00000012988	16.0537	13.5164	18.6051	19.1282	17.1541	20.6839
ENSBTAG00000012989	17.45129	28.8966	16.71969	27.5003	32.7985	26.6909
ENSBTAG00000012990	6.79239	6.423007	7.76037	8.899856	8.11679	7.335195
ENSBTAG00000012991	2.98395	1.60687	1.6276	4.46758	3.08584	0.891401
ENSBTAG00000012992	4.421209	4.907349	4.890149	2.83007	5.18065	5.56301
ENSBTAG00000012994	0.553506	0.429366	0.4584289	0.460328	0.810357	1.23796
ENSBTAG00000012995	5.1318	11.30493	1.298509	1.37341	3.615719	2.120375
ENSBTAG00000012997	0.0289139	0.0469029	0.12244	0	0.0608695	0.0531718
ENSBTAG00000012998	16.1429	12.5982	13.8017	11.636	13.8621	13.5267
ENSBTAG00000012999	6.73307	6.76261	7.24477	4.84492	7.45835	6.18116
ENSBTAG00000013001	4.1129	3.54392	3.1134	2.93345	3.71899	4.06367
ENSBTAG00000013002	0.418791	0.090577	0.118219	0.393515	0.323247	0.461994
ENSBTAG00000013003	0	0	0	0	0	0
ENSBTAG00000013004	2.38551	2.97286	4.26633	2.87585	3.68572	3.48341
ENSBTAG00000013007	46.8886	50.3775	45.218	33.5316	43.9525	39.4405
ENSBTAG00000013008	0.936123	54.8845	2.262203	18.19375	29.01955	78.64445
ENSBTAG00000013009	1.74612	1.64099	1.70167	1.92535	2.04203	1.7835
ENSBTAG00000013010	6.60826	6.232979	4.309111	4.94949	6.018538	5.07703
ENSBTAG00000013011	13.9511	12.8438	13.7071	10.9438	14.5721	14.5558
ENSBTAG00000013013	18.0595856	14.26379	16.0222	12.3754827	18.4018817	15.216723
ENSBTAG00000013014	3.26125	6.19164	5.18508	3.36181	4.14981	3.22607
ENSBTAG00000013015	6.84675	3.6545	4.26415	4.04720592	5.70661	15.77572
ENSBTAG00000013016	23.634	20.7821	21.3091	18.0223	23.9242	28.2043
ENSBTAG00000013017	2.99601	1.319267	2.261164	2.845948	1.286257	2.608427
ENSBTAG00000013018	21.10378	15.39384	18.48105	26.83524	22.02704	17.30753
ENSBTAG00000013023	85.2963	79.6213	87.0649	65.6325	79.79568	59.19653
ENSBTAG00000013025	64.3641	59.1122	55.3445	58.214	63.5617	83.7229
ENSBTAG00000013026	0.714292	0.812765	0.304971	0.143788	0.605075	2.41547
ENSBTAG00000013027	9.78345	2.625296	5.47393	3.49279	15.29372	4.60843
ENSBTAG00000013029	9.13948	8.86099	8.79316	7.44783	8.04363	9.5187655243
ENSBTAG00000013030	42.43499	39.71342	50.00216	57.65496	47.09511	30.38194
ENSBTAG00000013031	7.10657	6.69098	6.46458	4.38581	6.4282	5.54469
ENSBTAG00000013032	55.2668	51.7968	47.758	41.9334	51.6594	51.6451
ENSBTAG00000013033	30.825942	32.832242	29.48988	18.732481	30.38415	17.985454
ENSBTAG00000013035	0	0.0303741	0	0	0.0394313	0.13794
ENSBTAG00000013036	9.10894	15.2985	11.4449	11.9754	13.9142	6.37926
ENSBTAG00000013038	114.3162	115.1449	125.0664	109.4015	123.4796	128.3447
ENSBTAG00000013039	0	0	0	0	0	0
ENSBTAG00000013042	18.377105	19.0143	15.7043	11.6739	16.2063	17.94
ENSBTAG00000013043	7.49713	6.76941	7.95623	5.72268	6.99347	7.48051
ENSBTAG00000013044	0.4192399	0.362971	0.19023581	0.495665	0.565129	0.945339
ENSBTAG00000013045	18.7591	15.6951	19.884	19.3113	20.9483	22.1418
ENSBTAG00000013046	53.738	53.031603	54.86821	48.1256	54.6642	37.7273
ENSBTAG00000013047	7.05573	14.7608	13.9156	5.46691	11.6665	5.96613
ENSBTAG00000013048	26.4303	34.46847	31.3795	22.24945	27.10794	27.52686
ENSBTAG00000013050	19.6502	15.5845	15.6547	15.3557	17.4359	22.0358
ENSBTAG00000013051	0	0	0.219675	0.206255	0	0
ENSBTAG00000013052	0.551943	0.353424	0.369049	0.292463	0.458668	0.37396
ENSBTAG00000013054	14.3364	11.4066	15.3572	15.193	14.6376	11.98
ENSBTAG00000013055	0	0	0	0	0	0
ENSBTAG00000013056	0.0451174	0	0.0956585	0.0454266	0	0.0832381
ENSBTAG00000013057	2.0974862192	1.32361	1.60810510252842	1.49037862410213	1.649523	2.48498
ENSBTAG00000013059	0	0	0	0	0	0
ENSBTAG00000013060	6.22185	5.38095124	5.20281	4.65463	6.45205	10.8147000582566
ENSBTAG00000013063	39.868617	40.0193	34.561	29.5664	37.144048	32.4265
ENSBTAG00000013064	0.0360245	0.0584478	0.114482	0	0	0.0663418
ENSBTAG00000013065	1.47231	1.97715	2.02721	2.40853	1.72587	4.35975
ENSBTAG00000013066	5.023375	4.8386555	4.0778229	5.077491	5.040481	21.1976055
ENSBTAG00000013068	8.21792	12.5777	9.41924	7.48775	10.3927	13.3067
ENSBTAG00000013069	5.32342	4.75982	5.34391	4.46607	4.9071	7.14517
ENSBTAG00000013070	8.80292	6.83911	5.1372464	4.866384	7.35195	6.65405
ENSBTAG00000013071	3.5461	12.0587	7.16672	4.46541	5.61299	3.16959
ENSBTAG00000013072	30.782836	28.72462	38.5677	38.4973	36.4629	35.06827
ENSBTAG00000013074	15.6591	15.0369	16.303	15.354	15.7009	15.5602
ENSBTAG00000013076	27.823	28.1984	30.1697	29.1841	29.984	22.0947
ENSBTAG00000013077	0	0	0	0	0	0
ENSBTAG00000013078	0.54670630204617	0.27161326	0.058794	0.15889942	0.61221780154299	4.1054357
ENSBTAG00000013079	0.576017	0.290322	0.148165	0.391808	0.327465	0.0856596
ENSBTAG00000013081	11.5251	11.323	7.90614	6.11842	9.09482	8.42246
ENSBTAG00000013084	85.6812	96.5867	115.15	133.886	103.474	76.6184935
ENSBTAG00000013085	0.132489	0.161288	0.0703518	0.200118	0.139783	0.245469
ENSBTAG00000013090	0	0	0	0	0	0
ENSBTAG00000013093	10.766283	11.275855	21.39871	19.039647	17.720026	14.1474
ENSBTAG00000013095	0	0.01299462114	0	0.01613393638	0	0.0587937294
ENSBTAG00000013096	59.45308	72.5783	69.8821	201.74399	68.544	225.8576
ENSBTAG00000013098	58.25467	53.06914	66.86195	64.45705	65.92754	56.576208
ENSBTAG00000013099	1402.87	1200.56	1321.67	1521.82	1514.92	1007.6
ENSBTAG00000013100	1.89454	0.852112	0.526371	0.918807	0.945262	0.608509
ENSBTAG00000013103	5.19194	4.60348	6.89635	6.02495	7.7268	9.57119
ENSBTAG00000013105	21.0874	24.936	31.5785	20.4872	29.0558	11.2383
ENSBTAG00000013106	0.253555	1.1333	1.35234	0.893401	1.47562	2.37595
ENSBTAG00000013107	11.0074	25.04198	26.7014	26.459969	21.687815	9.161816
ENSBTAG00000013108	2.072524	1.407911	1.093608	2.204093	1.575128	1.849959
ENSBTAG00000013109	16.582519	15.59615	17.31671	14.43658	18.20787	13.35965
ENSBTAG00000013110	3.23441	3.917844	4.3179	5.453312	3.99528	3.52947
ENSBTAG00000013111	17.390756	14.772443	15.8176	12.99895	16.53250587614	17.182279
ENSBTAG00000013112	27.9537	25.4689	24.933	21.994	26.5951	29.7419
ENSBTAG00000013113	277.615615	357.237671	338.576814	216.42551777541	293.03061116241	228.31987
ENSBTAG00000013114	11.1277939	9.2725231	10.4189774	9.158553	11.904694	10.086929
ENSBTAG00000013116	21.42173	43.4214	39.7687	13.20917	23.91021	14.55449
ENSBTAG00000013117	6.86271000043949	29.286068	8.39124000016858	6.7392200104535	13.8738900053398	5.80632129432
ENSBTAG00000013118	5.935253	4.454529	3.1347523	4.855775	5.9016	6.555912
ENSBTAG00000013120	9.25468	9.22831	9.62582	6.67929	9.587809	9.39453
ENSBTAG00000013123	94.264335	124.631049	133.431115	136.218835	134.69615	114.732215
ENSBTAG00000013124	0.882752072	1.74635066	0	11.44393715	1.919583408	15.50288333
ENSBTAG00000013125	4.62175	2.9484	2.13469	1.98858	2.99573	3.616854
ENSBTAG00000013126	12.2221	16.3807	12.5706	15.557	14.4901	16.0585
ENSBTAG00000013127	2.45867	2.79539	3.95846	3.61296	3.94405	6.20877
ENSBTAG00000013128	22.0679	21.8177	20.0165	16.049	21.6895	20.5432
ENSBTAG00000013130	0	0	0	0	0	0
ENSBTAG00000013131	0.888853	0.770682	0.908678	1.01831	1.09703	0.507457
ENSBTAG00000013132	5.82891	4.754057	5.845225	4.5786	5.58802	4.87661
ENSBTAG00000013133	0.383598	0.229202	0.32037	0.304877	0.339836	0.185316
ENSBTAG00000013136	8.507979	7.3280707	6.756001	6.514254	6.3497568	11.799977
ENSBTAG00000013138	2.51061	2.77653	1.87875	2.70628	3.73628	5.03309
ENSBTAG00000013141	3.9005	3.676775	4.329439	3.600345	3.84978	4.416031
ENSBTAG00000013142	8.67045	7.19963	8.22799	7.03306	8.65246	9.61944
ENSBTAG00000013143	8.88443	8.35444	9.41914	7.06012	8.99406	7.01508
ENSBTAG00000013145	83.511	60.9753	85.7492	57.4867	71.6079	53.8167
ENSBTAG00000013147	82.0464	134.967	162.825	189.531	119.944	49.7123
ENSBTAG00000013148	0.779064	0.334667	0.388678	0.276849	0.627752	0.338239
ENSBTAG00000013149	0	0	0	0	0	0
ENSBTAG00000013150	12.44033	12.89556	15.2362	13.48331	16.46527	15.17971
ENSBTAG00000013152	74.0776	87.9521	83.436525	67.141954	91.66518	67.764734
ENSBTAG00000013153	9.43624	7.83283	7.65158	8.96409	8.75359	7.47874
ENSBTAG00000013155	0.643777	0.48824	0.46097	2.24735	0.611355	2.68249
ENSBTAG00000013156	0	0	0	0	0	0
ENSBTAG00000013157	8.28307	9.41732	10.2518	8.97566	10.1921	5.69411
ENSBTAG00000013159	14.34751	10.14265	10.45855	8.938218	12.06209	11.05005
ENSBTAG00000013160	11.724	6.47933	8.11171	14.4228	10.0702	10.1219
ENSBTAG00000013162	1603.35610000086	1706.71187299239	1232.69283	971.042834105341	1386.08365	1094.55279
ENSBTAG00000013163	2.222035	2.0391631	3.878731	3.782532	2.461396	5.36585
ENSBTAG00000013165	306.15897	286.02292	381.04009	346.15762	353.39695	342.46532
ENSBTAG00000013166	31.7452	12.8619	15.933303	24.1242	34.0989	17.5189
ENSBTAG00000013167	0.170519	0.12621	0.242872	0.238823	0.420843	0.203636
ENSBTAG00000013168	132.689	121.606	102.36	93.6746	118.614	155.757
ENSBTAG00000013169	51.4604	49.5573	43.7462	37.207245	51.8023	38.9454
ENSBTAG00000013170	0	0.0962816	0	0	0.0624777	0
ENSBTAG00000013173	44.300112	44.9925	48.4793	38.4881	52.8743	31.5597
ENSBTAG00000013174	0.120233	0.0325152	0.254811	0	0.042215	0
ENSBTAG00000013175	12.933715	9.434878	16.8539691	15.14954	14.99412411144	12.953379
ENSBTAG00000013176	5.182261	1.75147	3.815476	5.500996	4.8212287209	7.019491
ENSBTAG00000013177	5.08176	6.06701	6.3613	6.18084	7.81841	8.96012
ENSBTAG00000013178	0.083101355	0	0.0586447948	0.0278877655	0	0
ENSBTAG00000013180	7.60931	6.22321	6.51835	6.26771	6.57303	7.62162
ENSBTAG00000013181	0	0	0	0	0	0
ENSBTAG00000013183	1.38084	1.47934	1.23068	0.889843	1.45586	1.32741
ENSBTAG00000013184	21.37223	18.34596	18.34586	16.024644	17.45661	18.557518
ENSBTAG00000013185	0.874582	0.960257	0.163702	0.518003	0.596509	1.80565
ENSBTAG00000013187	9.082349	6.733345752	9.09936038	9.2503937	9.4505132	8.171424747
ENSBTAG00000013191	12.725636	10.7191098	14.692843	18.751835	15.618822	11.927988
ENSBTAG00000013192	18.4118	18.6102	16.3421	11.4538	17.1483	14.9854
ENSBTAG00000013196	2.14883	2.10389	2.98292	1.08173	1.98988	1.63781
ENSBTAG00000013197	33.43806	33.041695	35.09255	51.18864	39.85417	62.61847
ENSBTAG00000013201	25.54655	24.65457	23.5104	26.39769	26.29016	24.83305
ENSBTAG00000013202	0	0	0.025209	0	0	0.0437641
ENSBTAG00000013203	0.912884	0.219411	0.358086	0.374442	0.462796	0.373423
ENSBTAG00000013204	6.683355	5.1894438	7.209791	5.2593419	5.843766	6.158611
ENSBTAG00000013205	21.737688	27.005059	28.906155	23.047048	24.534903	21.854122
ENSBTAG00000013207	0	0	0	0	0	0
ENSBTAG00000013208	329.762	376.365	364.404	301.788	382.544	263.937
ENSBTAG00000013210	7.5759	6.41761	25.7707	18.3316	13.4183	15.017
ENSBTAG00000013211	12.2779	11.5354	7.73586	6.0135	9.01564	13.1679
ENSBTAG00000013212	89.5939	106.325452	139.41057	127.269444	127.656	98.9038
ENSBTAG00000013213	0.0620298	0.0251568	0.0656801	0.124901	0	0.342356
ENSBTAG00000013214	0	0	0	0	0	0
ENSBTAG00000013215	10.6867	26.1975	22.2263	26.535	12.8825	35.5068
ENSBTAG00000013218	39.976945	40.970773	45.09525	44.97563	54.462115	52.30035
ENSBTAG00000013219	39.08433	26.89411	43.69632	33.86137	37.646726	40.14189
ENSBTAG00000013220	2.05133	2.13164	3.22786	4.4616	3.37958	7.92949
ENSBTAG00000013221	2.379393	2.03347742965	2.072223	2.300101328	2.987692147627	2.24195
ENSBTAG00000013222	6.134878671102	3.7851802	3.473259	4.5369508219	5.347759	6.305476
ENSBTAG00000013224	4.43868	4.54773	4.05348	5.07919	5.10373	7.84278
ENSBTAG00000013225	26.1661	22.4483	16.418	14.4603	20.1001	21.9048
ENSBTAG00000013226	16.56005	12.70154	18.399	9.87436	14.72985	15.87805
ENSBTAG00000013227	0.649888	0.98616	1.00282	0.489656	1.10909	0.894078
ENSBTAG00000013231	26.7931	21.2078	22.9351	27.5491	21.787	18.199
ENSBTAG00000013235	4.47015	4.21723	3.254571	4.41113	4.029677	1.42241
ENSBTAG00000013236	13.93726	11.93298	15.53776	11.45536	15.23291	16.19129
ENSBTAG00000013238	4.99319	4.360469	4.71791	4.32696	4.79715	5.67219
ENSBTAG00000013239	0.0477596	0.0387319	0.0252699	0	0	0.0438702
ENSBTAG00000013240	76.1927	64.278263	64.5294	88.234868	74.890551	84.742184
ENSBTAG00000013241	0.0213103	0	0.022546	0.0429075	0	0
ENSBTAG00000013242	0.566896	0.212292	0.231113	0.351247	0.689147	0.080428
ENSBTAG00000013244	9.415356	7.847325	11.65953	9.116784	9.816979	8.903106
ENSBTAG00000013245	0.815336	0.384717	0.552908	0.52063	0.729092	0.467827
ENSBTAG00000013247	0.0292334	0	0.0522506	0.0331589	0.0614873	0.0302112
ENSBTAG00000013248	0	0	0	0	0.0634939	0
ENSBTAG00000013249	61.29231	41.597639	59.12879	57.4535200091949	64.436768	71.05186
ENSBTAG00000013250	144.274	116.174	144.213	345.245	174.046	112.242
ENSBTAG00000013251	22.2684	20.0708	22.0564	24.9719	23.5232	23.2404
ENSBTAG00000013253	31.553766	26.089026	32.354083	31.4218555	30.176359	29.194641
ENSBTAG00000013254	40.3693	27.793	21.9563	23.7945	27.8399	31.4407
ENSBTAG00000013255	0	0	0	0	0	0
ENSBTAG00000013256	1.15664	1.37773	2.18928	0.963127	2.08734	0.864044
ENSBTAG00000013259	15.99727	10.20186	19.50487	8.27542	21.6681	15.90323
ENSBTAG00000013260	10.599	9.24453	7.02966	8.27411	8.92921	9.04779
ENSBTAG00000013262	0.0318529	0.0516742	0	0	0	0
ENSBTAG00000013263	0	0.0246167	0	0	0	0.0558277
ENSBTAG00000013264	3042.61318	2091.59643	2170.76538	2624.1643	2746.54962	3004.67876
ENSBTAG00000013265	5.90984	6.47667	7.74334	7.60477	8.1975	7.59852
ENSBTAG00000013266	0.348876	0.36775	0.258289	0.333656	0.256875	0.480082
ENSBTAG00000013270	51.3808	45.101	44.9171	40.8683	51.6748	37.6693
ENSBTAG00000013271	12.4452	11.6135	13.6614	12.9987	13.2644	12.8909
ENSBTAG00000013273	17.5001	16.3582	17.443	16.7622	17.5465	11.2977
ENSBTAG00000013274	38.8641	24.9889	26.6544	30.83	33.9726	28.8275
ENSBTAG00000013275	19.8594747	16.668038	19.101072	22.27257	23.02303	20.068355
ENSBTAG00000013277	9.330442	8.89638	11.9948	21.4211	10.631586	11.094749
ENSBTAG00000013278	6.55218	6.07482	6.2672	6.63452	7.0582	7.24185
ENSBTAG00000013279	0.722613	0.9606028	2.197871	2.416105	1.69453	1.4508
ENSBTAG00000013281	1.903064	1.460131	2.28543	4.028225	2.640775	3.613962
ENSBTAG00000013282	38.77937	32.480229	36.2458	43.54885	41.75699	42.68031
ENSBTAG00000013283	5.37765	3.97935	6.66003	7.47213	6.12491	7.11697
ENSBTAG00000013284	19.132	13.6917	16.5558	17.1855	18.8597	17.7982
ENSBTAG00000013287	9.87447	8.23595	10.0155	13.0789	12.33	10.8869
ENSBTAG00000013288	48.77999	41.83343	48.85384	44.72745	48.39282	51.922969
ENSBTAG00000013289	7.8134941	6.438731	9.0415589	6.51376	8.048324	9.20343
ENSBTAG00000013290	9.449	11.452412	13.69574	8.981584	7.641768	9.9254
ENSBTAG00000013291	8.22417	9.075852	11.1830623	9.7073582	7.8462921	5.370772
ENSBTAG00000013292	4.51007	2.94666	4.11579	3.55057	5.14985	2.31566
ENSBTAG00000013294	1.667	2.01807	1.40615	2.01876	1.98297	2.84073
ENSBTAG00000013298	2.56561094	2.13721	2.154188	1.805060179892	2.73476	3.035865
ENSBTAG00000013300	5.609353	6.718196	5.238544	5.650227	5.686499	10.674104
ENSBTAG00000013301	39.5597	48.3	51.2221	42.3904	47.5865	32.0262
ENSBTAG00000013302	11.85104	21.96331484	17.024632	9.23021000672805	14.472723	9.123666
ENSBTAG00000013303	14.93263	12.062945	22.83163	16.36967	21.443069	21.583441
ENSBTAG00000013305	0.0267721	0.260557	0.0283374	0.26953	0.338118	0.442908
ENSBTAG00000013306	1.2576787	1.1669103632	1.2054362808	1.774744	2.2873733	2.28537
ENSBTAG00000013308	76.8371	62.7285	72.9556	63.6799	76.8715	98.748
ENSBTAG00000013309	50.85597	44.143	50.9579	49.12208	49.13474	55.1843
ENSBTAG00000013311	24.5433	16.907	19.1691	16.5488	22.2458	24.9896
ENSBTAG00000013314	23.33066	10.20244	19.17313	13.27819	20.19663	14.11347
ENSBTAG00000013315	551.691	616.169	694.216	489.041	601.991	484.52
ENSBTAG00000013316	7.38466	6.896583	7.456487	7.47167	8.1898814	7.20877
ENSBTAG00000013317	7.152364	5.095528	6.713265	5.061097	6.204603	7.29597
ENSBTAG00000013319	0.0994619	0.0268933	0.0351113	0.0667582	0	0.0610206
ENSBTAG00000013320	0.0421234	0.20506	0.0446441	0	0.0443756	0.077668
ENSBTAG00000013321	0.0381331	0.0309361	0.121204	0	0.0401619	0
ENSBTAG00000013322	27.1113220854016	27.001267	32.79292226	29.50843751779	31.22154921	29.0638
ENSBTAG00000013326	9.59776	10.022	8.70301	8.0443	10.5704	10.2064
ENSBTAG00000013329	38.403	44.2839	42.881921	45.295335	44.913	34.1714
ENSBTAG00000013330	12.5405	12.3288	14.0764	11.4808	13.2956	11.9921
ENSBTAG00000013333	0	0	0.0179797788	0.0513435602	0.0178814146	0.09356795
ENSBTAG00000013334	0.665055	1.06533	0.651854	0.244944	0.904209	0.327299
ENSBTAG00000013336	3.161603	2.693679	1.978371	3.65664	4.917	6.326721
ENSBTAG00000013337	56.8479	33.3669	34.2302	36.5595	35.8734	33.8867
ENSBTAG00000013338	1.37828	1.46974	1.4579	1.04541	1.11223	1.28211
ENSBTAG00000013339	5.728246129717	2.67061576	4.172352	3.496385	4.823865	5.135302
ENSBTAG00000013340	26.87253	25.56717	24.41821	27.6331646	25.95127	30.31767
ENSBTAG00000013341	4.6732	4.5806	5.357372	5.72375	6.64258	6.8981771005
ENSBTAG00000013343	1103.75	713.202	621.988	1040.6	458.18	1101.88
ENSBTAG00000013345	0	0	0	0.0597425	0	0
ENSBTAG00000013346	1.92712	1.13512	1.69219	2.72707	2.33311	4.30368
ENSBTAG00000013347	16.25937	15.40345	20.89187	28.53903	25.76945	19.56804
ENSBTAG00000013352	4.06808	2.33795	7.00635	7.16782	5.26777	4.68823
ENSBTAG00000013353	5.155803	4.063437	5.920247	6.565745	5.54642	7.461097
ENSBTAG00000013356	0	0	0	0	0	0.349243
ENSBTAG00000013357	9.7281	8.34879	9.20037	6.96719	12.3622	10.0459
ENSBTAG00000013358	692.783	586.407	534.388	578.539	580.274	654.538
ENSBTAG00000013362	45.15988	53.8101	77.21339	125.3383	80.228	62.4749
ENSBTAG00000013363	96.6687	90.5595	84.937	86.1857	93.5477	98.0003
ENSBTAG00000013364	0	0.0811148	0.0706019	0.0335589	0	0.122703
ENSBTAG00000013366	18.608229	15.757574	27.8174242	14.1456229	20.865398	10.70075
ENSBTAG00000013367	79.3206	76.9972	67.6971	62.1732	74.9841	82.3963
ENSBTAG00000013368	0.030183	0.0936679	0.24571	0	0.0317731	0
ENSBTAG00000013369	0.722887	1.007404	1.09701	0.7269838	1.399578	1.524633
ENSBTAG00000013371	20.635465	20.618559	13.094239	12.634052	14.9462	7.80932
ENSBTAG00000013378	0.812922	0.543246	0.811276	0.770357	0.705509	0.970969
ENSBTAG00000013380	3.46604	2.2341222	3.076988	2.4566501	3.02024	3.351424
ENSBTAG00000013384	0.0629595	0	0	0	0	0
ENSBTAG00000013387	133.153	109.205	98.7251	102.414	109.919	100.322
ENSBTAG00000013390	161.304	160.353	146.111	164.247	167.968	155.031
ENSBTAG00000013391	29.0497	29.3566	37.0023	37.6977	33.5953	31.2017
ENSBTAG00000013392	7.89324	6.61957	10.39619	10.50852	10.58723	17.1382
ENSBTAG00000013393	3.96062	3.41787	3.94044	4.06759	4.26679	4.45351
ENSBTAG00000013395	0	0	0.136322	0.474168	0	0
ENSBTAG00000013400	3.36935	0.197242	0.772615	0.699435	1.57276	1.34299
ENSBTAG00000013401	9.969175	8.799668	10.352581	10.785264	9.9414779	11.133484
ENSBTAG00000013403	15.704025	13.87749	13.77043	13.069471	15.407167	17.320931
ENSBTAG00000013405	104.4293	83.7912	83.2811	73.0666	96.311	97.3629
ENSBTAG00000013406	51.1988	83.8457	50.1563	39.424	59.9196	53.9252
ENSBTAG00000013407	13.764943	12.1365177	23.1236534	30.173773	21.81202	17.476152
ENSBTAG00000013408	16.6835	11.692	12.8786	10.9121	15.0624	16.5944
ENSBTAG00000013410	26.0886	26.93889	25.42143	20.99081	23.60182	22.236297
ENSBTAG00000013411	522.41342	547.15868	510.83752	620.98654	579.3676	584.93822
ENSBTAG00000013412	5.17978	3.32506653586	4.65451	3.33969	3.755494	4.42725
ENSBTAG00000013413	25.01913	24.69686	19.268	19.71051	20.34164	16.89454
ENSBTAG00000013414	7.74244	5.46411	6.57857	11.5251	10.79759	9.48208
ENSBTAG00000013416	0.138609	0.112499	0	0	0.0731339	0
ENSBTAG00000013417	0.311752	0.025447	0.2761	0.37577	0.246807	0.0556281
ENSBTAG00000013419	15.4935	54.9219	28.1262	25.8966	28.5303	41.296
ENSBTAG00000013420	2.7719900519028	3.021003	4.181932	2.882353	3.59217	4.5401
ENSBTAG00000013421	15.4532	11.8099	12.2121	11.9543	13.5155	17.4331
ENSBTAG00000013422	25.591836	27.38498	27.341	20.0128	27.80976	17.7819
ENSBTAG00000013423	90.2943	87.8785	84.3478	78.3621	84.9307	81.2047
ENSBTAG00000013425	24.2677	24.7613	21.2977	17.025	21.9661	21.6313
