sample_SRR6798308	sample_SRR6798310	sample_SRR6798312	sample_SRR6798314	sample_SRR6798316	sample_SRR6798318
ENSBTAG00000012405	0.985907	0.971868	2.23833	1.50001	1.41357	1.27289
ENSBTAG00000012406	0.2970337	0.2318418	0.255951	0.4046955	0.277663	0.282706
ENSBTAG00000012407	0	0.036595	0.0954954	0.840457	0.427328	0.414403
ENSBTAG00000012408	5.38552	4.30503	6.88014	5.66482	5.15504	7.24861
ENSBTAG00000012409	1.443559	1.776199	0.501818	0.601423	0.9894843	1.5643369
ENSBTAG00000012411	2.268711	1.615014	1.926884	2.350049	2.42164	1.13747
ENSBTAG00000012412	1.39561	1.14796	1.47474	1.72169	1.57487	1.40288
ENSBTAG00000012413	72.968909	92.872336	78.305946	44.784867	86.01824	41.984506
ENSBTAG00000012414	0	0	0	0	0	0
ENSBTAG00000012416	40.3324	41.3927	36.4195	34.2641	45.0155	30.4608
ENSBTAG00000012417	48.64383	55.2106	38.40998	31.74559	45.59806	46.7681
ENSBTAG00000012418	5.88221	4.53689	6.00159	4.79062	5.62609	6.51114
ENSBTAG00000012419	0.823437	1.27603	0.716012	0.452295	0.711193	0.416756
ENSBTAG00000012421	12.086498	15.945796	19.294274	17.46376	17.301201	12.694192
ENSBTAG00000012423	3.6718	2.67628	2.40492	2.77239	3.0124	3.45169
ENSBTAG00000012425	18.8604	21.2249	24.1675	21.8161	25.9494	17.9515
ENSBTAG00000012426	41.9239	26.186	33.6472	24.9611	27.7995	32.8278
ENSBTAG00000012432	55.2795	76.3509	82.5052	75.741	80.7533	91.204
ENSBTAG00000012433	2.47749	2.44511	2.91838	2.63537	3.27092	2.79071
ENSBTAG00000012434	9.69004	9.43579	10.8729	7.14293	10.4928	9.04339
ENSBTAG00000012436	0.0918245	0.3761516	0.360721	0.3731336	0.338649	0
ENSBTAG00000012437	0	0	0	0	0	0
ENSBTAG00000012439	0	0.0722545	0	0.298954	0	0.92846
ENSBTAG00000012441	5.463509	7.41806	5.823637	5.81405	7.2264	5.27413
ENSBTAG00000012442	150.394	140.548	131.199	139.439	163.74	135.043
ENSBTAG00000012443	0.496528	0.189449	0.33972	0.441046	0.645044	0.428472
ENSBTAG00000012444	0.679683	0.836283	1.034417	0.795625816551	0.766882	0.750453
ENSBTAG00000012446	8.7918	7.747056	7.497721	9.840102	10.152604	11.250421
ENSBTAG00000012447	154.388756	153.131377	123.835823	116.524557	134.09189	141.592784
ENSBTAG00000012448	29.838006	28.534134	26.584471853	19.997263	28.402281	26.749273
ENSBTAG00000012449	4.64641	3.006944	3.903205	3.267124	3.415698	2.250940247008
ENSBTAG00000012450	16.2114120006055	12.3958440016005	19.9868015	14.454061169102	18.7796200079314	14.5922388347
ENSBTAG00000012451	22.9135	19.0377	12.0431	17.9884	14.1456	22.0608
ENSBTAG00000012454	4.78982	4.607515	5.035149	3.907244	5.2112	6.015627
ENSBTAG00000012456	2.522073	1.779553	3.784614	2.485744	2.7109	4.935051
ENSBTAG00000012458	0	0	0.0226338	0	0	0
ENSBTAG00000012460	0.203489	0.2347245	0.177061	0.112145	0.190629	0.226371
ENSBTAG00000012461	0.221798	0.729167	0.593482	0.641441	0.575188	0.293952
ENSBTAG00000012462	7.306927	12.9888187354	7.43242511257	8.16981	8.76557	15.24593
ENSBTAG00000012463	7.53905	6.69667	8.28309	5.83868	7.32753	4.70988
ENSBTAG00000012464	3.45162	2.70301	4.05708	3.76387	4.58933	2.69483
ENSBTAG00000012465	0.256084	0.207744	0.352427	0.335455	0.385261	0.269515
ENSBTAG00000012467	8.28347	4.166386	6.82324	8.53544	8.18109	13.89422
ENSBTAG00000012470	107.709	119.387	125.648	128.389	133.507	140.816
ENSBTAG00000012471	58.44403	59.46305	59.796071	55.03256	62.20498	79.42333
ENSBTAG00000012475	0.893726	5.612399	1.72973	0.658391349	1.28433600194	0.600442
ENSBTAG00000012476	11.1237	11.7924	11.78126	7.704002	12.518	11.84314
ENSBTAG00000012478	0.839705	0.113291	0.244694	0.196873	0.646225	0.153292
ENSBTAG00000012480	14.5028	13.5866	16.3348	13.8012	14.8561	14.5713
ENSBTAG00000012481	32.66791	39.77163	38.56238	52.298542	51.44383	28.332326
ENSBTAG00000012482	0.7433467	1.0548224	1.1835072	1.5092694	1.24778	1.237423
ENSBTAG00000012484	6.95764	7.0763	8.79285	8.16398	8.25185	6.61302
ENSBTAG00000012485	19.1407	18.031	18.1511	21.2813	19.9533	19.8008
ENSBTAG00000012489	1.710021	1.831562	1.722887	3.138201	2.129347	3.40426
ENSBTAG00000012490	37.7075	35.4867	36.4228	54.9092	42.5605	82.5859
ENSBTAG00000012491	0	0	0	0	0.163764	0
ENSBTAG00000012495	26.7239	26.0629	28.3711	27.5432	35.0778	28.2655
ENSBTAG00000012496	2.056265	0.885092	1.835906	1.178981	2.204321	1.633652
ENSBTAG00000012497	50.9311	42.7813	50.8526	45.2843	54.1471	56.4024
ENSBTAG00000012498	0.152532	1.1137	0.969632	0.844647	0.441781	0.421527
ENSBTAG00000012499	3.067007	2.088398	2.48838	2.18807	2.723632	4.40867
ENSBTAG00000012500	2.237914	2.578455	4.124448	4.510707	3.70205	5.90886
ENSBTAG00000012501	57.70649	45.090052	55.57642	45.573426	59.15708	49.42044
ENSBTAG00000012503	21.2054	32.1905	38.7767	36.0286	32.6543	19.3066
ENSBTAG00000012504	10.9717	19.68	26.3725	35.3833	27.3615	16.8382
ENSBTAG00000012505	12.70092	16.26943	17.44653	12.07424	15.53102	6.64087
ENSBTAG00000012507	0.702093	0.603094	0.940327	0.870216	0.774316	0.609309
ENSBTAG00000012508	29.6252576	52.430256144737	21.174275	29.485686	37.730371	23.461079
ENSBTAG00000012509	6.669477	8.935005	10.289856	13.85322	10.76644	9.43137
ENSBTAG00000012511	42.272	39.1874	37.0205	48.3643	41.7205	42.5343
ENSBTAG00000012512	40.663392	47.438833	59.420379	65.590656	64.280654	37.8639
ENSBTAG00000012514	14.3672	19.7948	22.3677	28.2525	29.0972	21.5603
ENSBTAG00000012516	1.16697	1.02547	1.47609	8.38745	0.853211	5.24951
ENSBTAG00000012518	6.1487	9.923658	9.90495	7.250555	9.639746	5.45043
ENSBTAG00000012519	7.008306	4.3246787383	5.995210832	5.848709	7.3374970159633	4.971613
ENSBTAG00000012522	4.02965	2.57285	3.79996	2.54683	2.50506	5.0078
ENSBTAG00000012525	0.249369	0.2274913	0.231041	0.1277667	0.2767889	0.3220431
ENSBTAG00000012526	7.08694	5.71301	5.59624022	8.712473	8.1158	7.13928
ENSBTAG00000012529	0	0	0	0.0920274	0	0
ENSBTAG00000012533	0	0	0.133167	0.125698	0.132104	0.233959
ENSBTAG00000012534	0.233638	0.350422	0.518669	0.458638	0.466761	0.471003
ENSBTAG00000012535	82.8306	57.0004	57.7033	79.2756	70.85	71.477
ENSBTAG00000012537	3.67136	2.89855	2.59872	4.03881	3.55634	5.00317
ENSBTAG00000012538	0.12851	0.104223	0.0816069	0.155253	0.108194	0.141705
ENSBTAG00000012540	0	0	0.0972372	0	0	0.269956
ENSBTAG00000012541	0.235157	0.54835635601	0.225629	1.98277	0.495065	3.02403
ENSBTAG00000012543	0.942467	0.446293	1.08543	0.948991	0.580484	1.45857
ENSBTAG00000012544	67.638481	61.2339	39.8261	46.04524	57.34596	42.698788
ENSBTAG00000012545	73.466159	67.113102	71.60678	54.668363	71.537003	74.090019
ENSBTAG00000012549	0	0	0	0	0	0
ENSBTAG00000012550	22.23731	17.182008	16.9204	14.316827	18.051942	19.044225
ENSBTAG00000012552	13.826134	11.838	13.42567	9.6153564	11.51231	12.99634
ENSBTAG00000012554	0.56824	0.4223	0.350414	0.274101	0.385881	0.390538
ENSBTAG00000012555	3.20616	3.20194	3.41031	3.06356	3.10577	3.25746
ENSBTAG00000012557	5.6769	6.18812	5.46985	5.01984	6.32372	8.01104
ENSBTAG00000012558	0.110234	0.0536162	0.0482881	0.0536649	0.146777	0.28259
ENSBTAG00000012559	0	0	0	0	0	0
ENSBTAG00000012560	7.60754	7.24888	8.76036	9.56564	9.61879	6.9093
ENSBTAG00000012561	27.045	17.5783	18.9131	20.217	23.4644	23.6671
ENSBTAG00000012562	13.7773	16.1544	18.723	20.8726	19.8385	13.7794
ENSBTAG00000012563	0	0	0	0	0	0
ENSBTAG00000012564	7.250439	6.824507666341	7.54683000045882	6.844938	8.1997000003395	7.786366
ENSBTAG00000012565	3.450231162	3.186546205915	3.4931517300998	3.259997718128	3.310245657078	3.6473687192602
ENSBTAG00000012566	3.76464	2.88475	2.36934	3.29723	3.78195	4.94005
ENSBTAG00000012567	0.497304	0.1753072	0.146231	0.470162	0.2270935	0.17412
ENSBTAG00000012575	31.17186	33.6988	34.351	38.8018	37.5409	27.44233
ENSBTAG00000012577	5.00028	4.92694	5.02454	5.90587	4.67221	4.03812
ENSBTAG00000012581	25.02465	17.92335	17.16888	16.019341	21.42031	19.789534
ENSBTAG00000012582	45.381	41.4338	48.5762	40.789	41.5828	42.5511
ENSBTAG00000012584	0.158999	1.95579	0.981702	0.320147	0.753016	0.194836
ENSBTAG00000012585	12.0062860010448	12.362324	13.1230340024584	8.823891	12.226294	11.04228729
ENSBTAG00000012586	130.2859	127.5416	97.8034	94.3633	115.1012	111.8604
ENSBTAG00000012587	47.132812	58.819618	48.633353	48.648553	57.22169	50.62533
ENSBTAG00000012589	649.61245	633.82231	462.80627	505.9693	575.11431	629.69691
ENSBTAG00000012590	0.232397	1.17808	0.0922622	0.380202	0.703291	0.427383
ENSBTAG00000012592	2.63516	2.64415	3.01351	2.33085	2.60402	3.13051
ENSBTAG00000012594	94.8876	95.3559	86.58289	77.87744	85.2745	147.96688
ENSBTAG00000012595	97.5648	71.1178	71.8769	73.495	74.1026	85.6612
ENSBTAG00000012596	1.8654	1.56511	1.4924	1.22472	2.06433	1.42821
ENSBTAG00000012599	3.86867	2.46576	4.4634	5.6338	5.09198	6.86798
ENSBTAG00000012600	11.9583	17.0671	12.2823	13.2588	13.1681	14.5058
ENSBTAG00000012601	0.0369382	0.0898975	0	0.111569	0.116702	0.952518
ENSBTAG00000012604	2.11961	10.5007	5.9803	3.75367	4.78309	5.15292
ENSBTAG00000012605	0	0.390723	0.235494	4.554946	0.117052	2.11551
ENSBTAG00000012606	0.078396482031	0.0838838	0.179583	0.248698	0.082438666743	0.26347718588
ENSBTAG00000012607	16.2703	13.98057	16.775292	21.714742	18.17836	16.5132
ENSBTAG00000012608	89.0289	80.8004	79.0285	64.8112	85.7097	62.8881
ENSBTAG00000012609	17.3062	14.8005	21.407	27.0573	22.7115	22.3463
ENSBTAG00000012615	54.8604	38.638	71.9115	44.6376	52.4637	58.5185
ENSBTAG00000012618	0.894513	0.336157	1.17725	1.03232	0.734554	1.28208
ENSBTAG00000012619	21.1216	27.4795	31.0322	37.046	39.6222	29.8276
ENSBTAG00000012620	101.232	110.969	115.732	106.701	122.963	99.8196
ENSBTAG00000012621	1.77234	0.73864	0.364706	4.83248	0.906628	3.61832
ENSBTAG00000012622	83.1751	62.2431	53.2463	49.6925	66.0052	86.9397
ENSBTAG00000012623	14.39842	14.9288	17.62796	26.5649	20.48585	22.74923
ENSBTAG00000012624	3.215429	2.493249	2.355749	1.4701	2.623441	2.962939
ENSBTAG00000012626	7.3988	6.98797	7.69514	5.07642	7.91507	5.79374
ENSBTAG00000012628	56.604528	28.0305414	38.3841	51.0409586	37.706256	31.1713
ENSBTAG00000012629	7.97372	8.12	11.226	12.0322	11.7959	11.2314
ENSBTAG00000012630	24.91659	35.363499	27.937219	29.0876184	23.0097000020306	31.2916
ENSBTAG00000012632	118.231806	128.799037	142.628	236.187461	186.460724	156.6925
ENSBTAG00000012634	155.014	189.265	164.472	217.783	182.354	167.356
ENSBTAG00000012636	1.57584	1.52882	2.15931	1.92871	2.17938	2.38746
ENSBTAG00000012637	16.27	4.19976	16.147	7.05726	8.548	15.5103
ENSBTAG00000012638	17.742695	20.33596	6.53522	1.94296	12.051608	1.8187
ENSBTAG00000012640	3.3191501	4.062323	1.3817019	1.07649	2.56695	0.905782
ENSBTAG00000012642	5.22355	6.54615	6.93822	6.23838	6.29739	8.0937
ENSBTAG00000012644	42.154788	37.776117	39.338399	47.574712	39.875858	53.3098644246
ENSBTAG00000012646	4.30118	2.84192	4.11482	2.79382	6.09959	4.21486
ENSBTAG00000012647	3.296329	2.8078055	4.0779348	3.263327	3.642358	4.342692
ENSBTAG00000012648	2.93467	2.13111	2.84914	2.95547	3.39832	2.69304
ENSBTAG00000012649	67.5381	49.7082	50.9764	47.0809	64.32	78.8202
ENSBTAG00000012652	0	0	0.0443788	0	0.027667	0
ENSBTAG00000012653	46.572357	65.970131	52.930183	32.187311	57.535726	26.495712
ENSBTAG00000012654	86.9361	85.4777	61.0605	56.8336	83.7777	87.2295
ENSBTAG00000012656	0.307599	0.205404	0.325346	0.309663	0.209362	0.166014
ENSBTAG00000012657	13.22647	11.39282	19.06727	19.35751	17.25205	14.82876
ENSBTAG00000012658	32.95443	30.68275	26.35232	21.84172	31.06179	35.38398
ENSBTAG00000012659	8.2735	6.05259	7.87851	5.90026	8.36344	9.76469
ENSBTAG00000012664	5.6319726	4.95104100038674	7.7553400004311	7.309127	6.8765	6.697934
ENSBTAG00000012667	93.843439	46.087668	88.041167	72.698026	88.518252	69.630434
ENSBTAG00000012671	16.5842	19.088273	16.182427	16.713177	19.110686	14.6728
ENSBTAG00000012672	56.1389	50.0575	40.1584	42.45151	55.35088	46.9046
ENSBTAG00000012673	19.13636	36.34315	37.06248	35.89889	32.951539	20.18199
ENSBTAG00000012674	26.19043	20.26354	26.30485	24.84611	25.6737	25.65682
ENSBTAG00000012675	4.30326	3.2798225	4.5682674	4.459205	4.2068066	3.0935331
ENSBTAG00000012676	0.0344456	0.0838258	0	0	0.10881	0
ENSBTAG00000012677	40.3912996833	32.86771793615	34.8370440296754	31.381971	38.2142510039868	38.0781146
ENSBTAG00000012678	4.20147	5.10325	4.6594502	5.5506716	6.1650088	5.02641
ENSBTAG00000012681	77.42958	100.664795	128.32636	100.027794	109.011881	76.561576
ENSBTAG00000012682	6.6967218	12.46332	8.722276	4.682024	7.76210718291	3.1250148
ENSBTAG00000012683	37.13692	26.2430400011936	40.261298	37.24502	36.0644	37.3618431
ENSBTAG00000012684	0.200285	1.05728	1.49266	4.23453	0.846399	6.53667
ENSBTAG00000012687	4.218193625	4.42659680674307	4.351559	3.725211	4.416737	3.22161900081988
ENSBTAG00000012688	12.63543	8.80997	1.357286	10.03632	19.19284	87.5781
ENSBTAG00000012691	35.7032	33.1271	30.1283	22.7462	27.8618	35.2265
ENSBTAG00000012692	0.876568	1.02784	0.463392	0.771488	0.464764	1.50793
ENSBTAG00000012693	0.11803	0.0731661	0.102713	0.0838696	0.175155	0.152546
ENSBTAG00000012694	13.415151	12.471904	13.4836	9.01542	13.8853	9.19621
ENSBTAG00000012695	4.068891	2.66666	2.354576	3.14532	3.859076	3.65997
ENSBTAG00000012697	487.304	541.122	557.513	427.737	529.705	346.87
ENSBTAG00000012698	24.181966	18.935671	24.501583	25.44023	26.05219	38.736057
ENSBTAG00000012699	22.34665	16.2519	18.9953	19.75925	23.70263	21.6384
ENSBTAG00000012700	13.445	30.5807	20.0802	14.2928	17.2869	17.4404
ENSBTAG00000012702	12.248326	13.98881	13.79115	12.53895	13.45177	11.1245
ENSBTAG00000012703	116.375	93.9722	93.3748	105.958	103.747	106.743
ENSBTAG00000012704	18.7019	17.5229	22.6617	23.1952	20.7545	22.3232
ENSBTAG00000012705	119.758	123.136	112.704	102.062	127.476	111.519
ENSBTAG00000012706	1.32257	0.694696	1.24054	0.391684	1.47853	0.866763
ENSBTAG00000012708	174.117864	118.7605392	43.257963	56.021116	91.4297	55.619139
ENSBTAG00000012710	0	0.317558	0	0.393263	0.207382	0
ENSBTAG00000012712	7.78099	7.51342	7.10826	6.37159	8.41346	9.51367
ENSBTAG00000012715	0.727608	0.741606	0.958961	1.174613	0.798875	1.001415
ENSBTAG00000012719	4.04257	8.22824	10.1308	9.181334	8.26186	5.89603
ENSBTAG00000012720	2.63872	3.01658	3.72815	4.42789	2.44253	5.08429
ENSBTAG00000012721	7.493777	7.164567	5.67027	9.32286	8.288416	10.770953
ENSBTAG00000012722	2.054672	0.900405	1.741796	1.489159	1.7483	2.42858
ENSBTAG00000012723	4.303239	5.347612	5.402266	4.209976	4.230931	4.730102
ENSBTAG00000012724	1.589804	1.297403	1.816104	2.277954224755	2.027851	5.586939
ENSBTAG00000012725	2.841	2.41899	3.27245	2.997571	3.06343	3.39997
ENSBTAG00000012726	66.7565	74.4471	61.0013	63.4396	67.0531	58.3814
ENSBTAG00000012729	47.971215	43.693109	40.390465	36.547169	45.482791	41.573911
ENSBTAG00000012735	2.56644	1.76416	0.950816	1.42426	2.06751	9.65582
ENSBTAG00000012736	1.78299	2.204709	3.055697	2.779403	1.731666	2.748408
ENSBTAG00000012737	11.5705	8.95931	9.31572	8.05949	9.03814	9.43545
ENSBTAG00000012738	1.415635	1.47525495823	1.84152300058323	1.636307	1.710248862	1.6961717
ENSBTAG00000012739	75.1466	76.2911	68.841	56.9995	67.8647	71.2526
ENSBTAG00000012740	11.4167	7.99286	8.6285	8.63478	9.86457	16.9196
ENSBTAG00000012741	68.1245	48.2591	52.5071	51.1083	59.169	67.4128
ENSBTAG00000012742	2.13813	1.93684	1.69863	2.43971	2.28906	2.69044
ENSBTAG00000012744	75.522648	80.096165	73.448659	69.36719	78.513271	62.835019
ENSBTAG00000012745	7.00389	7.63604	8.293653	6.33954	7.759759	7.43778
ENSBTAG00000012747	29.17838	23.38141	39.29867	34.86831	34.1249	30.46267
ENSBTAG00000012748	0	0	0	0	0	0
ENSBTAG00000012749	19.8879	17.7921	25.2009	25.9115	24.9018	20.4398
ENSBTAG00000012750	0.0614743	0.049896	0.0652593	0	0.129678	0
ENSBTAG00000012751	19.762399	35.29774	33.84171	31.03046	31.1983	22.02589
ENSBTAG00000012752	28.4832	31.5549	36.7437	30.0948	35.1966	28.2919
ENSBTAG00000012753	7.6505	6.984164	10.235	13.3947	10.9952	9.379704
ENSBTAG00000012755	18.4451	18.3126	25.9984	28.9236	25.5439	21.1733
ENSBTAG00000012756	130.386	140.935	124.456	119.05	142.356	132.446
ENSBTAG00000012757	1.97214	2.34147	1.3442	1.649	1.60897	1.83645
ENSBTAG00000012758	45.8258	45.4939	43.9645	36.5714	41.6763	54.3088
ENSBTAG00000012759	7.65108	9.3266	8.03966	5.8991	7.36486	4.07952
ENSBTAG00000012760	323.067	291.34	236.846	232.883	274.843	309.123
ENSBTAG00000012761	1.23251	1.02892	1.45778	2.37093	1.84774	2.84056
ENSBTAG00000012762	20.4556	18.4844	20.3731	15.1346	20.0879	16.0868
ENSBTAG00000012765	0.685897	1.23087	0.832453	0.501133	0.811579	1.4273
ENSBTAG00000012768	9.0663	11.1969	12.068	10.1023	10.9848	8.12322
ENSBTAG00000012771	76.3095	54.9071	43.6219	72.9538	73.5769	56.2781
ENSBTAG00000012772	0	0	0	0	0.0366274	0
ENSBTAG00000012774	2.06346	1.91627	4.98042	3.42667	2.94962	3.55962
ENSBTAG00000012775	0	0	0	0	0	0
ENSBTAG00000012777	5.77446	5.88956	7.57496	7.02735	7.9701	9.64324
ENSBTAG00000012778	48.456712	45.78784	58.849899	74.04723	52.080784	53.470596
ENSBTAG00000012779	17.12312	21.17977	14.99591	9.02303	16.84647	8.303411
ENSBTAG00000012780	0.702856	1.63017	1.20709	0.69837	0.580386	0.885619
ENSBTAG00000012781	78.831803	57.0427	52.364095	61.915	68.3575	61.762247
ENSBTAG00000012784	5.4897966902	5.0455895742	4.85892563251	4.3320657973	5.60257367	5.2130972924
ENSBTAG00000012785	0.350447	0.208622	0.223377	0.388283	0.3485203	0.476092
ENSBTAG00000012787	11.7318	12.146	11.6791	9.26191	10.9825	14.5441
ENSBTAG00000012788	625.225	851.477	700.301	657.103	772.545	604.480933
ENSBTAG00000012789	17.26346	12.54946	15.00631	16.3199	17.07374	22.25692
ENSBTAG00000012790	40.216	36.4671	34.1584	30.2388	42.162	44.1382
ENSBTAG00000012791	44.86577	40.04042	44.73471	33.8663	36.90412	33.96881
ENSBTAG00000012792	89.9985	85.4309	85.3825	84.0101	91.8052	97.4518
ENSBTAG00000012793	0.124563	0.396039	1.06165	0.777895	0.405155	0.71518
ENSBTAG00000012794	11.038978	8.934516	6.561839	5.9181366	10.560086	14.98835
ENSBTAG00000012796	127.805	141.296	141.067	181.06	161.569	151.529
ENSBTAG00000012797	28.52163	38.308648	37.477542	22.120639	31.634681	26.4584312
ENSBTAG00000012798	0.955962	0.279545	1.30921	0.662614	1.41747	0.344923
ENSBTAG00000012800	7.56039	5.72032	6.14009	5.63202	6.9967	8.48759
ENSBTAG00000012801	1.2445113	0.999628	1.5152066	1.1291062	1.153651	1.649647
ENSBTAG00000012803	78.4726	67.4151	60.4949	55.5536	74.1679	79.02
ENSBTAG00000012804	153.292263	134.776262	142.64516	108.159	137.837467	102.577
ENSBTAG00000012805	138.998	173.826	130.85	115.84	136.645	129.514
ENSBTAG00000012808	5.75504	3.8737	6.417851	3.885381	4.66788	4.86944
ENSBTAG00000012809	17.43332	17.11436	19.29535	8.82742	14.85548	6.51273
ENSBTAG00000012815	1.46305	0.932763	1.17714	0.507972	1.01032	1.383445
ENSBTAG00000012816	7.53779	7.36472	5.45549	4.66934	6.14315	5.87655
ENSBTAG00000012817	3.685374	2.3037524	4.130145	3.483293	3.917787	3.97373
ENSBTAG00000012818	23.79637	30.5529900325308	22.214591	18.058921	22.31119	18.743984
ENSBTAG00000012820	11.6897524	13.382274	12.045364	39.031637	11.8858900010565	46.06515
ENSBTAG00000012822	0.331245	0.0896904	0.588141	0.652826	0.5096903	0.211863
ENSBTAG00000012824	2.84382	2.397	2.15709	1.69515	2.30267	3.53662
ENSBTAG00000012826	0.246575	0.0250001	0.163175	0.155154	0.259575	0.0567019
ENSBTAG00000012827	3.093046	4.95006	4.156657	4.369741	5.487779	2.524382
ENSBTAG00000012828	18.044716	17.7252600006434	18.31507	15.39284224	17.03535	19.798977432
ENSBTAG00000012829	4.66596	5.36093	6.78466	9.50181	7.23972	4.84322
ENSBTAG00000012830	10.6748	10.893	16.9228	13.0748	14.9268	14.3311
ENSBTAG00000012833	4.61636	3.41103	4.70286	2.95883	4.13782	3.2493
ENSBTAG00000012834	0.190644	0.13742	0.380982	0.191927	0.200575	0.116683
ENSBTAG00000012835	0	0	0	0	0	0
ENSBTAG00000012837	0.00842854893	0.0204980936	0	0.117943	0.1594907195	0.0308736776
ENSBTAG00000012838	2.88907	9.88388	3.80242	37.6401	4.49636	42.0626
ENSBTAG00000012844	7.682019	8.523781	9.80996	10.973077	9.056612	7.202146
ENSBTAG00000012845	57.56876	51.202497	48.56514	52.48322	53.23228	63.47864
ENSBTAG00000012846	4.18531	4.06822	4.2886	3.19218	5.17502	1.64332
ENSBTAG00000012847	14.1369	6.37774	27.6433	22.2559	23.1802	15.1067
ENSBTAG00000012848	2.97125	3.01578	2.81354	3.88768	4.07392	3.00081
ENSBTAG00000012849	3.68629	3.25289	4.05439	4.4456544	3.83825	2.74601
ENSBTAG00000012850	5.3097	2.92518	1.03313	2.69762	4.77447	25.7217
ENSBTAG00000012851	0	0.0137094	0	0	0	0
ENSBTAG00000012852	5.67783000547403	4.797380049522	6.680690109105	4.142607	5.13714000402693	4.84139980969
ENSBTAG00000012854	0.462964	0.341476	0.312242	0.296628	0.221689	0.0776014
ENSBTAG00000012855	1.37559	3.31071	1.85259	0.918341	1.11163	0.955863
ENSBTAG00000012856	0	0.0399625	0	0.0495843	0	0.0909296
ENSBTAG00000012857	6.68469	5.60774	6.59043	4.017296	5.75215	3.292674
ENSBTAG00000012858	49.6358049	37.949844	44.3559386	33.4288045	43.532874	45.871999
ENSBTAG00000012860	98.1667	96.7407	85.5719	89.9476	96.9212	118.221
ENSBTAG00000012861	0.230924	0.438407	0.420462	0.245383	0.310279	0.423305
ENSBTAG00000012863	15.486494	15.150185	21.86271	18.47279	23.138526	22.67899
ENSBTAG00000012865	60.6639	45.381	45.2306	40.2247	51.0999	60.7803
ENSBTAG00000012866	0.0260771	0.126853	0.13785	0.0131257	0.0411324	0
ENSBTAG00000012867	15.9176	13.7199	16.2506	14.017	15.0525	16.3342
ENSBTAG00000012868	4.33614	3.31656	3.59431	3.21174	3.15184	4.78603
ENSBTAG00000012870	1.37135	0.569871	0.833953	0.742044	0.919543	1.66683
ENSBTAG00000012873	44.26131	40.26542	49.71216	44.96029	45.73241	53.53163
ENSBTAG00000012878	15.3978	12.5741	13.2937	11.6114	14.0234	16.7452
ENSBTAG00000012880	8.71557	8.60329	7.73249	11.6408	9.74224	7.81145
ENSBTAG00000012881	38.582667	38.1965	43.62975	43.535802	42.18721	37.848581111935
ENSBTAG00000012882	11.93098	8.96413	9.65931	7.50882	9.33186	9.60538
ENSBTAG00000012884	0	0	0	0	0	0
ENSBTAG00000012885	42.6741	43.0742	41.271	38.0507	41.0656	68.5461
ENSBTAG00000012886	0	0	0	0	0	0
ENSBTAG00000012887	0.0502963	0.198851	0.173644	0.65835	0	1.76489
ENSBTAG00000012888	15.498836	16.240141	12.982388	8.819675	15.2569	8.425047
ENSBTAG00000012889	3.0593	2.81145	3.05943	2.0159	2.73054	1.73535
ENSBTAG00000012890	237.13399	251.47617	275.57963	217.26458	256.01892	228.19114
ENSBTAG00000012892	0.0505531	0.77947	0.85786	0.712613	0.852542	1.96073
ENSBTAG00000012896	0	0	0	0.0676186	0	0
ENSBTAG00000012897	17.1704	18.7428	25.0573	22.8512	21.1489	14.6445
ENSBTAG00000012898	82.7714	73.8738	74.4882	72.5072	72.0018	127.135
ENSBTAG00000012899	52.4283	49.6899	45.4332	39.2829	48.2651	39.0301
ENSBTAG00000012900	13.4094	31.2095	21.8983	15.9356	20.4403	13.2481
ENSBTAG00000012902	90.508	89.2326	82.455	74.224	92.88447	66.1677
ENSBTAG00000012904	2.810175	2.67552	3.0625325	2.395872	2.72142	2.63717
ENSBTAG00000012907	18.694725	13.999304	16.455569	12.6805	14.5034	19.5431
ENSBTAG00000012908	33.1101	31.6496	31.3539	25.4103	31.4935	30.1676
ENSBTAG00000012909	124.612	70.9037	57.3086	85.1365	71.0014	114.2
ENSBTAG00000012912	341.091	304.594	417.442	329.111	351.404	390.345
ENSBTAG00000012914	0.17549	0.427324	0.372496	1.00133	0.61687	5.9516
ENSBTAG00000012915	2.50836	1.69807	1.4877	1.99228	1.72069	1.95131
ENSBTAG00000012918	0.488747	0.226489	0.320153	0.140583	0.342849	0.470266
ENSBTAG00000012919	7.55116	33.32927	22.35879	15.91856	17.03566	12.71731
ENSBTAG00000012920	40.482	32.0302	25.6304	27.1955	34.4485	23.4265
ENSBTAG00000012921	0.654688	0.4904	0.654657	0.766429	0.69237	2.383017
ENSBTAG00000012922	9.2127	9.72599	10.4125	11.7086	11.8947	10.4635
ENSBTAG00000012925	0.379115	0.647207	0.717671	0.281226	0.440816	0.549425
ENSBTAG00000012926	25.9232	32.199	31.509	21.563	25.6188	15.6404
ENSBTAG00000012927	443.807002	508.02608	490.23643	649.031032	534.393889	551.61329
ENSBTAG00000012928	55.036951	51.8105	49.221371	58.253315	53.645906	60.5566
ENSBTAG00000012929	2.398004	1.754913	3.04069	1.868181	1.984081	2.74988
ENSBTAG00000012931	1.48855	1.99003	1.83006	0.870785	1.20623	1.2186
ENSBTAG00000012936	66.0913	74.88087	69.58445	75.94066	71.99527	66.69204
ENSBTAG00000012937	29.04	23.2699	26.344	27.6576	26.2924	34.6426
ENSBTAG00000012938	4.515494	3.337642	5.688716	6.523653	4.886505	5.82355
