sample_ERR2928440	sample_ERR2928435	sample_ERR2928431	sample_ERR2928429	sample_ERR2928424	sample_ERR2928423	sample_ERR2928419	sample_ERR2928417
ENSFDAG00000011886	37.7037	37.5891	40.8694	31.6774	33.1778	36.8063	42.2155	31.2609
ENSFDAG00000011887	45.7752	5.33266	20.1322	4.4709486	2.41663	8.74894	2.278335	2.085517
ENSFDAG00000011888	36.6828	37.2757	38.4237	47.7612	38.1129	42.2186	43.3319	43.9085
ENSFDAG00000011889	63.4545	43.4044	57.3595	56.0126	57.9964	67.0781	62.4677	48.4226
ENSFDAG00000011890	2064.2	2482.07	231.059	133.93	2623.99	1112.14	219.985	245.227
ENSFDAG00000011891	39.2771	41.969	36.4324	48.2635	47.3608	42.3062	46.7172	56.1359
ENSFDAG00000011892	2.35977	3.78226	3.18262	3.06972	5.42679	4.62841	3.01605	2.76843
ENSFDAG00000011893	0	0	0	0	0	0	0	0
ENSFDAG00000011894	5.14637	17.5171	6.2825	8.78779	10.1132	5.03388	8.20889	7.08412
ENSFDAG00000011895	217.623	176.6928	183.1215	193.347	219.333	217.291	215.0775	186.4963
ENSFDAG00000011896	157.405	121.279	155.442	145.347	157.381	161.274	145.241	131.252
ENSFDAG00000011897	69.9771	60.0236	80.3186	80.1988	85.7741	88.9674	85.6295	85.3655
ENSFDAG00000011898	18.86304	9.98436668346	18.2807700685449	13.793499	12.829440782664	16.22614	16.37667	20.370986
ENSFDAG00000011899	97.9444	136.067	95.3374	102.26063	77.3076	97.6991	78.23981	114.2998
ENSFDAG00000011900	0.123255	0	0	0	0	0.150701	0.108023	0
ENSFDAG00000011901	227.092	164.398	212.385	178.766	174.227	167.915	180.163	191.493
ENSFDAG00000011902	15.0149	18.7207	9.91864	7.35908	11.6754	10.0198	10.701	8.00102
ENSFDAG00000011903	38.8281	36.1395	30.6875	35.342	37.2472	36.2112	31.7726	36.1009
ENSFDAG00000011904	10.1514	7.23142	3.91175	2.99444	3.7626	6.32087	4.61319	4.70494
ENSFDAG00000011905	3.42533	1.14081	4.0729	4.36492	2.67109	4.48722	2.1443	4.20988
ENSFDAG00000011906	0.267799	0.208111	0	0.113752	0	0.109144	0	0
ENSFDAG00000011907	95.0535	86.3551	92.3072	66.1931	75.3768	81.1995	78.2862	66.0658
ENSFDAG00000011908	2.1376	1.82994	1.92611	2.41234	2.21138	2.44221	2.06865	2.88897
ENSFDAG00000011909	65.0871	65.5311	51.9908	123.217	64.4048	66.7499	214.379	112.364
ENSFDAG00000011910	23.8039	22.9287	23.1386	24.6385	26.3624	27.2996	24.1532	23.4129
ENSFDAG00000011911	25.9725	15.2247	28.955	21.9695	29.4232	29.794	21.7162	20.1384
ENSFDAG00000011912	0.485644	0.564814	0.893415	0.61646	0	0	0	0
ENSFDAG00000011913	0	0	0	0	0	0	0	0
ENSFDAG00000011914	10.1012	4.92894	11.4056	6.43599	5.12918	4.30831	7.30876	5.32811
ENSFDAG00000011915	4.25076	3.37231	3.4498	3.15205	4.91259	4.77564	3.2011	3.63521
ENSFDAG00000011916	21.263	21.7102	24.6882	24.1289	23.7218	24.4797	31.8297	26.7054
ENSFDAG00000011917	34.07967	28.93512	34.2167	41.84673	35.3135	39.88077	32.42919	44.30746
ENSFDAG00000011918	13.6665	16.2915	18.3624	20.7013	12.6993	14.4398	13.3336	20.4096
ENSFDAG00000011919	161.66117	316.6978	207.6286	300.9073	275.72114	276.5606	271.6199	304.08605
ENSFDAG00000011920	18.36168	21.7424	22.90233	19.93064	23.5594	20.67114	18.36325	20.68497
ENSFDAG00000011921	23.6665	24.8287	23.9472	31.0454	24.1487	35.5749	19.5217	20.0344
ENSFDAG00000011922	31.6437	45.0472	31.0924	47.4323	39.0706	38.7536	37.2608	52.8009
ENSFDAG00000011923	0.125709	3.95648	2.63519	3.898	3.81223	4.91846	2.93797	4.19496
ENSFDAG00000011924	25.9639	27.3344	25.2334	24.5274	27.9661	28.3239	25.1509	22.6857
ENSFDAG00000011925	98.66853	96.84537	98.75964	103.24986	105.82363	110.45714	111.67675	80.48899
ENSFDAG00000011926	28.9978	38.3984	27.6534	24.0764	29.4954	27.8216	27.5021	25.3139
ENSFDAG00000011927	5.44599	2.45274	6.86803	1.57724	2.85266	3.48068	1.62715	2.1297
ENSFDAG00000011928	0	0.34764	0	0.381968	0	0	0	0.464601
ENSFDAG00000011929	9.06395	9.90528	6.8108	9.38457	1.37436	7.61907	6.95084	6.20294
ENSFDAG00000011930	0	0	0	0	0	0	0	0
ENSFDAG00000011931	42.2643	43.3933	38.7702	50.9902	42.7826	43.4219	37.6843	58.3065
ENSFDAG00000011932	41.12607	36.764	38.52729	37.0792	34.3504	37.17902	36.1262	39.64195
ENSFDAG00000011933	9.25398	15.0629	12.2014	9.21984	10.6953	10.5215	11.7263	11.9677
ENSFDAG00000011934	32.9239	51.3242	40.477	49.8451	72.325	66.9319	42.206	43.9677
ENSFDAG00000011935	54.248887	55.764787	52.233327	62.87893	64.66909	67.232202	52.44465	73.744213
ENSFDAG00000011936	6.83801	26.2819	7.81016	13.9213	12.7838	11.8124	18.0411	13.654
ENSFDAG00000011937	0	0	0	0	0	0	0	0
ENSFDAG00000011938	1.15141	1.27153	0.896711	1.27419	1.0659	1.3337	1.00912	0.947933
ENSFDAG00000011939	7.69119	11.1899	7.43385	10.6852	8.83862	9.54526	9.17344	11.7595
ENSFDAG00000011940	28.3161	17.9023	32.627	11.8203	16.4193	12.5693	10.8978	21.6464
ENSFDAG00000011941	46.85773	10.2334	20.26802	8.4776	8.51048	15.36253	8.607745	7.02686
ENSFDAG00000011942	1.97042	6.31641	3.64457	3.76638	1.79264	3.01149	4.31729	3.85276
ENSFDAG00000011943	84.3073	94.88	77.7555	90.0507	90.2446	90.5596	94.1748	88.9409
ENSFDAG00000011944	0.0967099	0	0.178878	0	0	0.23649	0	0
ENSFDAG00000011945	108.352	88.6436	94.569	87.1945	109.067	112.077	102.308	67.1042
ENSFDAG00000011946	0.542835	0.843693	1.00405	0.230579	0	0.221237	0	0.283041
ENSFDAG00000011947	46.9638	29.9905	34.8723	35.7342	24.934	36.1173	36.6264	32.579
ENSFDAG00000011948	0	2.52488	2.00318	0	0	0	0	0
ENSFDAG00000011949	101.387	69.2369	97.6691	70.8765	90.7076	79.8385	98.4552	61.8683
ENSFDAG00000011950	34.36149	44.37878	34.77865	52.152	46.70546	63.41923	49.6859	57.16082
ENSFDAG00000011951	0.337046	0	0	0	0	0.412099	0	0
ENSFDAG00000011952	39.985	40.0696	48.2913	48.38	47.03	42.803	37.2322	53.8932
ENSFDAG00000011953	0.294873	0	0	0	0	0	0	0
ENSFDAG00000011954	23.5569	25.4527	16.8641	25.9297	23.3539	24.1137	25.6528	33.4207
ENSFDAG00000011955	32.6694	27.0993	23.638	34.9077	29.649	27.6636	29.198	33.8987
ENSFDAG00000011956	33.4149	36.0955	37.1181	43.141	31.9238	33.9439	33.9645	52.0722
ENSFDAG00000011957	14.614	25.3247	18.9495	28.3665	24.3924	22.5343	21.1775	32.7882
ENSFDAG00000011958	84.0472	87.7305	89.0208	99.7076	90.618	87.4549	80.2217	105.869
ENSFDAG00000011959	36.7766	34.125	38.5804	46.2817	35.4004	38.5901	38.9667	46.079
ENSFDAG00000011960	61.784	49.9413	69.5314	57.7796	62.6014	60.2652	55.5452	59.3124
ENSFDAG00000011961	23.3393	18.8951	18.8766	17.1539	21.0696	18.8201	20.1299	15.4981
ENSFDAG00000011962	192.265	162.3	170.002	177.213	156.241	165.243	155.204	176.53
ENSFDAG00000011963	145.811	106.215	129.674	161.32	153.179	196.482	215.145	169.782
ENSFDAG00000011964	26.7474	21.3679	27.1772	19.6326	26.0429	24.9419	24.6297	22.2027
ENSFDAG00000011965	4.62163	5.85578	4.92459	12.6749	9.628	14.6183	10.7426	13.5157
ENSFDAG00000011966	31.7296	30.2576	37.7478	30.8469	35.6881	35.0612	21.4112	29.8261
ENSFDAG00000011967	45.1233	34.9558	29.9203	33.2709	32.3596	29.0314	35.2357	34.9218
ENSFDAG00000011968	60.6768	61.1065	66.9946	68.2913	69.6808	64.8516	72.7132	82.6452
ENSFDAG00000011969	56.2969	39.7632	50.3675	57.7103	64.0407	53.1288	55.1142	59.36
ENSFDAG00000011970	28.0671	21.7016	28.3605	23.0079	24.4471	27.34	23.3809	25.7948
ENSFDAG00000011971	54.90535	79.02615	66.25126	75.97789	71.90312	69.3989	61.2688	69.73182
ENSFDAG00000011972	998.507	684.645	954.3097	739.7249	1006.719	773.5818	918.3447	748.3035
ENSFDAG00000011973	2.598258	11.66048	3.28479	2.858352	3.525834	2.036069	7.03454	3.45663
ENSFDAG00000011974	28.6254	20.0611	24.3911	23.1414	29.1262	25.6728	28.9253	20.967
ENSFDAG00000011975	0	0	0	0	0	0	0	0
ENSFDAG00000011976	8.98032	14.9145	8.72182	10.793	9.54539	9.9518	13.3193	12.497
ENSFDAG00000011977	88.1431	57.5772	63.7662	40.2676	53.5929	44.0075	35.7722	35.9821
ENSFDAG00000011978	46.1439	49.3543	38.8829	45.7873	52.5639	45.7174	58.0838	57.4426
ENSFDAG00000011979	97.3309	87.668	85.7298	82.5618	84.9095	90.8384	97.8218	88.5573
ENSFDAG00000011980	3.01488	2.56256	2.49778	1.36066	5.86666	2.84146	4.29373	1.27724
ENSFDAG00000011981	8.09665	19.1922	16.7314	17.3276	28.0965	28.5146	20.1579	17.8159
ENSFDAG00000011982	87.7386	79.4813	122.5944	131.8695	126.9148	129.4765	141.4394	123.9366
ENSFDAG00000011983	26.2868	19.259	21.627928	7.44385	17.9093	21.0691	19.75312	9.34777
ENSFDAG00000011984	0	0	0	0	0	0	0	0
ENSFDAG00000011985	27.5721	29.3091	29.0665	21.6637	25.6476	27.0742	28.9225	27.71
ENSFDAG00000011986	34.8825	27.061	29.7246	19.66936	21.96335	19.895	27.2138	16.75226
ENSFDAG00000011987	81.6585	60.4303	65.1969	56.3245	86.3879	79.2464	72.2983	44.7755
ENSFDAG00000011988	54.9796	58.5711	61.615	62.7785	56.4101	61.3313	54.0696	72.3668
ENSFDAG00000011989	0.411751	0.411401	0.326396	0.149913	0.214057	0.14384	0.154657	0.0920108
ENSFDAG00000011990	0.635781	0.247038	0.195994	0.810179	0.514148	1.03647	0.185737	0
ENSFDAG00000011991	0.353265	0	0	0	0.427134	0	0	0
ENSFDAG00000011992	7.25975	5.04496	4.64813	1.95697	2.03223	3.92607	3.42601	2.83899
ENSFDAG00000011993	396.746	473.692	449.124	398.003	429.326	410.042	423.244	426.241
ENSFDAG00000011994	62.0165	61.4663	75.576	92.6109	83.0642	77.5046	80.9625	95.3664
ENSFDAG00000011995	44.6983	60.2343	43.488	64.218	58.5214	58.2761	52.0118	71.1915
ENSFDAG00000011996	2.47009	34.6489	1.4887	6.11845	7.54123	2.98618	8.85391	2.56139
ENSFDAG00000011997	206.13978	203.0323	236.8298	224.29726	220.54224	208.86415	204.24365	249.9529
ENSFDAG00000011998	12.7545	21.8163	18.3763	23.3731	21.1121	21.2837	17.9982	25.9267
ENSFDAG00000011999	933.653	611.097	931.543	967.612	908.669	890.714	815.393	898.72
ENSFDAG00000012000	0.267604	0.0623879	0.544468	0.0682018	0.519379	0.327193	0.234533	0
ENSFDAG00000012001	119.307	202.056	111.63	114.461	108.072	98.9652	146.334	115.597
ENSFDAG00000012002	5.93554	15.1191	8.1323	12.4661	12.6667	10.7515	7.99569	9.62845
ENSFDAG00000012003	8.67329	5.23784	8.60108	5.06015	6.33794	6.38834	6.31927	4.90376
ENSFDAG00000012004	13.2373	59.2754	24.1558	63.4415	61.2918	62.6871	40.4069	52.1697
ENSFDAG00000012005	104.653	91.7542	113.881	91.5661	94.035	100.98	95.3781	70.4244
ENSFDAG00000012006	113.488214	48.368988	84.914002	56.35264	75.25674	73.79469	63.729126	57.248954
ENSFDAG00000012007	20.2134	21.8144	19.4569	21.3255	21.9083	21.2073	23.0312	23.595
ENSFDAG00000012008	0.554414	0.215422	0.683643	0.470995	0.896695	0.225956	0.485899	0.578156
ENSFDAG00000012009	3.21216	4.20096	3.33294	3.69393	4.94184	3.44848	3.70782	6.00498
ENSFDAG00000012010	14.0984	3.71627	11.466	4.78482	2.75004	2.33879	9.93455	8.20069
ENSFDAG00000012011	473.632	293.426	426.249	338.115	381.567	367.803	438.464	315.277
ENSFDAG00000012012	22.7032	33.4634	26.7226	25.1052	29.1329	16.51755	29.9284	18.4903
ENSFDAG00000012013	167.645	205.031	247.635	315.105	275.473	257.087	306.971	307.306
ENSFDAG00000012014	0	0	0	0	0	0	0	0
ENSFDAG00000012015	42.4746	35.3477	36.2928	39.9413	34.1251	35.8305	31.979	42.1687
ENSFDAG00000012016	27.883	44.39	27.0402	37.1764	34.371	44.351	31.2253	44.2213
ENSFDAG00000012017	554.118	541.425	661.165	822.228	665.435	687.772	694.511	814.254
ENSFDAG00000012018	42.0195	109.166	109.91	178.676	182.678	148.172	125.391	177.808
ENSFDAG00000012019	29.2894	20.7061	25.9192	23.8429	27.9316	28.8294	24.0784	19.8822
ENSFDAG00000012020	0.370073	0	0.342251	0.943173	1.34673	0.45248	0.973018	1.73665
ENSFDAG00000012021	65.5411	60.7905	45.7476	46.1651	62.5693	67.9498	52.1706	43.9569
ENSFDAG00000012022	1.63655	1.52615	1.28648	1.66837	2.08444	2.40116	1.14744	1.02398
ENSFDAG00000012023	1.19142	1.90961	0.413193	0.759116	0.344583	0.18209	1.6968	1.16479
ENSFDAG00000012024	60.7673	75.3745	63.8793	49.9359	78.8783	51.5246	59.3304	68.1691
ENSFDAG00000012025	13.6046	10.2806	13.7812	15.2513	13.2273	12.4597	11.1465	14.6825
ENSFDAG00000012026	20.7204	12.9496	15.9765	15.9061	17.0793	17.2762	11.6397	12.3008
ENSFDAG00000012027	10.1862	11.2764	9.71597	9.54363	10.9774	12.7816	10.5293	10.576
ENSFDAG00000012028	202.6988	155.0243	164.3745	145.4841	193.3048	195.1607	162.1884	155.5288
ENSFDAG00000012029	0.440546	0.342356	0.407426	0.37426	0.356264	0.359097	0.257402	0.229706
ENSFDAG00000012030	0.378311	0.36749	0.408181	0.32139	0.10117	0.385461	0.276299	0.49314
ENSFDAG00000012031	3.4351	2.61857	3.5405	2.33555	3.91062	2.96527	3.01835	2.86279
ENSFDAG00000012032	161.968	111.925	171.438	148.053	166.85	167.467	164.016	139.909
ENSFDAG00000012033	37.4194	48.1432	43.9941	58.4634	38.1477	41.4931	47.2738	57.2874
ENSFDAG00000012034	2.75889	8.92174	3.12762	1.81454	7.66485	0.54407	9.59378	6.12531
ENSFDAG00000012035	9.42084	22.3766	8.8531	7.80972	11.5507	9.72273	13.761	8.79431
ENSFDAG00000012036	187.863	167.549	182.869	179.452	176.032	158.059	145.439	190.632
ENSFDAG00000012037	19.32450173229	36.5004	16.7158	17.52634	22.14352	23.0399	22.07636845	14.4373
ENSFDAG00000012038	35.0777	30.0433	30.1172	16.3622	20.203	16.1544	17.8585	14.5543
ENSFDAG00000012039	14.4774	29.9655	21.6849	30.6075	29.0998	30.7312	23.0974	30.2168
ENSFDAG00000012040	7.21381	10.4984	4.94615	14.8909	14.616	25.5068	13.766	19.1529
ENSFDAG00000012041	38.0532	32.7819	33.2629	28.1803	31.7854	30.8138	28.7429	22.3216
ENSFDAG00000012042	26.2395	30.8646	31.648	34.4329	34.1816	35.075	33.386	31.8572
ENSFDAG00000012043	21.2804	28.8475	26.2039	31.0788	26.829	29.3811	25.0421	35.3447
ENSFDAG00000012044	7.51331	8.84071	9.50496	12.6452	9.37182	10.2263	5.34239	16.631
ENSFDAG00000012045	0	0	0	0	0	0	0	0
ENSFDAG00000012046	3.60042	3.98116	2.22426	3.24228	3.66686	5.41482	2.27768	1.7367
ENSFDAG00000012047	25.7862	30.1925	29.1583	35.7851	35.3931	37.0277	35.2645	36.0283
ENSFDAG00000012048	8.1514	7.89251	8.09288	10.624	9.76915	11.8767	10.5042	7.90377
ENSFDAG00000012049	0	0	0	0	0.720429	0	0	0
ENSFDAG00000012050	57.8609	37.4211	46.6541	40.0318	47.1932	51.6804	36.5088	34.4337
ENSFDAG00000012051	0.0455299	0.0530731	0.0842139	0	0	0.0556684	0.0399033	0
ENSFDAG00000012052	0	0	0.0853483	0	0	0	0.161763	0.144358
ENSFDAG00000012053	77.4972	72.1344	74.6796	58.9353	70.4323	71.5945	76.0678	59.1803
ENSFDAG00000012054	16.4224	18.7978	17.1161	20.1747	18.8856	22.995	21.5673	22.7033
ENSFDAG00000012055	1029.81	127.975	474.658	104.059	90.9842	188.962	66.2665	110.703
ENSFDAG00000012056	95.0897	90.6903	83.3285	77.9576	64.5297	76.8318	77.2191	69.1705
ENSFDAG00000012057	25.2826	25.0085	23.7159	28.996	21.2928	26.0548	24.5006	26.6666
ENSFDAG00000012058	0.434161	0.759137	0.803042	1.24482	0.131663	0.530839	0.190254	0.848913
ENSFDAG00000012059	32	41.9209	31.1474	44.9717	40.5661	42.2979	41.4493	44.5247
ENSFDAG00000012060	36.2174	35.8007	40.8156	45.8775	39.5727	39.5734	36.4889	43.4333
ENSFDAG00000012061	36.5746	67.6565	45.2781	45.45	47.6711	44.9209	54.124	53.4661
ENSFDAG00000012062	53.8207	28.6501	39.9854	25.1475	26.5497	30.0511	36.4777	30.869
ENSFDAG00000012063	10.5084	11.7494	9.63904	11.6419	10.2496	13.1106	10.6382	11.9424
ENSFDAG00000012064	658.069	739.818	722.66	791.366	745.161	723.151	661.583	761.428
ENSFDAG00000012065	405.5373	353.4703	422.1851	411.8399	480.2899	462.4359	437.5162	404.1161
ENSFDAG00000012066	177.739	236.719	216.398	242.871	194.23	198.807	210.886	223.729
ENSFDAG00000012067	0	0	0	0	0	0	0	0
ENSFDAG00000012068	6.24184	8.01305	6.67738	4.40249	5.08519	5.92025	3.45763	5.18556
ENSFDAG00000012069	0	0	0	0	0	0	0	0
ENSFDAG00000012070	86.8029	79.3696	89.3941	93.1537	76.2094	85.8045	81.8601	99.8422
ENSFDAG00000012071	47.5316	17.6871	16.901	27.454	33.5572	52.9909	18.9553	20.9808
ENSFDAG00000012072	306.263	115.264	244.6904	130.9687	174.501	182.5249	152.6446	125.24682
ENSFDAG00000012073	129.6615	109.4217	140.2789	124.6917	111.9059	162.5396	109.338	114.986
ENSFDAG00000012074	0.289939	0	0.134071	0	0	2.65877	0.889379	0.907067
ENSFDAG00000012075	0.227579	0.0530567	0.168376	0.464009	0.0552121	0.0556512	0.239346	0.355987
ENSFDAG00000012076	25.838	30.5599	26.2563	33.7838	33.9327	35.4987	37.7033	34.6703
ENSFDAG00000012077	5.42425	7.94418	5.78821	6.55768	5.73622	8.5027	5.60718	5.87409
ENSFDAG00000012078	22.39101	19.61558	11.96593	8.89682	12.63969	8.10122	11.92015	7.17972
ENSFDAG00000012079	0.105357	0	0	0.134257	0	0	0	0
ENSFDAG00000012080	118.5266	98.452	117.146	122.5143	128.0826	120.5182	115.7924	109.092
ENSFDAG00000012081	0.90286	33.7738	0.569306	1.88267	3.48472	0.501775	5.75479	3.53071
ENSFDAG00000012082	21.9281	28.9687	23.7561	30.967864	22.2464	24.848	29.0124	32.9763
ENSFDAG00000012083	31.06662	55.05645	43.2819	43.1214	40.7132	42.71676	45.92412	38.7255
ENSFDAG00000012084	13.0024	20.1259	15.376	18.0629	16.0309	18.3736	13.1702	21.339
ENSFDAG00000012085	0.14487	0.496029	0.268079	0.177343	0.170485	0.352265	0.127927	0.223094
ENSFDAG00000012086	16.7546	12.2479	15.7576	15.3193	16.0754	15.1616	11.3656	15.3992
ENSFDAG00000012087	0.892192	3.21046	1.11211	1.08749	1.50575	1.84972	4.7596	1.45628
ENSFDAG00000012088	3.73217	2.43036	1.63457	1.9057	3.53371	2.54229	1.91641	2.36196
ENSFDAG00000012089	51.9328	52.4679	43.82969	51.207	51.228321	57.8822	47.771652	46.6917
ENSFDAG00000012090	484.063	431.52	507.538	506.299	463.516	581.598	526.11	481.903
ENSFDAG00000012091	10.2885	11.8951	10.8897	13.2411	11.2479	12.7957	12.2104	15.6707
ENSFDAG00000012092	38.28587	41.83013	37.19048	42.52234	42.81357	43.31474	36.47429	47.8049
ENSFDAG00000012093	6.4621	6.6505	8.23757	3.63513	4.16653	4.12848	4.2859	3.64261
ENSFDAG00000012094	6.730732	4.99540756893	9.00941	10.047943	10.3708	14.613376	9.167071	8.710862
ENSFDAG00000012095	42.3854	77.1994	61.6402	71.5658	66.3251	72.9418	93.3327	81.0526
ENSFDAG00000012096	21.2282	23.5724	23.8192	28.5896	18.428	17.3445	17.1058	30.0584
ENSFDAG00000012097	50.09	47.3495	52.5607	49.1521	45.8507	47.7868	42.8545	50.3238
ENSFDAG00000012098	13.6612	11.3087	10.8794	9.03169	10.5007	11.8182	10.7694	9.61074
ENSFDAG00000012099	16.66831	22.54529	54.6466	22.53603	29.24684	26.82226	25.85391	33.95455
ENSFDAG00000012100	19.4979	13.4879	14.8986	12.9527	14.8889	13.2095	10.253	15.0997
ENSFDAG00000012101	0.0814795	0	0.0748983	0.0505498	0.0481192	0	0.176511	0.190157
ENSFDAG00000012102	0.278219	0.843215	1.23505	0.638165	1.28246	0.476241	0.53644	0.783361
ENSFDAG00000012103	25.0689	91.86762	24.88772	47.45872	46.07521	23.79617	49.80272	40.90608
ENSFDAG00000012104	10.92809821	16.666086	13.7519240007915	15.588134	18.274449152	21.284199	14.7419619	16.221599
ENSFDAG00000012105	0.165494	0	0	0	0.401498	0.202345	0.290083	0.517742
ENSFDAG00000012106	41.54732	38.753	38.8367	47.29182	36.821175	42.518615	36.681979	54.261325
ENSFDAG00000012107	53.99582	52.99256	46.40594	57.37407	56.6093	59.80711	50.96455	54.41909
ENSFDAG00000012108	47.3061	39.7323	50.6273	41.0657	45.8569	33.8453	44.3567	41.0381
ENSFDAG00000012109	15.49069	20.37811	19.22311	9.95696	10.55871	10.25649	10.32461	10.38877
ENSFDAG00000012110	134.616	88.7701	132.401	128.964	112.303	120.331	99.0547	117.668
ENSFDAG00000012111	39.4079	51.9777	50.1764	58.0491	58.3544	51.8022	51.3847	65.1535
ENSFDAG00000012112	6.19924	7.2263	5.30849	2.77953	3.62068	3.22838	2.11288	2.33448
ENSFDAG00000012113	171.927	411.81	244.096	288.798	219.007	241.875	213.181	249.248
ENSFDAG00000012114	89.21696752	92.57036	111.10005	103.5687	121.497	105.65534	126.87199	101.68523
ENSFDAG00000012115	1.11946	1.11851	1.479	1.42654	0.969959	0.488836	2.1024	3.25205
ENSFDAG00000012116	5.65817	12.1606	5.55984	3.83044	4.5042	2.81048	3.87416	6.36145
ENSFDAG00000012117	4.6564	3.42812	3.62638	4.05988	3.56738	5.54345	4.08096	5.17526
ENSFDAG00000012118	33.51588	42.95052	32.87705	40.7083	44.966	38.5348	45.3049	36.19748
ENSFDAG00000012119	18.69876	27.04645	25.65988	18.22995	21.050632	18.64879	14.49932	17.19429
ENSFDAG00000012120	0	0	0	0.174841	0.166434	0.0838785	0.180373	0.240128
ENSFDAG00000012121	59.0826	54.6874	46.5157	54.4098	54.5111	59.4025	46.6608	56.8945
ENSFDAG00000012122	3.0734	6.60556	3.54151	6.68244	4.92808	5.67296	4.22209	5.47167
ENSFDAG00000012123	64.8243	67.8838	61.5232	52.949	59.1688	51.7134	72.7395	55.8533
ENSFDAG00000012124	17.1146	27.5069	39.5698	33.4849	30.5117	35.0874	33.1051	32.3148
ENSFDAG00000012125	46.7113	30.8447	46.4458	37.6759	36.1918	36.8098	43.0685	33.7885
ENSFDAG00000012126	0.315057	0	0.145686	0.20074	0	0	0.138061	0
ENSFDAG00000012127	0	0.310099	0.164017	0.112999	0.322697	0.216842	0.0777165	0
ENSFDAG00000012128	24.1087	19.9794	20.7285	18.7211	18.2779	19.5747	23.9356	17.972
ENSFDAG00000012129	14.9669	14.673	14.0546	14.0842	14.6173	15.3905	13.4536	15.0075
ENSFDAG00000012130	23.4281	20.6726	20.6309	26.7621	22.0786	25.6778	27.6498	24.8208
ENSFDAG00000012131	12.5603	12.2284	13.1822	17.3844	14.2659	14.782	12.2862	19.1321
ENSFDAG00000012132	0.197174	0.919366	0.182351	0.502521	0.478357	1.44648	0.345615	0
ENSFDAG00000012133	106.1064	74.7204	102.21397	62.33593	75.4582	75.78527	62.58027	70.4558
ENSFDAG00000012134	37.6531	29.49701	29.71517	28.30888	26.83504	28.09651	30.55544	32.35023
ENSFDAG00000012135	402.937	352.299	481.2	552.453	519.703	508.129	431.006	515.704
ENSFDAG00000012136	28.168	50.8552	31.5761	51.727	41.6467	54.8495	50.3714	46.8801
ENSFDAG00000012137	114.233	119.776	121.457	124.92	115.852	107.714	121.523	131.309
ENSFDAG00000012138	4.54142	5.86613	4.65405	4.69229	4.16888	4.05196	5.05591	4.6079
ENSFDAG00000012139	27.5224	14.3733	21.171	20.5526	19.1226	22.0736	20.9293	16.1138
ENSFDAG00000012140	22.3075	27.7446	22.2882	26.2692	22.7108	26.3008	20.3362	29.9093
ENSFDAG00000012141	18.2558	11.6986	15.8226	17.4172	17.5072	13.7899	18.6803	19.5858
ENSFDAG00000012142	76.7801	91.4618	73.8367	75.2325	69.7597	74.9896	68.2298	91.8709
ENSFDAG00000012143	11.8523	12.9198	10.5465	14.2054	12.2789	14.8832	13.4758	14.1304
ENSFDAG00000012144	18.2214	23.2516	20.8728	26.4152	24.866	24.5292	21.2121	25.1916
ENSFDAG00000012145	32.1344	46.9863	39.3529	74.6477	45.104	44.8748	38.698	89.2499
ENSFDAG00000012146	9.44287	8.73777	8.19276	6.57478	10.2736	11.1885	8.19059	8.83206
ENSFDAG00000012147	0	0	0	0	0	0	0	0
ENSFDAG00000012148	10.16274	10.732604	10.197937	11.508675	12.178968	14.11301	9.026028	11.590783
ENSFDAG00000012149	5.26033	11.9133	8.47875	10.1507	10.2095	10.2907	6.19091	11.0496
ENSFDAG00000012150	0.223335	0.260336	0	0	0.135456	0.136533	0	0
ENSFDAG00000012151	125.63544453	102.51240904	111.182300754421	80.9360000939762	116.394000307614	108.239186813	114.896800016758	77.827700299023
ENSFDAG00000012152	25.47332	41.19019	28.6315	39.98811	34.935799	33.4958	28.46335	42.27303
ENSFDAG00000012153	36.0368934	31.72629137	28.05805659745	23.7729355	27.86630234236	29.29463965	23.54543	22.4385070612485
ENSFDAG00000012154	0.611159	1.06862	0.282606	0.389401	0.370677	1.86812	1.33908	0.477998
ENSFDAG00000012155	4.9898	5.67633	5.22625	4.51992	5.76108	7.27699	4.32047	6.95887
ENSFDAG00000012156	0	0	0	0	0	0	0	0
ENSFDAG00000012157	25.3225	33.234	27.2937	27.6836	24.7503	28.6781	27.1825	26.6443
ENSFDAG00000012158	0	0	0	0	0	0	0	0
ENSFDAG00000012159	0.18763	0	0	0	0	0	0	0
ENSFDAG00000012160	1.45836	5.43629	0.906728	0.917635	7.74449	6.25635	5.48157	6.17862
ENSFDAG00000012161	3.66261	2.74462	2.66141	2.00026	4.12551	2.87884	2.75141	2.86459
ENSFDAG00000012162	11.2995	14.6817	11.7146	12.7023	13.0519	16.0596	11.9846	15.142
ENSFDAG00000012163	28.25429	15.6434	25.78708	18.12068	22.63114	22.59644	20.78526	17.15911
ENSFDAG00000012164	2.42947	3.8536	1.35534	3.70783	2.64739	3.89662	2.86485	3.35856
ENSFDAG00000012165	17.0108	21.5819	15.997488	25.044478	18.509	20.3584	19.3375	23.2177
ENSFDAG00000012166	19.0771	17.2293	22.2523	24.3101	22.3072	19.7529	25.1547	19.6252
ENSFDAG00000012167	52.21489018	63.044	44.61388	43.43594	58.27786	60.98522	43.38728	41.73254
ENSFDAG00000012168	4.22113	4.72365	3.53943	4.59009	5.18863	6.12448	7.25097	3.87367
ENSFDAG00000012169	119.747	83.5006	85.325	79.1496	68.8818	86.8909	70.4789	92.0162
