sample_ERR2928440	sample_ERR2928435	sample_ERR2928431	sample_ERR2928429	sample_ERR2928424	sample_ERR2928423	sample_ERR2928419	sample_ERR2928417
ENSFDAG00000000602	0	0	0	0	0	0	0.253609	0
ENSFDAG00000000604	14.97543	24.51374	18.49833	23.76444	18.25849	21.22526	23.47038	26.64201
ENSFDAG00000000606	2.89843	3.31442	2.31306	3.65514	3.36732	3.71184	2.84995	4.42166
ENSFDAG00000000608	0	0	0	0	0	0	0	0
ENSFDAG00000000610	78.04066	86.5035	84.72963	94.73235	84.09742	87.26144	88.07497	107.30171
ENSFDAG00000000611	61.4781	52.0018	57.7076	65.7619	57.1467	61.4003	61.9992	59.6542
ENSFDAG00000000612	0	0	0	0	0	0	0	0
ENSFDAG00000000613	27.22141	27.12305	26.11498	10.0774	18.49688	18.09157	13.26508	12.1383
ENSFDAG00000000616	0	1.06862	0.282606	0.389401	0.370677	0.74725	0	1.43399
ENSFDAG00000000617	24.1066	28.4818	25.6218	31.2194	28.4089	28.8347	26.7462	37.8619
ENSFDAG00000000619	14.3678	12.5393	13.2181	11.72499	13.4137	15.4518	11.82018	9.6733786
ENSFDAG00000000624	0	0	0	0	0	0	0	0
ENSFDAG00000000627	0.327102	0.272353	0.0864314	0.774108	0.283418	0.571343	0.081908	0.292379
ENSFDAG00000000628	3.33028	3.7938	3.07991	3.76155	4.22336	4.07186	2.65338	3.19664
ENSFDAG00000000629	0	0	0	0	0	0	0	0
ENSFDAG00000000630	5.32005	8.85921	3.37377	2.51805	6.49948	5.71484	6.42771	2.08045
ENSFDAG00000000632	0.228518	0.514426	0.197938	0.953423	0.530462	0.533795	0.755767	1.44469
ENSFDAG00000000633	85.486	151.024	98.0333	88.4393	121.671	123.258	122.205	93.5051
ENSFDAG00000000635	11.7092	12.9307	7.40924	3.9266	7.47558	9.04204	8.64181	12.7313
ENSFDAG00000000637	57.14226	38.29851	41.80383	30.37335	30.0694	38.55103	39.0751	31.3114
ENSFDAG00000000638	5.30238	8.26501	8.48942	4.9726	3.3911	5.49488	6.62223	6.77743
ENSFDAG00000000640	180.97	166.809	191.412	180.575	172.104	174.539	207.855	175.799
ENSFDAG00000000641	0	0	0	0	0	0	0	0
ENSFDAG00000000644	0	0	0	0	0	0.119184	0	0
ENSFDAG00000000645	161.354	148.238	147.236	108.284	120.612	161.696	125.149	104.197
ENSFDAG00000000649	0	0	1.90988	1.32026	0	0	1.80678	3.24115
ENSFDAG00000000650	0	0.217883	0	0	0	0.228537	0	0
ENSFDAG00000000652	68.435	66.5235	65.699	69.5545	70.6623	70.7899	65.7887	81.6754
ENSFDAG00000000653	1.9565	12.6368	1.93564	2.75989	2.86449	0	3.52804	1.53562
ENSFDAG00000000654	82.5022	64.9006	98.3002	76.1086	76.1328	83.855	82.9529	69.2769
ENSFDAG00000000659	71.6618	98.6889	74.9884	81.5158	82.8719	84.4338	79.1011	89.7186
ENSFDAG00000000661	17.01891	13.1081856	22.0208	20.47339	23.86278	22.39955	20.30588	20.10868
ENSFDAG00000000662	7.37564	8.5976	8.26804	7.23601	7.04906	5.1922	9.79416	3.84574
ENSFDAG00000000663	20.8142	34.2035	24.1954	29.1023	29.281	31.6346	20.9022	28.9407
ENSFDAG00000000664	74.2281	103.521	74.1566	96.4531	104.196	112.387	80.3414	126.413
ENSFDAG00000000667	0	0	0	0	0	0	0	0
ENSFDAG00000000672	35.543	42.4489	37.8969	48.7806	46.82	46.6102	44.4313	54.2325
ENSFDAG00000000673	71.0576	43.0234	45.618	25.0548	30.5449	29.1007	52.6022	33.4531
ENSFDAG00000000674	0.969646	0.904235	0.807073	1.23563	1.05859	1.30412	1.35971	1.82011
ENSFDAG00000000675	60.324	55.2696	62.0298	74.7027	63.0671	56.4656	59.3492	81.9692
ENSFDAG00000000676	23.902	40.1789	29.9462	40.6656	35.4542	31.4124	39.9173	46.119
ENSFDAG00000000677	106.819	122.129	106.383	106.595	117.589	125.339	132.093	117.417
ENSFDAG00000000678	23.0829	29.1355	26.5418	27.877	28.3324	28.2638	25.8302	29.4812
ENSFDAG00000000679	0.102927	0.47992	0.0951894	0.131161	0.124854	0.125847	0.631453	0.0805014
ENSFDAG00000000681	0	0	0	0	0	0	0	0
ENSFDAG00000000686	0	0	0	0	0	0	0	0
ENSFDAG00000000687	31.231	10.3344	27.0196	21.3111	13.1983	23.6503	16.0697	19.541
ENSFDAG00000000689	1.57315	1.86421	2.8299	1.29661	2.83163	3.00489	4.32281	1.0285
ENSFDAG00000000690	114.1317	109.7443205	109.95417374	111.09977	111.544	118.7211	114.3929	122.48621
ENSFDAG00000000692	1.28864	0.742213	1.7501	0	1.14775	0.771251	2.48776	0
ENSFDAG00000000695	9.45379	8.75566	9.22212	5.44591	6.65025	8.07542	7.18832	5.40199
ENSFDAG00000000697	49.6292	40.6922	45.9758	40.3038	44.5901	47.2073	44.7492	34.7369
ENSFDAG00000000703	0	0	0	0	0	0	0	0
ENSFDAG00000000704	0	0	0	0	0	0	0	0
ENSFDAG00000000706	0	0	0	0	0	0	0	0
ENSFDAG00000000707	0	0.200574	0	0.219266	0	0.841529	0.301605	0
ENSFDAG00000000708	60.14013	70.3825000131167	58.44422	68.47481	80.631546	78.8124	70.59591	69.4806
ENSFDAG00000000709	35.9182	23.78521	18.73835	18.82026	32.3078	39.645	34.9182	24.2776
ENSFDAG00000000715	5.25408	3.77681	5.7499	3.45924	2.54934	4.17562	5.29549	5.06814
ENSFDAG00000000717	0.6316006	1.72874	0.21656	0.643882	0.946828	0.954357	0.4879	0.488384
ENSFDAG00000000718	24.3153	32.2532	17.8347	17.8075	18.6464	19.1364	29.6386	13.1155
ENSFDAG00000000719	135.434	92.7972	144.455	124.059	123.323	125.183	140.61	127.335
ENSFDAG00000000721	0	0.422886	0	0	0	0	0	0
ENSFDAG00000000722	239.455	206.518	234.605	236.3	239.247	247.755	262.619	234.189
ENSFDAG00000000723	53.9837	40.8614	47.2206	39.2304	47.7467	41.1683	51.1569	43.8288
ENSFDAG00000000724	36.6268	30.9956	38.5744	25.7453	25.1398	25.6584	24.1039	21.6123
ENSFDAG00000000725	33.9538	33.98439	29.19294	28.29432	39.48243	34.3123	38.24706	30.935961
ENSFDAG00000000726	132.486	137.181	146.483	152.322	164.301	183.481	140.277	162.955
ENSFDAG00000000728	0.466844	0.136047	0.215873	0.446176	0.141574	0.4281	0.920589	0.730254
ENSFDAG00000000729	3.70073	0	0	0	0	0	0	1.15776
ENSFDAG00000000732	0	0	0	0	0	0	0	0
ENSFDAG00000000733	61.6001	37.7644	51.7567	38.1182	46.6923	53.9292	47.7125	41.0114
ENSFDAG00000000737	4.17701	4.52125	2.94322	4.18219	2.05086	1.94557	3.66081	2.48908
ENSFDAG00000000738	27.57	26.9572	26.443	33.178	28.5771	30.5355	26.6102	30.5143
ENSFDAG00000000739	6.93325	7.68768	4.72299	4.65458	5.70256	12.1574	3.85335	4.65551
ENSFDAG00000000740	57.03841	85.2293	86.67013	119.0106	108.12777	102.26215	91.4254	100.266
ENSFDAG00000000741	413.768	388.421	477.081	487.282	472.657	423.448	515.117	462.622
ENSFDAG00000000742	33.59169	43.040300285856	40.4917	52.4247	41.6971	36.784628	38.720008	67.614256
ENSFDAG00000000743	1.81451	1.87108	1.83945	1.51185	1.31217	0.853292	1.31503	1.30999
ENSFDAG00000000745	7.39606	14.0119	4.92747	2.65359	6.6547	2.40561	7.8288	1.97687
ENSFDAG00000000748	0	0	0	0	0	0	0	0
ENSFDAG00000000749	60.8994	44.4588	47.813	40.237	41.0921	53.37	47.3683	36.5005
ENSFDAG00000000751	0	0	0.281632	0	0.3694	0.248225	0.0889642	0
ENSFDAG00000000754	0.579964	0.493472	0.167271	0.509606	0.456198	0.462373	0.946844	0.517444
ENSFDAG00000000757	1.69899	2.89453	1.69212	0.999245	2.06093	1.43814	1.03086	0.408864
ENSFDAG00000000758	23.00673	28.39145	22.13241	26.723900917268	20.02591	27.53812209	19.667	30.56265
ENSFDAG00000000759	28.9616	16.8609	28.7772	19.3891	24.6355	22.3163	18.3143	17.4163
ENSFDAG00000000760	4.13789	3.73242	3.96347	2.5737	4.06332	3.79448	3.32432	2.9281
ENSFDAG00000000762	0.0643184	0	0.0892244	0.0819613	0.0390101	0	0.028185	0
ENSFDAG00000000763	195.423	171.411	198.314	184.625	209.174	175.968	241.616	168.655
ENSFDAG00000000766	51.8573	51.7267	52.3623	60.9832	51.6924	56.0663	59.1956	61.2759
ENSFDAG00000000769	71.9526	84.1589	71.3231	81.9406	77.8398	72.7304	81.6686	92.0797
ENSFDAG00000000771	0.17984	0	0.16632	0	0	0	0	0.281313
ENSFDAG00000000772	0	0	0	0	0	0	0	0
ENSFDAG00000000775	14.0791	11.4521	10.8028	11.6979	13.9192	11.7284	14.1697	10.6888
ENSFDAG00000000777	89.4852	68.6766	96.6362	70.1187	72.4779	68.9768	92.0659	66.945
ENSFDAG00000000780	23.2726	24.2152	22.2452	31.6468	34.2934	31.3195	28.61	33.2277
ENSFDAG00000000781	16.575	11.1067	18.4497	12.1418	13.6047	16.5039	11.1342	11.3334
ENSFDAG00000000784	0	0	0	0	0	0	0	0
ENSFDAG00000000785	0	0	0	0	0	0	0	0
ENSFDAG00000000786	25.1188	28.6897	26.1285	30.1226	27.7835	29.5227	27.6825	34.0274
ENSFDAG00000000787	22.3316	29.3369	20.1918	29.0617	26.5368	24.5624	21.2455	28.0811
ENSFDAG00000000793	905.0645	1075.369	824.158	1126.169	906.155	956.543	966.273	1164.567
ENSFDAG00000000795	0	0.4756	0.37733	0	0.24746	0.748285	0.357582	0
ENSFDAG00000000797	2.79074	5.42184	4.73171	7.11252	5.45403	9.47827	2.98938	5.57799
ENSFDAG00000000798	0	0	0	0	0	0	0	0
ENSFDAG00000000799	2.64491	3.87105	2.60671	1.2837	4.53298	3.76045	2.01136	4.90352
ENSFDAG00000000800	28.3687	40.3025	25.6503	30.986	35.6411	37.1633	31.4116	32.8853
ENSFDAG00000000801	4.54819	3.32354	2.62863	1.46426	2.69723	1.31073	3.1141	1.56188
ENSFDAG00000000805	27.8849	49.3405	26.3836	37.9939	31.1365	36.2797	28.512	36.125
ENSFDAG00000000806	0.6352657	0.720132	0.476113	0.787241	0.374694	1.07007	0.541435	0.402648
ENSFDAG00000000808	1.03816	0.60508	0.720084	0.330734	0.472246	0.476001	0.909865	0.405982
ENSFDAG00000000809	50.3021	83.5415	45.898	65.1721	65.5076	65.8229	65.5388	63.4211
ENSFDAG00000000810	19.7425	16.3083	13.625	7.51901	12.5143	11.0257	10.5052	7.48827
ENSFDAG00000000812	0	0	0	0	0	0	0	0
ENSFDAG00000000816	38.082	157.576	56.8551	42.837	216.801	46.3188	50.564	54.3781
ENSFDAG00000000819	64.0509	75.3129	58.717	87.4311	75.2783	97.484	54.7648	92.2325
ENSFDAG00000000821	65.04159	58.19532	69.18049	71.23857	71.92472	70.55059	59.84501	76.3582
ENSFDAG00000000822	0	0	0	0.496815	0	0	0	1.21918
ENSFDAG00000000823	9.67279	22.0492	10.81	12.833	11.9141	10.3986	12.3667	15.0881
ENSFDAG00000000824	7.73871	4.49563	4.55226	3.58893	6.12483	4.43626	4.06941	3.49264
ENSFDAG00000000825	10.0133	7.32459	8.23608	11.9714	10.1404	9.3205	9.64415	7.77372
ENSFDAG00000000832	0	0	0	0	0	0	0	0
ENSFDAG00000000833	114.2082	112.4717	119.4622	128.4733	107.4865	132.4169	109.0683	142.3028
ENSFDAG00000000834	34.1245	16.9713	24.3147	11.379	19.4621	17.2196	11.3609	11.0275
ENSFDAG00000000835	0.677711	0.394996	1.35798	0.143935	0.274028	0.138104	0.593959	0.176683
ENSFDAG00000000836	17.1427	27.062	15.2852	15.0858	17.4377	13.3468	28.7684	13.588
ENSFDAG00000000837	0.561255	0.654241	0.815664	0.408691	0.29178	0.2941	0.702706	0.376258
ENSFDAG00000000839	3.33142	2.53007	2.2407	2.57288	2.57162	2.77722	3.80449	2.21078
ENSFDAG00000000840	7.46054	9.71013	8.42849	10.957	11.563	12.8887	9.06931	12.1906
ENSFDAG00000000843	0	0	0	0	0	0	0	0
ENSFDAG00000000844	21.59073	26.6305	25.99499	33.40278	30.1253	31.00291	29.3168	39.0809
ENSFDAG00000000846	51.5591	57.4158	45.8926	58.1223	55.3387	54.7162	50.5311	56.5496
ENSFDAG00000000848	62.2386	58.3436	87.144	113.624	116.957	109.942	112.439	102.244
ENSFDAG00000000849	9.39709	9.28706	7.74598	6.24771	6.19509	3.24706	7.16156	2.55639
ENSFDAG00000000851	491.5965	504.4542	417.6007	501.1556	439.2982	438.3824	441.6574	593.8017
ENSFDAG00000000853	36.4306	34.247	31.7354	38.5367	29.461	37.2627	28.152	48.2849
ENSFDAG00000000856	0	0	0	0	0	0	0	0
ENSFDAG00000000857	11.99117	16.07619	11.025751	14.42269	13.409521	14.2722	11.96019	16.68407
ENSFDAG00000000859	19.1362	29.6105	21.652	13.7033	12.7876	12.2163	14.7677	15.5628
ENSFDAG00000000860	1.13848	0.950361	0.890257	0.534983	0.866181	0.873042	0.565275	1.539392
ENSFDAG00000000862	54.1565	42.0859	45.9112	38.6885	40.8096	50.6652	38.834	42.3567
ENSFDAG00000000864	11.0948	11.9303	8.36001	7.31928	7.96734	7.79976	11.6889	8.40135
ENSFDAG00000000865	63.1422	76.8035	70.9126	86.727	95.5676	76.2658	90.2546	89.3817
ENSFDAG00000000866	2.14291	10.4913	1.3212	0.728192	5.02554	6.11353	1.00165	2.01121
ENSFDAG00000000870	21.18150026936	19.87465	21.0324	19.6613	22.1778	26.8795	21.35388	17.5081
ENSFDAG00000000874	0.656955	0.612637	0.85059	0.502297	0	0.481946	0.806075	0.205526
ENSFDAG00000000875	0	0	0	0	0	0	0	0
ENSFDAG00000000880	68.4356	82.34661	75.0018	93.648724	80.7267	90.5927000225317	89.1803	92.8604
ENSFDAG00000000881	27.4494	33.5579	46.0658	51.3592	32.9721	47.4775	34.1494	51.1058
ENSFDAG00000000882	35.6345	49.0705	36.2071	37.9016	39.883	36.5984	32.9797	35.9714
ENSFDAG00000000883	9.62256	4.48671	9.01778	4.49609	2.33449	4.07863	2.53002	4.51558
ENSFDAG00000000885	119.603	108.793	148.124	138.658	146.887	152.423	144.872	125.268
ENSFDAG00000000886	2.37563	7.52304	5.7489	9.28366	9.60572	9.6337	7.42598	9.9714
ENSFDAG00000000890	0.24931	0.331707	0	0.300261	0	0.387389	0	0
ENSFDAG00000000891	19.5361	12.5378	18.0674	10.3496	14.1123	18.787	14.0438	11.6743
ENSFDAG00000000893	0	0	0	0	0	0	0	0
ENSFDAG00000000896	62.3963	43.0466	82.8287	61.6623	75.1738	50.8604	74.7738	76.3557
ENSFDAG00000000901	470.068	341.499	443.865	363.481	427.71	401.243	471.798	335.759
ENSFDAG00000000903	1.63017	1.78128	2.8219	1.24116	1.87561	3.25319	1.85321	2.72864
ENSFDAG00000000905	0	0	0	0	0	0	0	0
ENSFDAG00000000906	18.7217	21.7698	20.1644	26.319	20.9244	20.0784	18.7866	25.3996
ENSFDAG00000000908	0	0	0	0	0	0	0	0
ENSFDAG00000000909	36.9949721	26.95851	34.267	31.18546	34.93816	33.9796	31.47066	27.02719
ENSFDAG00000000911	94.8258492217	118.75262	103.52	116.78592	119.277513838	112.413000074752	113.64	129.466
ENSFDAG00000000913	21.8554	24.7915	24.0429	16.6579	17.4604	16.8809	12.641	20.1263
ENSFDAG00000000917	0	0.67067	0	0	0	0	0	0
ENSFDAG00000000918	8.93596	7.7705634	5.8419	7.28114	9.53137	7.15828	7.29153	6.74797
ENSFDAG00000000919	45.6394	51.6983	44.354	46.6775	48.5117	51.2575	43.3726	43.4334
ENSFDAG00000000923	0	0	0	0	0	0	0.234704	0
ENSFDAG00000000927	9.14315	10.4112	11.5712	10.0475	11.2043	11.9495	9.30048	12.0879
ENSFDAG00000000928	0	0	0	0	0	0	0	0
ENSFDAG00000000929	18.1665740153592	25.346517	21.96298151633	26.9639500037817	27.9171100203077	29.351630316	21.527220920109	24.89290447265
ENSFDAG00000000930	20.77427	19.09808	19.40777	21.85295	22.01712	23.40309	21.90542	23.0509
ENSFDAG00000000931	5.1406	5.73174	9.71495	10.2533	4.06676	8.74475	9.01063	8.39071
ENSFDAG00000000933	32.0153	32.9029	34.4263	39.4092	33.6651	36.3649	31.3379	40.8933
ENSFDAG00000000936	91.2419	80.1291	88.5747	80.0341	82.3845	82.3342	85.7451	74.0049
ENSFDAG00000000937	0.779767	0.706965	0.881397	1.21447	1.26118	0.529668	1.82241	1.62632
ENSFDAG00000000939	684.314	766.417	699.377	659.922	706.285	734.94	625.893	617.498
ENSFDAG00000000940	2.46362	218.563	3.17349	38.6819	29.4576	1.72126	33.3899	26.2876
ENSFDAG00000000942	113.47	79.4996	95.0713	76.4124	89.3143	95.4413	67.7837	85.2574
ENSFDAG00000000945	0.40298	0.156581	0.248456	0.427933	0.733241	1.14967	0.412043	0.525296
ENSFDAG00000000949	1.2958	2.01398	1.9973	3.30249	2.09579	6.33738	0.757109	3.37823
ENSFDAG00000000950	0.894831	0.730158	0.413779	1.25432	0.868367	0.875272	1.17637	0.559891
ENSFDAG00000000951	21.4623	20.9881	22.1233	20.4308	22.7133	21.4471	21.0265	21.8491
ENSFDAG00000000956	20.565	19.2344	24.7133	27.5397	23.1156	25.6205	26.79	32.5492
ENSFDAG00000000959	9.86535	9.74386	8.90754	9.51595	10.45594	8.39749	7.42659	12.52499
ENSFDAG00000000961	18.9501	20.6899	19.892	22.1202	20.0817	23.883	20.2528	24.4855
ENSFDAG00000000962	70.0381	68.3073	60.0727	70.1844	67.0895	64.8747	57.7355	79.8218
ENSFDAG00000000963	0	0	0	0	0	0	0	0
ENSFDAG00000000964	63.4237	77.5822	72.2528	76.9875	79.4052	77.0563	65.6726	92.1628
ENSFDAG00000000965	48.3462	49.0348	44.4956	58.6678	51.8433	50.7831	45.9042	57.6693
ENSFDAG00000000970	0	0	0	0	0	0	0	0
ENSFDAG00000000972	0	0.522573	0	0	0	0.548907	0.393912	0
ENSFDAG00000000973	5.41153	5.52029	5.43607	4.0635	5.266	6.44871	6.19491	7.03574
ENSFDAG00000000974	15.9972	20.5049	15.4724	20.9539	20.7194	19.4426	19.606	20.9858
ENSFDAG00000000975	3.57581	24.5628	3.18887	4.99064	5.62851	3.27904	6.79013	4.32823
ENSFDAG00000000977	6.80251	8.79408	6.69524	10.87401	7.91931	7.671175	9.80065	14.08068
ENSFDAG00000000978	0.789755	1.95627	5.93434	2.13858	0.718498	3.25895	0.951714	0.617681
ENSFDAG00000000979	19.5238	16.6098	11.4163	9.00882	21.2169	18.1162	12.9858	9.16767
ENSFDAG00000000985	14.4119	12.2148	12.3783	9.76235	11.8921	11.8431	5.76236	9.09092
ENSFDAG00000000986	34.1443	24.9733	33.311	29.0069	28.2618	33.5617	37.7873	26.6002
ENSFDAG00000000987	4.1417	2.1122	2.39395	1.31945	1.96251	4.74747	2.15523	2.02456
ENSFDAG00000000988	3.3994	12.1984	5.54931	11.6174	47.2176	41.6735	12.336	13.0034
ENSFDAG00000000989	142.852	176.309	163.913	151.446	168.479	179.409	224.705	135.089
ENSFDAG00000000990	114.357	106.474	134.342	156.609	169.711	159.114	171.587	150.578
ENSFDAG00000000992	165.206	236.364	176.483	176.265	167.151	163.205	156.686	201.98
ENSFDAG00000000994	0	0	0	0	0	0	0	0
ENSFDAG00000000995	1.28865	0.378434	1.04442	0.83782	1.36937	0.196917	1.55905	0.770568
ENSFDAG00000000996	56.1688	61.5829	52.0839	63.1418	54.8605	64.6828	64.5227	53.3715
ENSFDAG00000000997	15.3541	12.2728	12.9826	13.4165	11.175	13.1411	14.3216	12.6949
ENSFDAG00000000998	23.4975	27.0308	21.6902	28.0329	21.4977	23.1779	24.2642	30.6182
ENSFDAG00000001001	36.265	35.7774	31.6357	31.027	33.279	32.0761	40.1237	31.9174
ENSFDAG00000001002	0	0	0	0	0	0	0	0
ENSFDAG00000001004	1.65088	1.08247	1.38363	0.657413	0.876123	1.82926	1.266	1.29118
ENSFDAG00000001006	4.03532	3.7631	2.23917	2.57112	2.44749	3.45373	2.82931	6.31219
ENSFDAG00000001008	14.57248	14.55415	13.65953	15.161706	16.9502	21.52584	19.124	19.054527
ENSFDAG00000001009	9.9149138736	8.82246128	5.9771244	15.645422053	16.996167253536	16.12019	14.0523000038806	12.63788
ENSFDAG00000001011	3.28633	4.74299	4.0994	4.35334	4.54952	6.3409	3.02647	7.10043
ENSFDAG00000001015	64.5956	52.8411	60.827	74.0646	66.2249	60.1608	65.1325	73.0452
ENSFDAG00000001016	70.78675	64.7731	68.4706	80.6133	73.0426	78.3138	62.924	77.5401
ENSFDAG00000001017	0	0	0	0	0	0	0	0
ENSFDAG00000001019	0	0	0	0	0	0	0	0
ENSFDAG00000001020	49.9418	59.8078	59.3577	68.3644	48.9854	47.9437	61.0385	70.1866
ENSFDAG00000001021	22.2511	33.8738	28.7175	44.4365	26.9913	30.4544	30.2707	50.1311
ENSFDAG00000001022	194.236	212.482	200.011	256.912	216.697	209.877	203.556	259.284
ENSFDAG00000001023	45.1799	27.14187	33.70081	32.27778	41.81427	33.97978	39.6894	28.01065
ENSFDAG00000001025	1.33395	0.138349	2.19526	0	0	0	0.72813	0
ENSFDAG00000001028	28.2834	28.0099	24.633	26.4204	27.8394	28.537	28.4643	27.698
ENSFDAG00000001031	6.828602	8.61158	5.4753	6.06832	7.93818	8.11726	8.561472	6.24104
ENSFDAG00000001032	68.7848	45.0291	59.6953	50.8133	59.5555	43.2697	61.3764	47.9502
ENSFDAG00000001036	23.7948	20.8455	23.2704	24.2435	24.3209	25.9532	23.6205	22.3899
ENSFDAG00000001037	30.1469	27.2208	29.1196	28.4159	29.6036	36.5089	25.4987	32.0367
ENSFDAG00000001038	2017.62	1860.84	2383.43	2599.97	3052.81	2817.73	2868.96	2363.66
ENSFDAG00000001039	13.7753	17.1804	13.7196	16.2036	13.5548	18.1383	10.7221	20.0409
ENSFDAG00000001041	17.9992	18.6172	32.1198	39.735	43.9747	27.5865	37.9929	29.7412
ENSFDAG00000001045	181.5425	166.286	217.57908	241.69637	230.82823	213.89748	174.25781	234.97304
ENSFDAG00000001047	6.87628	6.93085	4.31278	4.66951	5.02379	5.26064	5.58805	3.64929
ENSFDAG00000001050	0.485036	0.37693	0.448571	0	0.196121	0.593042	0.425095	0
ENSFDAG00000001051	10.2473	3.88573	8.56345	5.03447	2.84548	7.24576	8.11528	5.02118
ENSFDAG00000001052	10.75459	7.26021	12.0428	15.5033	5.48968	0.924064	4.5463	12.9135
ENSFDAG00000001057	16.6492	11.3884	12.8661	15.4089	10.9205	14.4225	14.0732	14.9458
ENSFDAG00000001058	0.658718	1.23943	0.800352	0.940462	0.887117	1.05775	1.44834	2.18654
ENSFDAG00000001060	7.93009	11.3222	7.751	8.38122	9.02678	8.22547	8.49821	7.70139
ENSFDAG00000001061	14.3016	23.7778	20.9198	35.7957	21.2879	31.1408	20.9735	29.7686
ENSFDAG00000001062	0	0	0	0	0	0	0	0
ENSFDAG00000001068	9.48633	17.5688	25.0349	22.3317	21.0428	21.174	19.4252	26.2107
ENSFDAG00000001070	23.907	13.1501	15.0622	7.61619	9.78746	8.35809	8.18457	7.12863
ENSFDAG00000001071	1.63741	3.7271	1.29944	6.44295	6.25393	11.8633	4.92573	7.52812
ENSFDAG00000001072	0	0	0	0	0	0	0	0
ENSFDAG00000001073	6.18315	9.02841	6.95225	9.74536	9.43466	8.15684	7.55813	8.85743
ENSFDAG00000001075	1.72067	0.401148	2.22783	0.877063	0.417445	2.52459	0.301605	0.538306
ENSFDAG00000001076	64.0152	66.3568	75.5173	73.2455	75.3525	66.1007	73.8231	66.2497
ENSFDAG00000001077	10.0321	9.56795	8.43443	3.48653	12.7224	11.7085	5.19546	5.70638
ENSFDAG00000001078	116.318	81.2116	97.1898	74.6366	87.7307	92.7449	82.8308	75.6881
ENSFDAG00000001079	24.9259	25.9338	45.9134	40.1634	33.9841	37.0249	90.722	48.9791
ENSFDAG00000001081	41.9281	22.23	39.7766	34.4704	32.4848	27.6167	34.7314	30.4655
ENSFDAG00000001083	19.5147	14.2174	18.6921	15.8383	14.3722	16.4749	16.4922	14.536
ENSFDAG00000001086	36.2015	42.6563	36.3807	47.6307	38.5235	34.9948	37.3402	45.3839
ENSFDAG00000001089	36.9125	42.23399	42.3157	47.16297	42.69546	54.3102	41.95226	47.6924945
ENSFDAG00000001091	267.4338	198.28151	267.3010859017	233.37465	269.8053	281.3061	259.4961	213.994006
ENSFDAG00000001092	30.8631	28.3018	30.6125	32.531	35.7017	35.3175	31.7928	29.2675
ENSFDAG00000001093	14.497	18.2507	16.0885	22.1683	12.6614	14.8891	25.4108	30.8403
ENSFDAG00000001094	37.8488	48.3845	38.4623	44.0865	42.1639	48.2155	38.409	52.1457
ENSFDAG00000001096	49.9148	54.8558	60.6537	71.1944	53.971	59.2724	52.4994	73.0596
ENSFDAG00000001101	22.6773	15.0175	18.3247	22.2734	22.5732	23.0291	21.2614	21.4485
ENSFDAG00000001104	0.108063	0	0.0999383	0.275409	0.655416	0.264251	0	0.169035
ENSFDAG00000001106	0	0.31503	0	0	0	0	0	0.422743
ENSFDAG00000001107	0	0.19162	0	2.78199e-07	0	0.349088	0	0.0857124
ENSFDAG00000001109	15.6261	24.8545	19.878	27.3201	26.8509	26.2008	20.8202	25.8616
ENSFDAG00000001112	22.1056	19.2445	19.4086	14.887	17.9897	18.6032	18.0556	15.1554
ENSFDAG00000001113	0	0	0	0	0	0	0	0
ENSFDAG00000001114	22.8967	74.5754	20.1966	24.0284	29.2915	20.5848	33.6419	22.272
ENSFDAG00000001117	15.4981	23.0619	18.2851	30.77506	28.09414	26.75426	25.21377	33.9576
ENSFDAG00000001118	99.4745	78.8037	117.029	91.445	87.1324	84.8038	104.951	88.5365
ENSFDAG00000001121	9.03551	5.85945	7.79914	4.04993	4.53532	4.54599	4.55109	3.28161
ENSFDAG00000001122	53.5287	37.9947	44.1441	38.0597	38.2975	37.268	37.5309	42.3458
ENSFDAG00000001123	3.80727	4.61209	5.24704	5.89806	3.53167	5.20272	4.12189	6.65612
ENSFDAG00000001126	6.99158	11.2288	8.54942	11.8792	12.6273	12.0628	11.9147	11.4225
ENSFDAG00000001127	19.83386	20.12137	16.66101	19.45899	18.05191	25.73835	19.50755	19.56162
ENSFDAG00000001129	1.61148	0.939232	2.08646	2.46422	1.36834	3.15251	1.41233	1.76451
ENSFDAG00000001130	17.2218	15.4167	14.2552	14.7922	18.6977	15.4726	12.842	16.2229
ENSFDAG00000001131	0	0	0	0	0	0	0	0
ENSFDAG00000001133	0.295169	0.688142	0.136489	0.75227	0.358049	0	0.517383	0.923427
ENSFDAG00000001136	97.65675	70.0196975657	84.95542	80.30364492	110.96781	108.07092	96.33426	73.88613115447
ENSFDAG00000001137	44.0685	34.821	38.9775	47.1113	42.514	59.4866	46.3988	38.6305
ENSFDAG00000001139	4.07114	5.63303	5.11192	5.73619	5.17932	4.41112	5.65662	7.71435
ENSFDAG00000001140	37.4757	55.851	45.6574	48.5153	41.4513	51.9974	35.2119	64.8232
ENSFDAG00000001146	1.98935	2.28882	4.60961	3.27186	2.36028	2.162898	4.005657	2.95016
ENSFDAG00000001147	0	0	0	0	0	0	0	0
ENSFDAG00000001149	57.816117215	49.26007	47.906495	57.0645	60.66495	64.741898	58.66914	49.245002
ENSFDAG00000001151	900.493	1169.6	1119.93	1135.31	936.582	1010.78	1026.51	1269.39
ENSFDAG00000001152	0	0.187232	0	0	0	0	0.140771	0
ENSFDAG00000001153	3.13659	5.33204	2.90078	0.832704	3.80479	2.3969	2.86351	1.43103
