sample_SRR11526905	sample_SRR11526906	sample_SRR11526907	sample_SRR11526952	sample_SRR11526976	sample_SRR11526977	sample_SRR11526978	sample_SRR11527019
ENSSSCG00000000382	70.55267	103.93251	74.20799	81.71532	68.563573	71.668882	69.84255	72.81726
ENSSSCG00000000383	64.70495	77.3225	54.0173	80.79993	59.64307	71.46158	67.68494	74.6395
ENSSSCG00000000384	39.6278	31.3502	26.0854	61.1004	47.0185	44.1013	47.3822	43.7815
ENSSSCG00000000385	0.582102	1.450999	1.188035	2.095812	0.3381161	0.2214321	0.698155	0.87905
ENSSSCG00000000386	10.9284	33.33716	14.25526	20.263796	13.198508	10.046389	11.063317	11.62736
ENSSSCG00000000393	17.8044100002811	35.00981	41.44392	11.7372900004426	13.18463	11.1069020016326	11.47046	26.50725
ENSSSCG00000000394	78.5292	87.5943	74.5266	87.6971	103.812	119.749	96.3771	117.189
ENSSSCG00000000396	44.4737	60.4125	81.4016	36.6117	50.475	51.3974	49.0232	58.9639
ENSSSCG00000000398	0.395804	0.237742	0.72579	13.5141	0.889033	1.26244	0	0
ENSSSCG00000000399	0.411048	0.976757	1.80909	3.65133	2.98956	2.23874	1.80243	0.940343
ENSSSCG00000000400	0	0.0687349	0.0600417	0	0.0740336	0.081832	0.124658	0.0391853
ENSSSCG00000000401	14.4349	24.6812	9.0857	20.5731	18.8159	17.9824	16.0505	18.5107
ENSSSCG00000000402	10.72252	25.27397	31.34283	7.237153	7.54878	7.973706	6.704367	9.599886
ENSSSCG00000000403	9.776421	33.52153	31.65991	9.43243	5.882069	5.500025	6.015733	8.800895
ENSSSCG00000000405	957.98327	845.80045	493.12605	983.28999537206	912.767109214	935.97049	1017.58382924422	909.9689282
ENSSSCG00000000406	276.2617	223.4704	181.4737	201.8962	241.5926	253.0072	263.4985	182.2908
ENSSSCG00000000411	7.09494	16.4644	20.7154	10.1207	7.53483	10.7027	17.2935	13.6336
ENSSSCG00000000413	0.201092	0.588092	0.563276	0.0280942	0.181760000475691	0.1831429	0.195279667378	0.23494
ENSSSCG00000000415	0	0.373297	0.627865	0.115942	0.126335	0	0.261467	0.298191
ENSSSCG00000000418	3.0966885	4.847723	1.11633	0.932633	1.20054	0.709213	0.684171	0.9662734
ENSSSCG00000000419	6.3984468	31.072344	23.133286	28.502461142231	4.565974	4.754939	4.0830949	7.668869
ENSSSCG00000000431	2.95926	9.32911	7.80583	3.87008	1.79374	1.81183	2.24591	3.69209
ENSSSCG00000000433	23.457205	45.383338	24.53008	45.05835	26.312119	29.34806	33.604028	34.297413
ENSSSCG00000000435	30.121978	52.9928	53.08168	40.056223	34.85967	37.0964	29.041954	40.209548
ENSSSCG00000000436	13.03193	15.538197208	16.73496	19.885842	10.726104	12.10011	10.756121	13.640674
ENSSSCG00000000437	1.215187	2.377653	3.86549	1.246407	0.964423	1.621997	0.813364	1.372726
ENSSSCG00000000439	128.766669	181.14684	79.42461	160.750963	153.99553	154.996558	196.518254	138.59296
ENSSSCG00000000442	0	0	0	0	0	0	0	0
ENSSSCG00000000443	0.729007	3.835511	1.748592	2.46193	1.686309	1.269861	0.6330956	1.492271
ENSSSCG00000000444	226.6382	247.8648	164.99157	281.97926	246.26957	257.23813	244.81404	252.961526
ENSSSCG00000000449	52.9031	91.994	71.9454	85.7098	47.96527	47.96798	56.25875	73.4036
ENSSSCG00000000453	20.5163	21.0752	14.0931	14.314	20.9714	20.6022	17.3099	23.5233
ENSSSCG00000000455	6.9293	13.47075	21.72166	2.711303	5.63105	6.81784	5.2818	6.81504
ENSSSCG00000000456	7.09202	6.73131	15.182	3.84702	6.59176	8.18802	6.3304	6.28612
ENSSSCG00000000457	53.7749	55.48364	68.41034	23.38673	59.4753	68.98868	67.41943	57.63992
ENSSSCG00000000458	62.39358	59.83593	55.29781	30.3353	56.54722	57.13217	51.18046	56.96118
ENSSSCG00000000462	21.2012	16.6964	12.1333	16.131	26.3585	28.2264	25.0537	20.5732
ENSSSCG00000000464	1.634268	2.66663	2.46363	1.10613	0.862224	0.589796	0.644614	3.356994
ENSSSCG00000000466	73.24535	64.08199	50.26802	39.09667502	76.374177	78.736385	77.790864	61.203914
ENSSSCG00000000469	34.884192	36.384045	30.99506	27.55859	41.74101	46.52162	50.8524196425	40.8793
ENSSSCG00000000473	141.475843	82.03371	72.822114	112.2244	156.43299	150.63063	140.55653	97.650973
ENSSSCG00000000475	10.00483	12.555511	17.85211	5.519275	8.121884	6.136197	7.01998	6.16083
ENSSSCG00000000477	11.72426	16.35231	19.179	6.50213	14.03783	13.16289	13.01513	13.98566
ENSSSCG00000000478	13.9317214464461	17.7708696	11.8376720031036	10.485661	15.268931	18.74353	16.798949	17.6689659
ENSSSCG00000000482	0	0.191727	0.251646	0	0.0517498	0	0	0.163786
ENSSSCG00000000483	13.51184	14.624277	11.41677	5.400967	13.311315	15.179097	13.283977	12.984
ENSSSCG00000000486	19.515485	26.74047	24.35316	14.072263	24.63679	26.866346	28.660445	21.459225
ENSSSCG00000000487	15.21065	13.1488	11.13816	14.26402	17.79716	20.31708	16.90391	13.24569
ENSSSCG00000000488	35.2616083585	46.441887	43.157647	18.99621	33.13789	32.046162	33.357178	31.249897
ENSSSCG00000000492	54.1099	24.642	0	58.0246	59.5563	62.2008	69.5496	53.2795
ENSSSCG00000000493	27.50661	33.33227	23.906831	12.715964	19.564371	17.075164	16.972432	19.244098
ENSSSCG00000000496	116.9375	77.4794	73.0225	41.5047	75.766	99.5861	94.3501	111.9029
ENSSSCG00000000499	0.655535	3.605328	3.226067	0.619335	0.338803	0.8246059	0.421270012	0.8813789
ENSSSCG00000000500	60.67105	64.66379	53.41858	46.110028	119.92634	135.560322	133.440549	69.5496640101976
ENSSSCG00000000502	56.49189	53.86761	53.20938	22.65102	48.669301	48.768923	48.504673	57.32133
ENSSSCG00000000504	24.01269	42.86947	56.66647	10.482796	15.581589	18.13693	13.723453	20.530692
ENSSSCG00000000509	32.72816	42.52771	40.16049	19.695984	28.23747	26.044744	27.936649	28.743107
ENSSSCG00000000510	210.626387	130.328145	117.193055	136.007405	231.189645	225.754206	210.0428319	181.343649
