sample_SRR6293978	sample_SRR6293979	sample_SRR6293980	sample_SRR6293981	sample_SRR6293982
ENSSTOG00000015149	25.1656	23.5602	22.2167	23.2649	22.1068
ENSSTOG00000015150	78.030798	69.651649	73.147566	75.9022	66.314
ENSSTOG00000015151	8.96331	7.94585	7.50769	7.53925	7.3053
ENSSTOG00000015152	0.950385	1.00593	0.735999	0.692672	0.88605
ENSSTOG00000015154	163.6998	151.5354	152.9127	151.1514	156.9998
ENSSTOG00000015155	16.3068	22.7607	22.2342	20.8302	20.7133
ENSSTOG00000015156	6.58176	6.49009	5.16162	6.40208	5.99705
ENSSTOG00000015157	6.28559	3.842	4.4677	7.36402	5.77225
ENSSTOG00000015158	98.7434	79.4464	91.1942	90.5174	78.2186
ENSSTOG00000015159	0	0	0.345867	0.0548535	0
ENSSTOG00000015161	9.25828	5.63696	6.25435	6.68068	6.41781
ENSSTOG00000015162	12.06528	8.513035	7.417832	8.602477	11.807904
ENSSTOG00000015163	14.05	15.5379	15.9061	15.6192	15.5341
ENSSTOG00000015164	14.3672	14.4821	15.4845	12.9655	13.0403
ENSSTOG00000015166	15.8766	16.8526	19.5757	14.4376	16.2278
ENSSTOG00000015167	12.2137	12.0197	12.1232	14.1162	10.8834
ENSSTOG00000015168	3.77478	3.81035	4.30974	3.61848	3.53594
ENSSTOG00000015169	24.4341	26.4231	26.5198	23.5303	23.275
ENSSTOG00000015170	80.7711	82.3478	88.4834	86.4094	90.5902
ENSSTOG00000015171	94.3713	87.393	98.6797	92.1569	91.044
ENSSTOG00000015172	156.513	149.303	153.922	151.153	147.955
ENSSTOG00000015173	30.7441	23.3344	25.0377	22.6761	20.956
ENSSTOG00000015174	13.4334	15.7226	16.3865	16.1295	14.8363
ENSSTOG00000015175	16.9968	16.2794	18.151	17.9111	16.7577
ENSSTOG00000015176	20.0939	14.29	16.2252	15.2767	16.3342
ENSSTOG00000015179	23.3266	25.0976	21.5589	19.9273	21.037
ENSSTOG00000015180	16.7469	16.5778	15.7081	18.6589	18.6416
ENSSTOG00000015181	228.1503	222.6065	237.0193	240.9294	231.4097
ENSSTOG00000015182	20.9691	21.4051	24.4328	24.2584	23.163
ENSSTOG00000015183	1.78624	0.715754	0.735859	0.60451	0.750823
ENSSTOG00000015184	16.0512	16.1735	14.9616	16.6993	15.9673
ENSSTOG00000015187	59.42774	58.7544	64.111	59.997326	58.96566
ENSSTOG00000015188	12.235344	9.36216	11.228209	11.40743	10.730136
ENSSTOG00000015189	9.86613	10.2705	11.1031	10.7952	10.4351
ENSSTOG00000015190	14.62245	13.08323	13.5054	15.25036	15.20788
ENSSTOG00000015191	0.0739981	0.0916404	0.126388	0	0
ENSSTOG00000015194	2.33124	3.25391	3.19985	2.96355	3.68162
ENSSTOG00000015195	19.3757	21.3473	18.992	16.084	16.4219
ENSSTOG00000015196	0	0.0851761	0	0.0727263	0
ENSSTOG00000015197	15.1837	14.3605	12.7472	11.7208	12.4652
ENSSTOG00000015199	7.61877	7.01443	7.39907	5.63257	6.12685
ENSSTOG00000015200	12.6723	13.4916	14.385	13.681	12.0644
ENSSTOG00000015201	0	0	0	0	0.105263
ENSSTOG00000015203	34.21033	30.9465	32.476031	34.18825	34.5618
ENSSTOG00000015205	0	0	0	0	0
ENSSTOG00000015207	2.27543	2.26536	2.69481	2.26783	3.44855
ENSSTOG00000015208	13.693	14.4274	17.6361	15.092	14.6893
ENSSTOG00000015210	15.2714	13.8349	13.3979	12.3946	12.9105
ENSSTOG00000015211	16.4019	13.9464	14.6398	16.0398	14.661
ENSSTOG00000015212	4.6491	4.58827	5.4595	5.02767	4.45917
ENSSTOG00000015213	9.57612	8.56881	9.11449	8.89722	8.34244
ENSSTOG00000015214	18.2071	15.4142	15.8548	15.7792	15.7257
ENSSTOG00000015216	15.4745	18.6993	18.5468	18.3627	16.8016
ENSSTOG00000015218	25.32008	24.090775	24.92161	23.122672	25.163864
ENSSTOG00000015220	8.55063	7.12888	8.40529	7.35996	7.02183
ENSSTOG00000015221	2.92399	3.16662	2.78261	3.18203	4.51227
ENSSTOG00000015222	5.71516	6.26007	6.53861	5.5225	5.7014
ENSSTOG00000015223	12.9095	10.7356	9.21033	13.6484	14.9498
ENSSTOG00000015224	154.084	151.087	178.129	161.527	166.99
ENSSTOG00000015225	61.5205	59.8492	62.9293	60.0909	59.431
ENSSTOG00000015226	29.4109	31.433	28.7409	29.4261	29.0044
ENSSTOG00000015232	29.2681	29.392	28.8601	30.8379	27.7855
ENSSTOG00000015233	0.0901827	0.296535	0.229992	0.126641	0.0786975
ENSSTOG00000015234	82.6492	103.454	104.38795	86.2649	81.0153
ENSSTOG00000015235	31.6239	30.0875	34.4266	31.6872	32.4367
ENSSTOG00000015236	95.227	96.613	95.5986	98.0722	96.1391
ENSSTOG00000015239	31.3154	27.9297	27.6973	25.637	25.5049
ENSSTOG00000015240	8.38476	8.42701	5.86172	6.57721	6.72203
ENSSTOG00000015241	0.705917	0.528656	0.765469	0.361487	0.673607
ENSSTOG00000015243	9.8362	9.60034	8.49648	9.34587	9.10987
ENSSTOG00000015244	20.730071	20.710862	22.19705	22.160901019988	20.566253
ENSSTOG00000015246	7.54815	7.99484	8.18901	8.21301	7.49868
ENSSTOG00000015248	0	0.161065	0	0.137544	0
ENSSTOG00000015250	13.6858	14.2834	13.1896	13.061	13.0715
ENSSTOG00000015251	0	0	0.120797	0	0
ENSSTOG00000015253	15.8295	14.8366	10.9834	15.2191	15.4031
ENSSTOG00000015254	6.2405	6.80544	4.79568	6.71668	5.29043
ENSSTOG00000015255	80.3859	81.7613	87.5099	96.1835	94.2651
ENSSTOG00000015256	0.378911	0.651854	0.674336	1.29817	0.732431
ENSSTOG00000015257	11.08485	13.59264	12.58785	11.89742	12.81152
ENSSTOG00000015258	10.435907	8.531651	6.981275	7.987419	9.166904
ENSSTOG00000015259	0	0	0	0.149421	0
ENSSTOG00000015261	34.2826	34.6633	36.4647	33.1801	35.1433
ENSSTOG00000015263	33.985702	35.3083400409063	31.7984000004736	32.05964	33.23693
ENSSTOG00000015264	4.71425	4.28079	4.89929	4.16432	4.79904
ENSSTOG00000015265	7.23548	6.47925	6.33967	6.0023	6.88258
ENSSTOG00000015266	8.08283	8.91528	9.59283	9.55457	8.23908
ENSSTOG00000015267	47.478565	49.367071	47.28764	42.62729	48.53836
ENSSTOG00000015270	0.880043	0.921492	0.884916	0.112471	0.628916
ENSSTOG00000015273	1.31131	0.768065	1.31215	0.675565	1.13789
ENSSTOG00000015274	30.9949	28.4891	32.1454	29.1143	30.1188
ENSSTOG00000015275	3.66232	2.91845	2.92663	3.1888	2.85424
ENSSTOG00000015276	35.4992	30.64321	27.89652	28.79444	32.97481
ENSSTOG00000015280	48.67960856	45.74916	50.11883	44.39516	41.86189
ENSSTOG00000015281	0.896939	0.976122	0.504018	0.804267	0.959799
ENSSTOG00000015282	71.9404	64.7136	64.4299	59.3278	67.1448
ENSSTOG00000015285	102.73191847	99.63086240098	101.947903806	99.1851	103.832765
ENSSTOG00000015286	5.45724	4.76455	7.56947	5.36803	6.23106
ENSSTOG00000015287	0	0	0.85797	0	0
ENSSTOG00000015288	16.624017	15.9832	15.724	16.183014	17.6018
ENSSTOG00000015291	0	0	0	0	0
ENSSTOG00000015292	5.16526	5.87687	5.78863	6.40985	6.35883
ENSSTOG00000015293	11.6478	12.7154	12.8757	11.0233	9.86747
ENSSTOG00000015294	10.5936	9.59102	11.8599	10.8627	11.6414
ENSSTOG00000015295	6.666764	6.729296	7.804972	8.315063	7.3639386
ENSSTOG00000015296	32.3188	29.1946	30.7787	32.0931	31.4155
ENSSTOG00000015300	0	0	0	0	0
ENSSTOG00000015301	12.182112	11.503417	10.1107990039947	13.786184	14.062732
ENSSTOG00000015303	36.984365	26.9077	29.902728	32.068241	33.22154
ENSSTOG00000015308	16.2633	14.7118	11.6774	12.2205	11.9423
ENSSTOG00000015309	40.0563	45.842	47.3834	46.921	42.1086
ENSSTOG00000015310	2.12003	2.12743	2.00652	2.10581	1.39576
ENSSTOG00000015312	11.5195	11.6989	9.15305	11.3062	10.7029
ENSSTOG00000015313	16.96381	17.88116	18.62427	16.65282	15.61971
ENSSTOG00000015317	28.089	26.9877	25.4516	29.4448	26.6475
ENSSTOG00000015318	88.4409	77.262	71.9724	70.1334	70.6068
ENSSTOG00000015319	7.51267	9.69584	9.77975	10.38871	10.41288
ENSSTOG00000015320	0.0998045	0.288095	0.383121	0.246338	0.174827
ENSSTOG00000015322	188.715	205.38	203.153	170.798	149.17
ENSSTOG00000015325	10.6452	10.9635	10.424	10.9117	11.0536
ENSSTOG00000015326	48.5123	45.4753	45.8116	45.7296	49.7385
ENSSTOG00000015328	25.525	21.5797	26.0769	21.122	20.9544
ENSSTOG00000015329	1.1605	0.712302	0.981902	0.506272	0.503839
ENSSTOG00000015331	81.8525	81.1721	98.2374	81.0871	79.0011
ENSSTOG00000015332	10.8945	9.14376	9.14894	10.5912	9.09779
ENSSTOG00000015334	0.0525971	0.0289959	0.0299956	0.0124073	0
ENSSTOG00000015336	13.8972	13.438224	13.0668	12.988542	13.060706
ENSSTOG00000015338	13.56274	14.67168	15.95029	14.5429	12.59237
ENSSTOG00000015341	12.3889	13.3196	13.1317	12.6811	12.0814
ENSSTOG00000015342	10.8688	12.255	11.5433	10.9633	11.9872
ENSSTOG00000015344	19.5606	22.7872	18.6065	18.184	16.9364
ENSSTOG00000015345	5.70242	5.539207	4.842516	5.20702	6.11577
ENSSTOG00000015350	1.863439	2.076105	1.44425	1.67712	1.375860103343
ENSSTOG00000015355	58.7871	56.4528	62.093	57.6109	63.8433
ENSSTOG00000015357	12.4231	15.4306	15.0324	15.3816	12.8685
ENSSTOG00000015360	38.2668	36.4925	34.3071	39.0194	34.3736
ENSSTOG00000015365	28.757	32.7983	33.4796	32.0302	32.5615
ENSSTOG00000015366	10.6752	10.6368	10.7475	8.73653	10.7735
ENSSTOG00000015367	12.98178	14.21419	12.57487	13.14874	12.20496
ENSSTOG00000015369	68.5579	66.3232	67.831	68.6377	69.0305
ENSSTOG00000015371	23.8101	22.2868	24.2073	22.9347	20.934
ENSSTOG00000015372	411.955	429.551	448.183	428.064	449.461
ENSSTOG00000015375	0	0.482532	2.98724	0.408678	2.54216
ENSSTOG00000015377	8.45039	8.36631	8.023953	7.1304	7.63481
ENSSTOG00000015378	0.144474	0.118242	0	0	0.125456
ENSSTOG00000015380	20.54796	18.08654	17.34573	18.52329	21.16452
ENSSTOG00000015381	0.0673617	0.0834443	0.258944	0.166555	0.088629
ENSSTOG00000015383	12.93089	13.6935	13.18531	11.86059	12.65634
ENSSTOG00000015384	21.46469	27.12528	22.10627	25.41385	25.47954
ENSSTOG00000015385	14.9148	17.423	22.4887	20.61	19.9563
ENSSTOG00000015388	0	0	0	0	0
ENSSTOG00000015389	8.71044	12.4907	8.25534	9.557	9.23743
ENSSTOG00000015390	18.8215	22.6723	24.2573	21.4604	22.4654
ENSSTOG00000015391	6.02917	10.5188	9.49874	9.08185	5.65059
ENSSTOG00000015393	123.1593	108.7916	108.1966	119.6046	103.1619
ENSSTOG00000015394	24.5261	23.9245	28.1033	27.7968	28.4308
ENSSTOG00000015395	31.535	27.6497	27.4615	25.2827	27.4061
ENSSTOG00000015398	54.4593	55.5384	57.776	55.2287	53.5568
ENSSTOG00000015400	39.0736	40.3202	42.9513	41.4609	41.4986
ENSSTOG00000015403	61.53768	58.66648	69.81675	61.56286	58.30957
ENSSTOG00000015404	10.1541	10.7741	10.7527	11.7244	10.504
ENSSTOG00000015405	0	0	0.119382	0.0984946	0
ENSSTOG00000015406	30.982265	29.8873	29.2269	29.701594	28.031306
ENSSTOG00000015407	1.62541	2.29293	1.77849	1.63262	2.16389
ENSSTOG00000015409	0	0	0	0	0
ENSSTOG00000015410	2.3675	2.64738	2.5637	2.97539	2.98344
ENSSTOG00000015411	23.1368	20.7751	22.8487	25.1489	27.4608
ENSSTOG00000015412	32.2454100063743	36.0888000355328	41.5695	35.5875	34.46673
ENSSTOG00000015415	46.9895785	43.271058	42.9873031	47.744971	46.90842
ENSSTOG00000015416	70.3962	67.2544	74.6684	72.0747	66.4986
ENSSTOG00000015417	0.374803	0.335385	0.373613	0.353129	0.65766
ENSSTOG00000015419	0	0.591258	0	0	0
ENSSTOG00000015422	0.0964395	0.0792368	0	0.338341	0.0841097
ENSSTOG00000015423	9.302339	7.363858	7.26656	8.59861	8.60486
ENSSTOG00000015427	16.62395	17.402282	16.93857	17.1388500242896	15.0872379
ENSSTOG00000015430	39.921959	36.78224	47.03009	34.966999	38.308531
ENSSTOG00000015433	50.1742	45.8172	48.9457	46.5295	47.4432
ENSSTOG00000015434	1.09947	0.328397	0.0848973	0.232292	0.115433
ENSSTOG00000015436	18.1477	13.9258	11.8166	9.30545	14.2667
ENSSTOG00000015439	51.2255	54.2923	52.235	53.8412	52.1071
ENSSTOG00000015440	1.13666	1.26751	1.14915	1.49914	1.01364
ENSSTOG00000015443	3.66006	4.98874	4.90015	5.53089	3.83762
ENSSTOG00000015446	29.19369	27.4112	30.42993	29.84595	33.33444
ENSSTOG00000015447	10.0473	10.5812	8.87605	9.67084	9.49974
ENSSTOG00000015450	31.0055	28.6536	35.0809	27.8841	24.2325
ENSSTOG00000015451	6.07193	6.79815	6.50792	8.16277	5.96542
ENSSTOG00000015452	26.4868	24.9296	26.1392	26.249	25.6286
ENSSTOG00000015454	2.57404	3.72414	3.53075	3.40432	2.9109
ENSSTOG00000015455	0.800742	1.193134	0.921545	0.525262618	0.946577
ENSSTOG00000015457	0	0	0	0	0
ENSSTOG00000015459	57.6056	58.2161	59.5713	56.9087	58.8755
ENSSTOG00000015460	13.6598	15.4134	13.8901	17.7421	15.3495
ENSSTOG00000015461	19.3958	17.4304	17.8681	17.9878	16.5885
ENSSTOG00000015462	30.5264	31.1964	34.6439	28.2618	28.2669
ENSSTOG00000015463	17.30281	22.595	21.9954	19.88622	21.689
ENSSTOG00000015465	0.659766	1.32989	2.47458	1.13006	1.69088
ENSSTOG00000015470	14.8566	15.4269	15.3836	14.5614	14.895
ENSSTOG00000015471	0	0	0.0186185	0	0
ENSSTOG00000015476	17.2702	17.1559	15.2171	16.478	17.8156
ENSSTOG00000015478	50.1216	51.8943	51.3689	54.9761	49.7614
ENSSTOG00000015482	9.065856	7.240679	7.229606	6.92522	6.766118
ENSSTOG00000015484	6.5132	6.40024	5.41314	5.32241	5.97112
ENSSTOG00000015486	8.88339	7.63276	9.36287	8.399	10.2121
ENSSTOG00000015488	0.759226	0.464317	0.63994	1.05495	0.16415
ENSSTOG00000015489	49.4588	51.028	49.6131	51.8214	51.6514
ENSSTOG00000015490	16.86232	18.82476	21.7699	18.4311	16.9999
ENSSTOG00000015491	36.0395	29.2479	28.8846	28.1351	21.3263
ENSSTOG00000015493	54.6241	57.4075	55.9619	56.6503	55.1645
ENSSTOG00000015494	0	0	0	0	0
ENSSTOG00000015498	0.830701	0.901615	0.530037	0.797422	0.334981
ENSSTOG00000015500	223.584	240.284	239.66	221.946	225.36
ENSSTOG00000015501	4.042061	4.02573360809	3.74681	4.10711	3.42443
ENSSTOG00000015502	3.291366	2.854823	2.97648	2.61201	2.914134
ENSSTOG00000015504	1.18948	0.433101	0.447796	0.18476	0.574475
ENSSTOG00000015505	50.11106	47.60624	47.100027	46.05109	42.2111
ENSSTOG00000015506	0.459964	0.28426	0.508134	0.340193	0.362171
ENSSTOG00000015507	1144.254	1147.775	1119.386	1062.799	1024.376
ENSSTOG00000015509	22.5878	25.8139	25.9781	26.0675	22.899
ENSSTOG00000015510	14.6802	16.00935	14.28143	15.56926	13.47075
ENSSTOG00000015511	41.78928	42.0015577892	46.87584034307	41.25941	42.62031
ENSSTOG00000015512	27.5412	28.69389	29.47516	26.12735	26.78585
ENSSTOG00000015517	1.79395	2.23758	2.00816	1.94192	1.11834
ENSSTOG00000015519	0.541552	0.148392	0.230184	0.190121	0.0787633
ENSSTOG00000015520	17.2167	14.9259	15.4147	15.7296	16.026
ENSSTOG00000015522	30.4144	40.5721	31.5225	40.1438	33.6064
ENSSTOG00000015523	0.708673	0.191964	0.793637	0.163362	0.203485
ENSSTOG00000015524	72.5064	73.7821	74.4642	70.987	73.3046
ENSSTOG00000015525	165.791	147.066	179.681	136.73	142.712
ENSSTOG00000015527	15.708	18.7777	19.6172	18.2024	17.2011
ENSSTOG00000015529	11.00102	12.23548	10.14077	12.27281	10.74731
ENSSTOG00000015532	23.155878	25.49	24.596763705	24.2796619	25.17841
ENSSTOG00000015533	47.9121	47.0114	49.1906	52.9009	51.0289
ENSSTOG00000015535	11.601360340872	10.3114226	9.8101060959391	9.250604	9.517012
ENSSTOG00000015538	15.89187	14.56482	12.33347	13.3659	13.18533
ENSSTOG00000015539	3.058852	4.40813	1.45794	3.100637	2.80413
ENSSTOG00000015540	10.9437	11.0092	10.457	10.0304	10.1255
ENSSTOG00000015541	0.0476368	0.0392953	0.121933	0	0
ENSSTOG00000015542	11.1353	9.76527	10.9846	10.3879	10.8
ENSSTOG00000015543	7.397637	7.390678	8.973998	7.706644	6.430315
ENSSTOG00000015544	54.2022	53.5822	53.7945	56.1726	51.6579
ENSSTOG00000015545	0.569853	0.475616	0.327563	0.452565	0.572155
ENSSTOG00000015547	107.8357	105.7843	101.9113	114.633	106.425
ENSSTOG00000015550	36.1818	36.161	37.2905	37.0159	39.7303
ENSSTOG00000015554	56.9816	54.5232	48.2051	53.5895	56.8456
ENSSTOG00000015557	0.12699	0.208159	0	0.177624	0
ENSSTOG00000015558	52.3068	43.6763	36.855	43.0715	43.7092
ENSSTOG00000015559	12.2434	11.3903	13.3937	12.235	13.536
ENSSTOG00000015560	1.73439	1.0340123	2.38984	1.01359	1.976618
ENSSTOG00000015561	48.746	46.793106	46.53902	49.913182	46.030034
ENSSTOG00000015562	4.56971	4.79277	4.37796	3.88829	3.56123
ENSSTOG00000015564	0	0	0	0	0
ENSSTOG00000015567	6.17202	6.14912	7.00413	6.24726	6.25134
ENSSTOG00000015570	0.0803643	0	0	0	0
ENSSTOG00000015571	9.91158	9.78592	9.37825	9.42004	9.28122
ENSSTOG00000015573	9.39655	8.81865	6.99762	6.90088	7.8781
ENSSTOG00000015575	38.316	40.2985	41.8843	41.9474	41.3972
ENSSTOG00000015577	3.18748	2.71552	3.0568	2.42384	3.30269
ENSSTOG00000015580	188.771	217.715	205.873	193.794	185.723
ENSSTOG00000015581	1.31253	0.960416	0.496636	0.769413	0.764781
ENSSTOG00000015582	16.6401	18.1614	17.6473	17.1443	15.597
ENSSTOG00000015584	24.42094	25.31397	19.50115	19.61933	20.25174
ENSSTOG00000015586	0	0.238329	0.369724	0.101831	0.253043
ENSSTOG00000015587	3.42613	2.54301	1.77695	1.99633	4.15905
ENSSTOG00000015589	115.449	112.635	115.209	106.248	111.114
ENSSTOG00000015590	30.7592262376	27.44063	31.60058	32.00637	30.20519
ENSSTOG00000015591	1.59759	1.45054	1.46629	0.930469	1.54057
ENSSTOG00000015593	12.2765	10.5538	12.8317	11.4175	11.8022
ENSSTOG00000015594	10.7973	9.53691	8.94998	9.96101	10.1883
ENSSTOG00000015596	25.69643	25.34123	29.82025	24.81167	21.86658
ENSSTOG00000015598	4.09304	2.94793	3.31422	2.66664	3.53889
ENSSTOG00000015599	6.22922	8.18052	6.74155	5.66269	9.30858
ENSSTOG00000015600	0	0.136508	0	0	0.144921
ENSSTOG00000015601	9.37757	8.43644	9.06692	8.86421	8.65832
ENSSTOG00000015602	24.8836	22.5586	21.3127	21.1514	21.5306
ENSSTOG00000015603	51.0697	52.8438	52.5124	51.8422	46.1052
ENSSTOG00000015604	16.24659	15.44041	14.55338	13.94581	12.95316
ENSSTOG00000015606	26.5983	26.828	29.4865	27.0841	27.5199
ENSSTOG00000015609	20.2642333	19.26295537	19.24974	19.46167	21.01227
ENSSTOG00000015610	21.4285	22.0383	19.2259	19.0001	20.4399
ENSSTOG00000015611	15.5233	14.1733	13.4641	14.4141	14.602
ENSSTOG00000015614	0	0.0456267	0	0.0609802	0
ENSSTOG00000015617	1.28192	2.03327	1.43008	1.84291	2.02973
ENSSTOG00000015618	125.697	127.329	120.015	110.254	124.13
ENSSTOG00000015620	5.72391	5.88499	7.07461	6.46708	6.44899
ENSSTOG00000015621	14.5499	15.7715	16.7076	18.2213	16.698
ENSSTOG00000015624	4.32768	4.63332	5.865	5.42503	5.00798
ENSSTOG00000015625	59.4998	69.5914	65.7885	67.0915	64.845
ENSSTOG00000015626	37.8425	37.2114	36.6858	32.5464	33.5771
ENSSTOG00000015627	248.983	244.744	267.591	262.68	264.986
ENSSTOG00000015628	6.37719	6.092	7.87526	5.70282	5.23754
ENSSTOG00000015631	26.6508	26.57316	27.95128	29.31446	26.39802
ENSSTOG00000015632	25.3145	25.1025	26.2375	26.4879	27.8197
ENSSTOG00000015633	12.0107	11.2751	9.99005	10.5175	10.1532
ENSSTOG00000015637	8.40805	7.24164	7.74958	7.83705	8.75908
ENSSTOG00000015641	10.4693	9.41108	12.6184	10.1672	11.0639
ENSSTOG00000015642	15.2718	16.1494	16.1205	15.9598	17.1553
ENSSTOG00000015644	0	0	0	0	0
ENSSTOG00000015647	57.1356	46.8495	52.0835	49.2513	49.2385
ENSSTOG00000015648	0	0	0	0	0
ENSSTOG00000015649	35.6698	25.11851	28.95729	29.7607	24.57752
ENSSTOG00000015651	10.35829	10.339614	9.783964	9.551516	9.092306
ENSSTOG00000015652	0.375616	0.459503	0	0.130508	0
ENSSTOG00000015653	14.04671	12.29917	11.97301	14.99345	12.82877
ENSSTOG00000015654	14.3688	10.5378	12.7487	12.1234	12.2066
ENSSTOG00000015655	101.7221	104.2603	96.1309	115.9921	98.1184
ENSSTOG00000015657	53.7526	52.1213	56.2082	50.5403	48.9843
ENSSTOG00000015658	0.732483	0.805549	0.58324	0.68881	0.684381
ENSSTOG00000015660	14.3411	14.7003	14.46	13.8564	13.8167
ENSSTOG00000015661	4.5641	4.03231	4.41398	2.77209	4.20106
ENSSTOG00000015665	3.64379	2.09764	2.12047	3.34177	3.59425
ENSSTOG00000015668	1121.08	866.534	909.34	931.949	992.863
ENSSTOG00000015669	26.8463	28.5629	31.7668	31.5619	24.7755
ENSSTOG00000015672	62.0546	55.0323	73.3241	57.0887	60.1842
ENSSTOG00000015673	1.34418	1.27921	1.14773	1.88077	1.90441
ENSSTOG00000015674	1.158416	1.38933	1.0522	1.6373791	2.032303
ENSSTOG00000015675	25.67212	27.90464	35.6	31.4454	28.04215
ENSSTOG00000015677	18.4857	17.6577	18.2863	15.5296	14.2032
ENSSTOG00000015679	132.7112	139.1552	136.5899	124.2308	126.9343
ENSSTOG00000015680	10.7259	11.8463	11.3246	10.1011	9.50264
ENSSTOG00000015681	89.3001	92.9866	95.919	90.8174	92.6456
ENSSTOG00000015682	75.27	78.226	89.7116	86.0371	85.4099
ENSSTOG00000015683	20.8787458	17.01599894	18.39511626	20.37595894	22.99648856
ENSSTOG00000015685	66.2725	67.9484	52.1122	73.6904	56.5733
ENSSTOG00000015686	126.25895	128.216645	135.40813	121.57971	126.14242
ENSSTOG00000015687	35.5648	33.8109	39.9041	33.1587	30.1431
ENSSTOG00000015688	4.38599	2.83302	4.6983	2.58881	3.26765
ENSSTOG00000015689	38.5141	38.1823	40.375966	39.73182	39.7446
ENSSTOG00000015690	9.03974	10.0446	10.5442	10.3729	8.82868
ENSSTOG00000015691	13.46586	13.788	13.5331	11.31	11.920758
ENSSTOG00000015692	39.8473	39.2146	42.1594	41.4244	38.3141
ENSSTOG00000015693	15.65898	16.442895	16.2035	15.3693	15.034425
ENSSTOG00000015694	52.5046	48.8787	52.2439	50.8624	47.2085
ENSSTOG00000015696	63.7803	66.2132	69.5699	58.7535	60.2612
ENSSTOG00000015697	0	0	0	0	0
ENSSTOG00000015698	51.858	44.7041	43.012	43.7658	44.3866
ENSSTOG00000015699	29.3438	28.6323	32.6468	30.0405	25.4005
ENSSTOG00000015700	304.331	337.164	317.865	306.129	324.985
ENSSTOG00000015701	13.0069	14.709	11.9908	11.0366	11.1531
ENSSTOG00000015702	2.55117	1.98417	2.4313	2.19327	2.01013
ENSSTOG00000015704	1.35702	0.525396	0.882949	0.561108	0.627519
ENSSTOG00000015705	24.8723	27.7888	27.1709	24.2359	23.2065
ENSSTOG00000015706	10.90106	21.1475300031887	17.143954	8.083232	7.462493
ENSSTOG00000015708	0.183935	0.150056	0	0.127869	0.318312
ENSSTOG00000015710	2.520423	2.300604	1.717521	1.935861	1.592458
ENSSTOG00000015711	80.0536	72.8749	74.0137	69.2459	67.6913
ENSSTOG00000015712	96.4798	82.9087	115.426	101.072	73.4655
ENSSTOG00000015713	8.59085	9.40654	10.5668	10.2338	12.2439
ENSSTOG00000015714	1.36953	1.69791	2.0996	1.621101	1.53408
ENSSTOG00000015716	13.96218	14.09253	14.90936	15.05445	14.71134
ENSSTOG00000015718	29.1817	33.811	30.141	26.9049	24.2837
ENSSTOG00000015719	1.46935	0.854429	0.529877	0.436524	0.362375
ENSSTOG00000015721	55.9127	53.1032	59.3895	56.7354	55.0602
ENSSTOG00000015723	17.7279	14.7578	14.8549	15.1491	14.5387
ENSSTOG00000015724	112.02028	86.27806	89.218830211645	97.34854529133	107.40834845344
ENSSTOG00000015729	0.371692	0.840063	0.315899	0.456579	0.810686
ENSSTOG00000015730	0.3850824	0.238009	0.30769	0.355932	0.126352
ENSSTOG00000015733	10.6273	12.51339	12.14747	12.18446	11.64123
ENSSTOG00000015734	6.723472	5.60852	6.3497	4.41841	4.756959
ENSSTOG00000015735	15.4542	17.1094	17.5171	16.5697	15.2104
ENSSTOG00000015736	19.8647	20.1282	21.9982	20.8543	22.2307
ENSSTOG00000015737	28.4289	31.6534	36.7817	31.1737	28.30831
ENSSTOG00000015738	0.270872	0.186238	0.154108	0.127412	0.499828
ENSSTOG00000015739	31.5816	28.7573	29.6632	29.9046	27.2901
ENSSTOG00000015740	24.49999	24.8777	26.8315	24.30064	22.93749
ENSSTOG00000015741	12.69714	12.41036	11.3983	11.614256	11.2624
ENSSTOG00000015742	14.4227	13.4694	15.4993	15.8397	15.3534
ENSSTOG00000015747	0.869833	0.126585	0.130928	0.469012	0.851372
ENSSTOG00000015748	21.8126	20.7287	23.5974	17.826	17.6775
ENSSTOG00000015749	3.84858	3.92235	4.77911	5.92422	4.27891
ENSSTOG00000015751	7.91177	8.70592	9.11225	8.53888	9.28281
ENSSTOG00000015753	6.26792	6.41504	6.81939	6.28447	6.95423
ENSSTOG00000015756	248.78	243.719	257.436	247.527	235.813
ENSSTOG00000015760	10.6546	13.2116	13.865	13.0673	11.7628
ENSSTOG00000015761	0.0551823	0.0760473	0.0629351	0.13016	0.0807843
ENSSTOG00000015762	0.476308	0.750353	0.25871	0.336133	0.341529
ENSSTOG00000015763	23.1647	21.9643	24.3365	18.6826	21.7053
ENSSTOG00000015765	3.10811	5.86087	5.12842	5.19838	4.38702
ENSSTOG00000015767	417.44451	387.163000087894	460.521	408.31500233625	421.35366
ENSSTOG00000015769	41.3357	36.8141	38.8412	42.875932	40.3654
ENSSTOG00000015771	6.64988	7.77286	6.72516	7.53252	8.05233
ENSSTOG00000015774	4.99144	6.7089	5.62381	8.33045	5.93872
ENSSTOG00000015775	0.0949004	0.233946	0.161283	0.133199	0.165558
ENSSTOG00000015776	4.29103	5.67012	3.9777	4.91485	5.12285
ENSSTOG00000015779	24.67	24.1335	24.2072	22.8403	22.3526
ENSSTOG00000015780	3.50322	2.40477	2.32132	2.10107	2.3832
ENSSTOG00000015781	132.748	124.706	131.355	117.627	120.7
ENSSTOG00000015783	49.6404	44.7394	46.6342	51.3114	49.5566
ENSSTOG00000015785	9.24884	8.14084	7.79001	7.2954	7.70713
