sample_SRR8750645	sample_SRR8750677	sample_SRR8750709
ENSPTRG00000043032	2.83293	1.47159	0.487441
ENSPTRG00000043035	52.069404	64.934803	37.45258
ENSPTRG00000043036	1.69216	0.516773	0
ENSPTRG00000043037	0	0	0
ENSPTRG00000043038	0	0	0
ENSPTRG00000043039	3.68934	1.18467	2.81992
ENSPTRG00000043040	3.67984	2.14682	1.26376
ENSPTRG00000043041	1.48512	0	0
ENSPTRG00000043042	2.18457	2.00795	2.66825
ENSPTRG00000043043	0.822577	0.8914	0.798031
ENSPTRG00000043045	0	0	0
ENSPTRG00000043046	0	0	0
ENSPTRG00000043047	0.194651	0	0
ENSPTRG00000043048	1.600042	1.45546	3.86587
ENSPTRG00000043051	0.722232	0.391662	0
ENSPTRG00000043052	0	0	0
ENSPTRG00000043053	0.115354	0	0.190506
ENSPTRG00000043054	0	0.955021	0
ENSPTRG00000043055	1.281549	0	0.138754
ENSPTRG00000043056	30.93955	16.65314	34.1539
ENSPTRG00000043057	0	0	0
ENSPTRG00000043059	9.19515	4.42756	5.05789
ENSPTRG00000043063	15.7048700005917	14.4964606227747	9.61087798329
ENSPTRG00000043064	11.038	9.73257	9.07259
ENSPTRG00000043065	32.5463	8.2316	4.9388
ENSPTRG00000043066	0	0	0
ENSPTRG00000043067	0	0	0.631904
ENSPTRG00000043068	7.36583	6.60269	4.52887
ENSPTRG00000043069	4.82706	3.22367	2.43165
ENSPTRG00000043071	40.0951	28.0179	10.1787
ENSPTRG00000043073	0	0.203611	0
ENSPTRG00000043076	0.260767	0.0535268	0.0636408
ENSPTRG00000043077	2.2687	3.5717	1.3301
ENSPTRG00000043078	0	0	1.89537
ENSPTRG00000043079	0.924709	0.335276	1.07636
ENSPTRG00000043080	0.381026	0.932597	0
ENSPTRG00000043081	0	0.63044	0
ENSPTRG00000043084	5.39327	2.43371	5.92602
ENSPTRG00000043085	0	0.578576	0.44957
ENSPTRG00000043086	24.5226	15.7429	6.38774
ENSPTRG00000043088	2.95747	0.925867	0.522251
ENSPTRG00000043089	509.713	444.344	218.094
ENSPTRG00000043090	9.58802	7.01403	3.93624
ENSPTRG00000043091	0.194196	0	0.0602989
ENSPTRG00000043092	27.9883936	23.63	14.760726
ENSPTRG00000043094	0	0	0
ENSPTRG00000043095	0	0	0
ENSPTRG00000043097	18.8742	14.0591	17.5459
ENSPTRG00000043099	0	0	0
ENSPTRG00000043102	0	0	0
ENSPTRG00000043104	0	0	0
ENSPTRG00000043105	0.252969	0	0
ENSPTRG00000043106	83.5472	81.4659	58.396
ENSPTRG00000043107	8.46807	6.57871	5.88081
ENSPTRG00000043108	0.0618309	0.050466	0.058588
ENSPTRG00000043109	0	0	0
ENSPTRG00000043110	0	0.167763	0.397253
ENSPTRG00000043111	17.37834	15.92252	4.96568
ENSPTRG00000043112	60.9544	87.6951	121.259
ENSPTRG00000043113	28.5997	23.7	17.1692
ENSPTRG00000043114	95.47731	98.352931	64.829177
ENSPTRG00000043117	0	0	0
ENSPTRG00000043118	69.6632130749304	45.0155472	71.28330168361
ENSPTRG00000043119	0	0	0
ENSPTRG00000043122	0	1.18467	0
ENSPTRG00000043123	3.71913	3.70762	5.99137
ENSPTRG00000043124	0	0	0
ENSPTRG00000043128	0	0.0654715	0
ENSPTRG00000043129	0	0	1.25292
ENSPTRG00000043130	0	0.040475	0
ENSPTRG00000043131	0	0	0
ENSPTRG00000043132	17.24375	16.41665	15.98765
ENSPTRG00000043133	1.23472	1.2445	1.2487
ENSPTRG00000043134	3.75875	1.53219	3.829
ENSPTRG00000043136	1.17328	0	21.7329
ENSPTRG00000043137	0.918751	1.13097	0.499113
ENSPTRG00000043138	0	0	0
ENSPTRG00000043139	0	0	0
ENSPTRG00000043140	4.42294	3.6833	2.93028
ENSPTRG00000043143	18.56929	13.0975	12.61664
ENSPTRG00000043145	0.714209	0.3500794	0.198568
ENSPTRG00000043146	1.45358	2.2314521	1.78296
ENSPTRG00000043147	1.6079	1.129102	1.861405
ENSPTRG00000043148	0	0	0
ENSPTRG00000043149	0.778122	0.474653	0.460496
ENSPTRG00000043153	1.49299	1.72058	1.90664
ENSPTRG00000043155	0	0	0.364216
ENSPTRG00000043157	0	0	0
ENSPTRG00000043159	0	0.300638	0
ENSPTRG00000043160	4.34686	3.683933	3.549281
ENSPTRG00000043161	0	0	0
ENSPTRG00000043162	36.6416	36.9784	54.1159
ENSPTRG00000043163	0	0	0
ENSPTRG00000043164	0	0.347388	0
ENSPTRG00000043167	0.684152	0.279844	0
ENSPTRG00000043169	31.5307	26.9532	45.6175
ENSPTRG00000043173	0	0.583187	0.41654020704
ENSPTRG00000043174	0.730971	0.1491	0.260687
ENSPTRG00000043176	0.664351	0.81288	0.527773
ENSPTRG00000043177	14.4221	1.77242	4.13236
ENSPTRG00000043179	0	0.619278	0
ENSPTRG00000043182	5.19362	2.89894	3.82263
ENSPTRG00000043183	0	0	0
ENSPTRG00000043184	3.375411	1.67251	0.8096
ENSPTRG00000043187	13.34398	3.549842	14.18802
ENSPTRG00000043188	0	0	0
ENSPTRG00000043189	3.12039	1.236	9.89936
ENSPTRG00000043190	0	0	0.904913
ENSPTRG00000043191	0.401385	0.490538	1.74075
ENSPTRG00000043192	0	0	0
ENSPTRG00000043193	6.86749	9.38009	4.47794
ENSPTRG00000043195	10.2938	10.3844	17.2846
ENSPTRG00000043196	0	0	1.39527
ENSPTRG00000043198	0	0	0
ENSPTRG00000043199	3.35329	0	3.00941
ENSPTRG00000043201	1.5279	0	3.88935
ENSPTRG00000043203	0.182071	0.148375	0
ENSPTRG00000043204	0	0	0
ENSPTRG00000043205	39.57101	29.5295994	28.08152
ENSPTRG00000043206	1.36224	0	1.33266
ENSPTRG00000043208	9.49963	5.38447	5.09686
ENSPTRG00000043209	0	0.164065	0.0635475
ENSPTRG00000043210	0	0	0
ENSPTRG00000043211	0	0.104884	0.040501
ENSPTRG00000043212	2.5582	2.57052	1.04131
ENSPTRG00000043213	24.766844	21.745438	16.47951
ENSPTRG00000043214	0	0	0
ENSPTRG00000043215	0	0	0
ENSPTRG00000043216	0.331421	0	0
ENSPTRG00000043218	0	0.228681	0
ENSPTRG00000043221	0	0	0
ENSPTRG00000043223	0.2906	0	0.0920484
ENSPTRG00000043224	0	0	0
ENSPTRG00000043225	0	0	1.82782
ENSPTRG00000043226	0	0	0
ENSPTRG00000043228	0	0	0.0345874
ENSPTRG00000043229	0	0	0
ENSPTRG00000043230	0.32997000727886	0	0.127615
ENSPTRG00000043231	0	0.802866	0
ENSPTRG00000043232	24.1861	22.6191	27.6423
ENSPTRG00000043233	0.931061	0.127675	0
ENSPTRG00000043234	0	0	0
ENSPTRG00000043235	7.69415	8.50252	8.29854
ENSPTRG00000043237	565.73939	623.13495	788.13707
ENSPTRG00000043238	0.351301	0	1.03395
ENSPTRG00000043239	0.210463	0	0.815737
ENSPTRG00000043240	0.888165	3.42291	2.05462e-09
ENSPTRG00000043241	0.962278	3.13299	1.22602
ENSPTRG00000043245	0	0	0
ENSPTRG00000043246	0	0.0687486	0
ENSPTRG00000043247	10.0354	3.63389	4.55697
ENSPTRG00000043249	0.221105	0	0
ENSPTRG00000043250	0.175729	0.179325	0.498437
ENSPTRG00000043252	0.405127	0	0
ENSPTRG00000043253	0	0	0
ENSPTRG00000043254	12.437	8.7374	7.92689
ENSPTRG00000043255	376.367	31.9984	53.9764
ENSPTRG00000043256	6.5713700005721	3.3843998	5.2410980591423
ENSPTRG00000043258	19.7856	16.0188	17.5785
ENSPTRG00000043259	36.2424	32.7995	21.68918
ENSPTRG00000043260	0	0	0
ENSPTRG00000043262	10.5652	9.98709	5.09488
ENSPTRG00000043266	0	0	0
ENSPTRG00000043267	0	0	0
ENSPTRG00000043268	10.3593	5.18967	8.62291
ENSPTRG00000043269	0.440216	0.178371	1.19899
ENSPTRG00000043270	1.26119	1.20648	0.477429
ENSPTRG00000043271	0	0	0
ENSPTRG00000043272	0	0	0
ENSPTRG00000043273	0.47764	1.19271	0.0041105030735
ENSPTRG00000043274	2.21121	3.05047	2.73674
ENSPTRG00000043275	1.06038	0.0835716	2.33504
ENSPTRG00000043276	0.0514232	0.124392	0.0481335
ENSPTRG00000043277	30.4409	25.0031	33.4931
ENSPTRG00000043278	0	0	0
ENSPTRG00000043279	16.2862	19.2277	0
ENSPTRG00000043281	0.782839	0.674186	0.589959
ENSPTRG00000043283	0.428793	0	0
ENSPTRG00000043284	0	0	0
ENSPTRG00000043287	0	0	0
ENSPTRG00000043288	0	0	0
ENSPTRG00000043289	94.60462	77.524232	71.183073
ENSPTRG00000043290	0	0	0
ENSPTRG00000043291	1.27265	0.180234	0.0725691
ENSPTRG00000043293	0	0	0
ENSPTRG00000043296	0	0	1.53133
ENSPTRG00000043297	460.53	449.982	677.034
ENSPTRG00000043298	0	0	0
ENSPTRG00000043299	1.30027e-05	0	0
ENSPTRG00000043300	1.73568	3.05594	12.77666
ENSPTRG00000043301	34.7763	50.1455	33.3449
ENSPTRG00000043303	0	0	0.246182
ENSPTRG00000043304	0.641686	0.0493808	0
ENSPTRG00000043305	3.112	5.18156	3.8336
ENSPTRG00000043306	0	0	0
ENSPTRG00000043307	0.203252	0.0235891	0.110496
ENSPTRG00000043308	0	0	0
ENSPTRG00000043309	0	0	0
ENSPTRG00000043310	0	0	0.561939
ENSPTRG00000043312	0	0.16302	0
ENSPTRG00000043313	17.6991	24.4563	27.1172
ENSPTRG00000043316	3.721400245687	4.43874	1.28998
ENSPTRG00000043318	4.64845	1.25362	5.0124
ENSPTRG00000043319	0	0.15174	0
ENSPTRG00000043320	8.42961	7.36254	1.88811
ENSPTRG00000043322	0.178324	0	2.0995
ENSPTRG00000043323	2.5373	1.91221	3.24018
ENSPTRG00000043324	0.390382	0.95612	0.621411
ENSPTRG00000043325	0.153933	0.0837702	0
ENSPTRG00000043326	0	0	0
ENSPTRG00000043327	0	0.490861	0
ENSPTRG00000043329	0	0	0
ENSPTRG00000043330	0	0	0
ENSPTRG00000043331	0	0	0
ENSPTRG00000043332	0	0	0
ENSPTRG00000043334	27.4728	28.4851	33.21265
ENSPTRG00000043336	0	0.3241277	0.814377
ENSPTRG00000043339	9.56699	6.11421	8.48118
ENSPTRG00000043340	2.81818	0	5.44567
ENSPTRG00000043341	6.0119	5.80495	3.6571
ENSPTRG00000043343	3.64084	3.38991	1.60972
ENSPTRG00000043344	4.16568	0.306942	1.47372
ENSPTRG00000043345	0	0.342809	0
ENSPTRG00000043346	0.768396	0.0339932	0.545481
ENSPTRG00000043348	0	0	0
ENSPTRG00000043349	28.5339	27.9353	14.0834
ENSPTRG00000043350	0	0	0
ENSPTRG00000043352	0	0	0
ENSPTRG00000043354	5.57431	2.43172	3.33947
ENSPTRG00000043355	9.54445	8.59999	11.95565
ENSPTRG00000043358	113.535	108.238	66.465
ENSPTRG00000043359	91.7575	81.4848	226.746
ENSPTRG00000043360	16.85232	13.05248	7.761221
ENSPTRG00000043362	0	0	0
ENSPTRG00000043363	161.03615	131.14944	58.320648
ENSPTRG00000043365	1.44253	1.7248	1.07568
ENSPTRG00000043366	2.17876	2.15094	1.03332
ENSPTRG00000043367	5.85844	1.54177	0
ENSPTRG00000043368	0.160971	0.112667	0.93249
ENSPTRG00000043370	0	0	0
ENSPTRG00000043372	3.856692	1.59536	2.2507
ENSPTRG00000043373	0	0.786716	1.41622
ENSPTRG00000043374	13.4231	9.91253	9.67226
ENSPTRG00000043375	1.40587	0	2.51488
ENSPTRG00000043376	0	0	0
ENSPTRG00000043378	802.497	846.219	1147.29
ENSPTRG00000043380	3.68443	1.65954	0
ENSPTRG00000043382	215.546	242.889	67.5314
ENSPTRG00000043384	0	0.118801	0
ENSPTRG00000043386	0	0	0
ENSPTRG00000043387	0.776399	0.498342	0.567086
ENSPTRG00000043390	1.87926	5.91276	1.6653
ENSPTRG00000043391	0.609249	0.0619795	1.84863
ENSPTRG00000043394	299.259	254.767	78.7781
ENSPTRG00000043395	0	0	0
ENSPTRG00000043397	0	0	0
ENSPTRG00000043398	0	0	0.475705
ENSPTRG00000043400	0	0	0.578526
ENSPTRG00000043403	1.04416	0	0
ENSPTRG00000043404	4.04606	2.83272	0.378317
ENSPTRG00000043406	6.01393	3.68834	3.90795
ENSPTRG00000043410	0	0	0
ENSPTRG00000043412	0	0	0
ENSPTRG00000043413	0	0	0
ENSPTRG00000043415	1.21665	0	0
ENSPTRG00000043416	0.179122	0	0.275689
ENSPTRG00000043417	74.7661	59.6211	48.5962
ENSPTRG00000043418	0.631615	0	0.609201
ENSPTRG00000043419	0	0	0
ENSPTRG00000043420	7.31198	0	0
ENSPTRG00000043422	7.69212	0.617821	4.40953
ENSPTRG00000043423	10.2168	10.4168	17.6621
ENSPTRG00000043424	4.91426	5.59817	4.40975
ENSPTRG00000043425	0	0	0
ENSPTRG00000043426	0	0	0
ENSPTRG00000043428	44.2894	43.5485	29.6089
ENSPTRG00000043429	0	0	0
ENSPTRG00000043430	16.61065	10.57205	12.6107
ENSPTRG00000043432	0	0	0
ENSPTRG00000043433	4.28793	2.08433	2.92203
ENSPTRG00000043434	81.3814	0	0
ENSPTRG00000043435	31.48274	35.01323	44.127753
ENSPTRG00000043437	0	0	0
ENSPTRG00000043438	58.7318	58.3177	43.8856
ENSPTRG00000043439	0	0	0.168196
ENSPTRG00000043441	0	0	0
ENSPTRG00000043442	1.39543	1.13101	0
ENSPTRG00000043443	0	0.165409	0
ENSPTRG00000043444	20.3697	13.9645	55.74283
ENSPTRG00000043446	24.919175	17.642394	38.314695
ENSPTRG00000043448	0	0	0
ENSPTRG00000043450	77.9827	78.3285	71.676
ENSPTRG00000043451	0	0	0
ENSPTRG00000043454	0	0	0.145555
ENSPTRG00000043455	0	0	0
ENSPTRG00000043458	0	0	0
ENSPTRG00000043459	0	1.53046	0.609201
ENSPTRG00000043460	0.00615682	0	0.992878
ENSPTRG00000043461	0	0.342809	0
ENSPTRG00000043462	39.6751	28.623	0.0241264
ENSPTRG00000043463	24.538	24.7269	13.1273
ENSPTRG00000043464	0	0.029675	0
ENSPTRG00000043466	21.0411	21.8287	18.9052
ENSPTRG00000043468	0	0	0
ENSPTRG00000043469	1.04427	0.713762	0.558622
ENSPTRG00000043470	1.02668	1.37914	0.774881
ENSPTRG00000043471	0	0	0
ENSPTRG00000043472	30.704	3.27109	11.8039
ENSPTRG00000043473	0	0.0809071	0
ENSPTRG00000043474	0	0	0
ENSPTRG00000043475	2.11302	0	0
ENSPTRG00000043476	3.7114	3.82123	2.06521
ENSPTRG00000043477	0	0	0
ENSPTRG00000043478	1.056603	0.330422	0.779977
ENSPTRG00000043479	1.85801	0.62071	1.95143
ENSPTRG00000043480	0	0	0
ENSPTRG00000043483	0	0	3.33061
ENSPTRG00000043484	5.69881	4.32636	3.92316
ENSPTRG00000043485	0.624936	0.532614	1.29596
ENSPTRG00000043489	0.139855	0	0
ENSPTRG00000043490	12.2289	12.5492	9.06817
ENSPTRG00000043491	3.57056	1.82923	8.21496
ENSPTRG00000043492	0.465144	0.754009	0.452536
ENSPTRG00000043495	0.532598	0	1.03237
ENSPTRG00000043496	4.07828	4.92407	3.44756
ENSPTRG00000043498	27.7347	25.841425	28.0673
ENSPTRG00000043499	0	0	0
ENSPTRG00000043500	22.0011	2.95765	26.4385
ENSPTRG00000043503	32.4015	28.2659	32.172
ENSPTRG00000043504	0	0	0.0682061
ENSPTRG00000043505	7.13403	4.94208	6.98718
ENSPTRG00000043509	0.752219	0.340998	0.555866
ENSPTRG00000043511	6.70534	3.28134	23.1604
ENSPTRG00000043512	0	0	0
ENSPTRG00000043513	13.2585	13.1283	10.09
ENSPTRG00000043514	0	0	0
ENSPTRG00000043515	6.46052	7.60129	5.78724
ENSPTRG00000043516	0	0	0
ENSPTRG00000043517	0.238997	0.0489939	0.105189
ENSPTRG00000043518	0.21522	1.88854	0.0570028
ENSPTRG00000043519	1.17484	1.61955	1.63454
ENSPTRG00000043520	0	0.864791	0.774335
ENSPTRG00000043521	0	0.051851948195	0.107147
ENSPTRG00000043522	3.83533	2.67985	2.46662
ENSPTRG00000043523	0	0	0
ENSPTRG00000043525	0.116916	0.0957677	0.223968
ENSPTRG00000043526	0	0	0
ENSPTRG00000043527	2.05442	0.597946	1.49964
ENSPTRG00000043529	0	0	0
ENSPTRG00000043531	0	0	0
ENSPTRG00000043532	21.4464	20.5136	18.0882
ENSPTRG00000043533	18.3336	16.8448	10.5515
ENSPTRG00000043536	0	1.41816	0.301481
ENSPTRG00000043538	0	0	0
ENSPTRG00000043539	0.296477251	0.4881	0.280451
ENSPTRG00000043540	0	0.348549	0
ENSPTRG00000043542	0	0.254791	0
ENSPTRG00000043543	8.48857	3.9384	6.4545
ENSPTRG00000043546	0	0	0
ENSPTRG00000043547	39.7249	39.4181	73.7615
ENSPTRG00000043548	2.77909	2.72919	1.52573
ENSPTRG00000043551	0	0	0
ENSPTRG00000043552	58.1447	113.029	175.674
ENSPTRG00000043554	0.609312	3.46179	1.1778
ENSPTRG00000043555	8.10106	5.79729	11.2426
ENSPTRG00000043557	14.8754	7.97042	5.3332
ENSPTRG00000043558	0	3.27562	0.560108
ENSPTRG00000043559	31.873	38.9395	15.3259
ENSPTRG00000043560	0	0	0
ENSPTRG00000043561	6.41823	9.31826	4.74549
ENSPTRG00000043562	2.01082	0.2687719	4.209068
ENSPTRG00000043565	44.9843	40.4922	51.1557
ENSPTRG00000043567	0.0636804	0.0519346	0.729988
ENSPTRG00000043568	144.822	102.761	202.13
ENSPTRG00000043575	0	0	0
ENSPTRG00000043576	4.95185	5.94207	4.41634
ENSPTRG00000043577	1.52976	1.166149	2.739112
ENSPTRG00000043578	2.7752	1.70552	8.83074
ENSPTRG00000043579	0.126846	0	0
ENSPTRG00000043584	18.655954	9.79542	12.5444
ENSPTRG00000043585	42.786708	38.9191168	56.463291
ENSPTRG00000043586	27.6875821	29.0439	104.172
ENSPTRG00000043587	0	0	0
ENSPTRG00000043588	0.239097	0.433895	0.133529
ENSPTRG00000043589	37.0478	35.3965	56.2271
ENSPTRG00000043590	1.80069	2.11417	0.796619
ENSPTRG00000043593	2.68493	1.67341	2.63537
ENSPTRG00000043594	41.5374	43.8653	26.4572
ENSPTRG00000043595	16.152	13.9389	14.492
ENSPTRG00000043596	0.729375	0	0
ENSPTRG00000043598	0	0	0
ENSPTRG00000043599	176.934	206.908	120.082
ENSPTRG00000043600	0	0.189707	0
ENSPTRG00000043601	0.102722	0.167543	0
ENSPTRG00000043602	7.76253	7.4543	7.20105
ENSPTRG00000043603	0	0	0
ENSPTRG00000043604	72.7695	55.4562	55.5227
ENSPTRG00000043606	9.06002	7.90473	30.3623
ENSPTRG00000043608	2.79537	43.7298	0
ENSPTRG00000043609	1.53485	2.0801	0.845422
ENSPTRG00000043610	0	0	0
ENSPTRG00000043613	20.3057	10.4182	12.9196
ENSPTRG00000043616	0	0	0
ENSPTRG00000043617	0	0	0
ENSPTRG00000043618	0	0	0
ENSPTRG00000043619	8.42344	6.18017	5.17956
ENSPTRG00000043620	17.6212	9.92336	48.114
ENSPTRG00000043621	0	0	0
ENSPTRG00000043623	2.00984	0.955697	0
ENSPTRG00000043626	0	0	0
ENSPTRG00000043627	83.25821	83.35254	30.5273
ENSPTRG00000043629	1.12928	2.88635	3.40846
ENSPTRG00000043630	0	1.47819	0
ENSPTRG00000043633	0.349922	0	0.168113
ENSPTRG00000043634	0.0667857	0.109057	0.157654
ENSPTRG00000043636	1327.691	393.712	403.373
ENSPTRG00000043637	2.41239	1.27941	3.285918
ENSPTRG00000043640	3.726203	3.86862	3.8485001784
ENSPTRG00000043643	0	0.122514	0
ENSPTRG00000043644	0	0.0217358	0.0502283
ENSPTRG00000043645	0	0.110595	0
ENSPTRG00000043646	0	0	0
ENSPTRG00000043647	0.122116	0.24378	0.536788
ENSPTRG00000043648	0.649898	2.41898	0.948659
ENSPTRG00000043649	0.789775	0.19107	1.10423
ENSPTRG00000043650	33.0209	34.6553	35.8783
ENSPTRG00000043651	0.0599022	0.0488929	0.0589443
ENSPTRG00000043652	0	0.163513	0.386832
ENSPTRG00000043653	0	0	0.322783
ENSPTRG00000043654	1.18509	1.17214	0.589767
ENSPTRG00000043655	0	0	0
ENSPTRG00000043657	0	0	0
ENSPTRG00000043659	11.36908	8.67261	62.13859
ENSPTRG00000043660	0	0	0
ENSPTRG00000043662	0	1.20022	0
ENSPTRG00000043663	0	0.181708	0
ENSPTRG00000043664	0.575237	1.592324	3.05588000052458
ENSPTRG00000043665	0	0.490453	1.95856
ENSPTRG00000043666	0	0	0
ENSPTRG00000043667	0	0	0
ENSPTRG00000043668	0.254362	0.517102	0
ENSPTRG00000043669	11.2313	1.12367	2.58978
ENSPTRG00000043670	0	0	0
ENSPTRG00000043671	14.6257	18.1438	23.3916
ENSPTRG00000043672	0	0	0
ENSPTRG00000043673	0.132751	0.541292	1.01519
ENSPTRG00000043674	0	0	0
ENSPTRG00000043675	17.621	17.9314	30.4555
ENSPTRG00000043676	0	0	0.43432
ENSPTRG00000043678	0	0	0
ENSPTRG00000043680	76.64387	83.488369	48.55906
ENSPTRG00000043681	6.47272	6.346962	11.62444
ENSPTRG00000043682	37.3771	72.0531	36.8158
ENSPTRG00000043683	0.493246	0.577046	5.649968
ENSPTRG00000043684	1.4464	0.470145	1.1226
ENSPTRG00000043685	0.178557	0.0208287	0.384999
ENSPTRG00000043686	1.11067	0	0.36183
ENSPTRG00000043688	0	0.600112	0
ENSPTRG00000043689	0	0	0
ENSPTRG00000043690	0	0.728823	0.440159
ENSPTRG00000043691	0	0	0
ENSPTRG00000043693	0.258247	0.835744	0
ENSPTRG00000043694	0.840312	0.4236241	1.005909
ENSPTRG00000043695	14.396032761	17.52292	18.21201
ENSPTRG00000043696	1.50856	0.933727	0.84967
ENSPTRG00000043697	0	0.334207	0
ENSPTRG00000043698	0	0	0
ENSPTRG00000043701	0	0	0
ENSPTRG00000043702	0	0	0
ENSPTRG00000043703	0.0845108	0.0366169	0.212062
ENSPTRG00000043704	0.135038	0	0.129121
ENSPTRG00000043705	0.668639	0.818395	0.397047
ENSPTRG00000043706	0	0	0
ENSPTRG00000043707	23.6742	53.2503	32.9387
ENSPTRG00000043709	0	0	0
ENSPTRG00000043710	0.432817	0.512286	0.351528
ENSPTRG00000043711	0	0	0
ENSPTRG00000043712	0.925563	0.52249	2.45305
ENSPTRG00000043714	0	0	0
ENSPTRG00000043716	0	0	0
ENSPTRG00000043718	0	0.334091	0
ENSPTRG00000043719	40.2909	52.1999	33.1391
ENSPTRG00000043722	1.14725	0.81861	1.27823
ENSPTRG00000043724	0.316531	0.0860717	0
ENSPTRG00000043725	44.1615	4.77386	0
ENSPTRG00000043726	30.2901	24.8083	17.1433
ENSPTRG00000043727	6.38309	10.1055	9.68178
ENSPTRG00000043733	47.5757	29.8717	22.4276
ENSPTRG00000043737	374.631	264.435	307.114
ENSPTRG00000043738	0.621977	0.506605	0.399906
ENSPTRG00000043742	28.5463	31.56094	34.95592
ENSPTRG00000043743	2.62382	1.06091	1.01746
ENSPTRG00000043748	95.3937	47.3356	176.979
ENSPTRG00000043749	0	0	0
ENSPTRG00000043750	0	0	0
ENSPTRG00000043752	10.7925	15.1616	8.00181
ENSPTRG00000043753	0	0	0
ENSPTRG00000043754	0.160316	0	0.134678
ENSPTRG00000043755	0	0	0
ENSPTRG00000043756	0	0	0
ENSPTRG00000043757	0	0.28938	0.146491
ENSPTRG00000043758	0	0	0
ENSPTRG00000043759	0	0.786716	1.41622
ENSPTRG00000043761	0	0	0
ENSPTRG00000043764	0	0	0
ENSPTRG00000043765	5.33636	4.17315	4.46221
ENSPTRG00000043768	2.65137	1.61432	2.90435
ENSPTRG00000043770	0	0.570432	0.168113
ENSPTRG00000043771	1.02468	0.697229	0.537199
ENSPTRG00000043772	0	0	0
ENSPTRG00000043774	25.739763	26.977759	24.37559
ENSPTRG00000043778	25.17733	16.7851	15.31141
ENSPTRG00000043779	372.0913	271.6655	262.2486
ENSPTRG00000043780	10.74726	7.50539	6.05366
ENSPTRG00000043782	0	0	0
ENSPTRG00000043785	1.35417	0.549486	2.30665
ENSPTRG00000043786	62.3588	48.735	43.0715
ENSPTRG00000043788	70.4167	54.1244	53.7119
ENSPTRG00000043789	0	0.122787	0
ENSPTRG00000043790	0	0	0
ENSPTRG00000043791	0	0	0
ENSPTRG00000043792	0	0	0
ENSPTRG00000043794	0	0	0
ENSPTRG00000043795	27.6905	40.2996	66.4095
ENSPTRG00000043796	14.372	13.9636	44.7012
ENSPTRG00000043797	0.184426	0.200803	0.0772741
ENSPTRG00000043798	0.443108	2.18327	15.8234
ENSPTRG00000043800	0	0.3630302	0.719117
ENSPTRG00000043801	1.4048066	0.9166027	2.354645
ENSPTRG00000043803	0	0	0.3948
ENSPTRG00000043804	0	0	0
ENSPTRG00000043806	0	0	0
ENSPTRG00000043808	0.862541	1.11672	1.80318
ENSPTRG00000043809	0	0	0.993212
ENSPTRG00000043810	0	0	0
ENSPTRG00000043811	0.340297	0.227505	0.407721
ENSPTRG00000043812	4.44975	4.13905	2.92466
ENSPTRG00000043814	0	0	0
ENSPTRG00000043815	23.8925	27.7406	8.4894
ENSPTRG00000043817	0	0	0
ENSPTRG00000043818	0.315493	0	0.200417
ENSPTRG00000043819	0	0	0
ENSPTRG00000043821	0	0	0
ENSPTRG00000043822	0	0	0
ENSPTRG00000043823	2.3764	2.60253	7.46588
ENSPTRG00000043824	0	0	0
ENSPTRG00000043826	2.82518	1.09337	2.76207
ENSPTRG00000043827	9.51232	8.75559	22.7262
ENSPTRG00000043828	2.02301	1.38666	7.14773
ENSPTRG00000043830	10.1745	0.641678	0.123853
ENSPTRG00000043831	0	0	0
ENSPTRG00000043832	0	0	0.115473
ENSPTRG00000043834	0	0	0
ENSPTRG00000043835	0.128996	0	0.434547
ENSPTRG00000043836	0	0.141617	0.0233697
ENSPTRG00000043837	2.32847	0.622735	0.493206
ENSPTRG00000043838	0.284041	1.38502	1.92901
ENSPTRG00000043840	0	0	0
ENSPTRG00000043841	0	0	0.981797
ENSPTRG00000043842	0	0.257494	0
ENSPTRG00000043844	0	0	0
ENSPTRG00000043845	5.288212	2.7536687	2.245642
ENSPTRG00000043847	19.346025	0	14.556853
ENSPTRG00000043848	38.84924	35.06279	19.20104
ENSPTRG00000043849	0.311107	3.266939	0.780617
ENSPTRG00000043850	0	0	0
ENSPTRG00000043852	2.72425	6.53147	8.78808
ENSPTRG00000043854	16.9935	16.3558	25.2123
ENSPTRG00000043855	28.278759	22.705257	13.0265
ENSPTRG00000043856	38.9033	66.4855	39.9495
ENSPTRG00000043857	3.43298	1.74232	2.99056
ENSPTRG00000043858	0	0	0
ENSPTRG00000043859	0	0	0
ENSPTRG00000043860	32.1445	31.1057	28.3679
ENSPTRG00000043861	0	0	0.764126
ENSPTRG00000043863	11.7848	9.25702	0
ENSPTRG00000043864	0	0	0.314413
ENSPTRG00000043865	5.728128	3.96616	2.205731
ENSPTRG00000043866	9.80221	7.53449	9.92276
ENSPTRG00000043867	0	0	0
ENSPTRG00000043868	0	0.22675	0
ENSPTRG00000043869	0	0	0
ENSPTRG00000043870	0.608156	0	0
ENSPTRG00000043871	32.22	33.4007	62.8568
ENSPTRG00000043872	19.7607	28.8166	27.7082
ENSPTRG00000043873	0	0	0
ENSPTRG00000043875	0	0	0
ENSPTRG00000043876	0	0	3.65563
ENSPTRG00000043877	0.465144	0	0
ENSPTRG00000043878	0	0	0
ENSPTRG00000043882	0	0	0
ENSPTRG00000043883	2.594457	1.846436	6.813459
ENSPTRG00000043884	6.6292	1.5161	0.891597
ENSPTRG00000043886	2.32944	1.88346	0.572286
ENSPTRG00000043887	4.70217	0	0
